,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,323.2,4.23,1365.0,344.0,49.0,7.0,167.0,152.0,35.0,85.0,10.0,6.0,235.0,0.27,0.32,0.409,0.316,6.53,2.36,2.76,0.97,17.2,6.2,11.0,0.27,1.33,0.308,69.4,3.89,4.16
1,Total,Away,258.2,4.35,1102.0,266.0,51.0,8.0,130.0,125.0,35.0,85.0,10.0,6.0,191.0,0.263,0.325,0.438,0.329,6.65,2.96,2.25,1.22,17.3,7.7,9.6,0.263,1.36,0.294,73.7,4.43,4.43
