,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,1368.0,3.05,5524.0,1221.0,284.0,29.0,497.0,464.0,125.0,302.0,6.0,32.0,1315.0,0.235,0.283,0.377,0.289,8.65,1.99,4.35,0.82,23.8,5.5,18.3,0.235,1.11,0.292,76.7,3.1,3.33
1,Total,Away,1256.1,3.72,5232.0,1227.0,210.0,32.0,561.0,519.0,141.0,326.0,15.0,31.0,1092.0,0.252,0.305,0.4,0.308,7.82,2.34,3.35,1.01,20.9,6.2,14.6,0.252,1.24,0.298,73.8,3.68,3.64
