,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,29.2,- - -,117.0,20.0,2.0,0.0,5.0,5.0,0.0,10.0,0.0,0.0,44.0,0.187,0.256,0.208,0.215,13.35,3.03,4.4,0.0,37.6,8.6,29.1,- - -,1.01,0.318,83.3,1.2,2.91
1,Total,vs R,44.2,- - -,191.0,41.0,9.0,1.0,24.0,23.0,12.0,23.0,3.0,0.0,51.0,0.244,0.335,0.524,0.358,10.28,4.63,2.22,2.42,26.7,12.0,14.7,- - -,1.43,0.276,84.8,5.91,4.68
