,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,187.2,3.5,787.0,173.0,31.0,2.0,84.0,73.0,17.0,54.0,2.0,6.0,181.0,0.238,0.298,0.362,0.29,8.68,2.59,3.35,0.82,23.0,6.9,16.1,0.238,1.21,0.295,71.2,3.34,3.36
1,Total,Away,158.1,2.56,628.0,116.0,23.0,0.0,48.0,45.0,16.0,45.0,7.0,3.0,179.0,0.2,0.262,0.325,0.255,10.17,2.56,3.98,0.91,28.5,7.2,21.3,0.2,1.02,0.26,81.9,3.09,3.2
