,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,33.0,- - -,137.0,24.0,6.0,0.0,16.0,15.0,5.0,14.0,0.0,2.0,39.0,0.198,0.292,0.375,0.293,10.64,3.82,2.79,1.36,28.5,10.2,18.3,- - -,1.15,0.247,72.7,4.22,3.75
1,Total,vs R,91.2,- - -,393.0,92.0,25.0,0.0,41.0,37.0,11.0,27.0,5.0,5.0,70.0,0.255,0.316,0.417,0.314,6.87,2.65,2.59,1.08,17.8,6.9,10.9,- - -,1.3,0.289,76.4,4.24,4.63
