,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,245.0,- - -,1058.0,221.0,44.0,4.0,88.0,78.0,24.0,94.0,5.0,17.0,314.0,0.233,0.317,0.372,0.305,11.53,3.45,3.34,0.88,29.7,8.9,20.8,- - -,1.29,0.324,81.8,3.19,3.07
1,Total,vs R,197.0,- - -,912.0,228.0,44.0,2.0,154.0,143.0,31.0,105.0,32.0,5.0,165.0,0.284,0.373,0.471,0.356,7.54,4.8,1.57,1.42,18.1,11.5,6.6,- - -,1.69,0.325,62.5,5.17,4.72
