,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,238.2,- - -,1038.0,247.0,57.0,2.0,144.0,139.0,36.0,93.0,0.0,10.0,206.0,0.264,0.338,0.454,0.344,7.77,3.51,2.22,1.36,19.9,9.0,10.9,- - -,1.42,0.305,68.8,4.66,4.28
1,Total,vs R,217.2,- - -,951.0,236.0,53.0,2.0,124.0,118.0,31.0,63.0,1.0,16.0,207.0,0.271,0.333,0.449,0.34,8.56,2.6,3.29,1.28,21.8,6.6,15.2,- - -,1.37,0.323,70.3,4.17,4.04
