,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,165.0,3.71,719.0,129.0,23.0,4.0,76.0,68.0,12.0,95.0,9.0,5.0,200.0,0.208,0.319,0.32,0.286,10.91,5.18,2.11,0.65,27.8,13.2,14.6,0.208,1.36,0.288,72.1,3.46,3.63
1,Total,Away,138.1,3.45,618.0,127.0,28.0,1.0,69.0,53.0,7.0,71.0,5.0,11.0,175.0,0.237,0.34,0.34,0.304,11.39,4.62,2.46,0.46,28.3,11.5,16.8,0.237,1.43,0.339,70.3,3.03,3.4
