,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,49.0,3.12,205.0,40.0,6.0,0.0,17.0,17.0,4.0,22.0,4.0,1.0,76.0,0.22,0.307,0.319,0.274,13.96,4.04,3.45,0.73,37.1,10.7,26.3,0.22,1.27,0.353,80.1,2.53,3.05
1,Total,Away,42.1,3.4,185.0,40.0,5.0,2.0,21.0,16.0,5.0,19.0,2.0,1.0,43.0,0.242,0.324,0.393,0.308,9.14,4.04,2.26,1.06,23.2,10.3,13.0,0.242,1.39,0.299,73.6,4.08,4.35
