,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,44.1,4.47,194.0,44.0,9.0,1.0,24.0,22.0,5.0,16.0,1.0,2.0,44.0,0.25,0.32,0.4,0.311,8.93,3.25,2.75,1.02,22.7,8.3,14.4,0.25,1.35,0.307,69.1,3.85,4.64
1,Total,Away,31.0,4.94,131.0,23.0,7.0,0.0,18.0,17.0,9.0,10.0,1.0,5.0,38.0,0.198,0.292,0.496,0.332,11.03,2.9,3.8,2.61,29.0,7.6,21.4,0.198,1.06,0.203,78.7,5.92,4.33
