,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,18.1,2.95,75.0,16.0,4.0,0.0,8.0,6.0,3.0,5.0,1.0,0.0,14.0,0.229,0.28,0.42,0.293,6.87,2.45,2.8,1.47,18.7,6.7,12.0,0.229,1.15,0.245,77.4,4.58,4.33
1,Total,Away,25.0,7.92,125.0,37.0,8.0,0.0,22.0,22.0,4.0,12.0,2.0,1.0,20.0,0.33,0.407,0.518,0.393,7.2,4.32,1.67,1.44,16.0,9.6,6.4,0.33,1.96,0.375,63.1,5.2,4.46
