,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,47.0,- - -,229.0,62.0,15.0,1.0,31.0,30.0,9.0,29.0,3.0,3.0,34.0,0.315,0.41,0.541,0.407,6.51,5.55,1.17,1.72,14.9,12.7,2.2,- - -,1.94,0.344,77.4,6.16,5.57
1,Total,vs R,65.0,- - -,282.0,81.0,25.0,3.0,49.0,49.0,9.0,13.0,1.0,1.0,51.0,0.302,0.342,0.527,0.372,7.06,1.8,3.92,1.25,18.1,4.6,13.5,- - -,1.45,0.346,55.8,3.96,4.23
