,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,262.0,5.77,1171.0,320.0,74.0,6.0,177.0,168.0,37.0,76.0,7.0,13.0,189.0,0.296,0.357,0.492,0.363,6.49,2.61,2.49,1.27,16.1,6.5,9.7,0.296,1.51,0.331,65.0,4.55,4.09
1,Total,Away,265.1,4.34,1156.0,263.0,56.0,11.0,141.0,128.0,31.0,110.0,7.0,5.0,197.0,0.253,0.33,0.423,0.325,6.68,3.73,1.79,1.05,17.0,9.5,7.5,0.253,1.41,0.285,70.8,4.47,4.53
