,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,613.0,4.33,2593.0,575.0,121.0,8.0,311.0,295.0,88.0,239.0,3.0,18.0,459.0,0.246,0.322,0.423,0.325,6.74,3.51,1.92,1.29,17.7,9.2,8.5,0.246,1.33,0.272,73.5,4.74,4.56
1,Total,Away,532.0,4.86,2315.0,567.0,131.0,14.0,303.0,287.0,76.0,197.0,4.0,15.0,388.0,0.27,0.337,0.459,0.345,6.56,3.33,1.97,1.29,16.8,8.5,8.3,0.27,1.44,0.3,70.8,4.7,4.59
