,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,758.2,- - -,3227.0,799.0,152.0,21.0,364.0,331.0,88.0,192.0,9.0,34.0,537.0,0.266,0.319,0.424,0.323,6.37,2.28,2.8,1.04,16.6,6.0,10.7,- - -,1.31,0.299,73.3,4.08,4.23
1,Total,vs R,663.2,- - -,2749.0,657.0,109.0,6.0,291.0,257.0,52.0,140.0,5.0,38.0,433.0,0.256,0.305,0.367,0.297,5.87,1.9,3.09,0.71,15.8,5.1,10.7,- - -,1.2,0.29,71.4,3.62,3.7
