,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,40.2,4.43,188.0,44.0,9.0,0.0,24.0,20.0,8.0,24.0,0.0,2.0,35.0,0.272,0.374,0.481,0.371,7.75,5.31,1.46,1.77,18.6,12.8,5.8,0.272,1.67,0.303,78.2,5.87,5.31
1,Total,Away,38.0,5.68,172.0,38.0,4.0,1.0,25.0,24.0,9.0,24.0,1.0,2.0,36.0,0.26,0.376,0.497,0.377,8.53,5.68,1.5,2.13,20.9,14.0,7.0,0.26,1.63,0.287,75.9,6.36,5.36
