,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,13.1,4.05,59.0,11.0,4.0,0.0,6.0,6.0,1.0,10.0,0.0,2.0,12.0,0.234,0.397,0.4,0.355,8.1,6.75,1.2,0.68,20.3,17.0,3.4,0.234,1.58,0.294,78.7,5.03,5.69
1,Total,Away,18.0,3.5,88.0,14.0,2.0,0.0,10.0,7.0,2.0,16.0,2.0,4.0,14.0,0.206,0.386,0.324,0.323,7.0,8.0,0.88,1.0,15.9,18.2,-2.3,0.206,1.67,0.231,76.9,6.37,7.2
