,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,122.2,- - -,535.0,138.0,29.0,1.0,52.0,49.0,15.0,35.0,3.0,4.0,99.0,0.278,0.333,0.436,0.333,7.26,2.57,2.83,1.1,18.5,6.5,12.0,- - -,1.41,0.322,80.1,4.04,3.75
1,Total,vs R,398.0,- - -,1626.0,366.0,73.0,8.0,151.0,142.0,36.0,102.0,8.0,5.0,368.0,0.241,0.294,0.375,0.292,8.32,2.31,3.61,0.81,22.6,6.3,16.4,- - -,1.18,0.296,76.2,3.24,3.39
