,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,15.0,- - -,78.0,20.0,8.0,3.0,11.0,11.0,2.0,12.0,6.0,1.0,24.0,0.308,0.423,0.625,0.413,14.4,7.2,2.0,1.2,30.8,15.4,15.4,- - -,2.13,0.462,72.9,4.29,4.54
1,Total,vs R,42.2,- - -,159.0,36.0,6.0,0.0,14.0,12.0,2.0,2.0,1.0,3.0,29.0,0.234,0.259,0.316,0.248,6.12,0.42,14.5,0.42,18.2,1.3,17.0,- - -,0.89,0.276,70.7,2.76,2.93
