,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,80.2,- - -,355.0,74.0,18.0,4.0,35.0,34.0,7.0,48.0,10.0,5.0,57.0,0.245,0.358,0.402,0.326,6.36,5.36,1.19,0.78,16.1,13.5,2.5,- - -,1.51,0.282,78.5,4.81,5.11
1,Total,vs R,160.0,- - -,657.0,129.0,17.0,5.0,60.0,59.0,11.0,54.0,3.0,16.0,176.0,0.22,0.304,0.326,0.281,9.9,3.04,3.26,0.62,26.8,8.2,18.6,- - -,1.14,0.295,75.7,3.13,3.49
