,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,13.2,- - -,61.0,13.0,0.0,1.0,5.0,5.0,1.0,8.0,1.0,0.0,18.0,0.245,0.35,0.353,0.307,11.85,5.27,2.25,0.66,29.5,13.1,16.4,- - -,1.54,0.353,81.6,3.23,3.74
1,Total,vs R,16.2,- - -,76.0,23.0,4.0,1.0,7.0,7.0,2.0,6.0,0.0,0.0,18.0,0.329,0.382,0.5,0.379,9.72,3.24,3.0,1.08,23.7,7.9,15.8,- - -,1.74,0.42,84.0,3.64,3.27
