,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,18.2,7.23,89.0,26.0,6.0,0.0,15.0,15.0,3.0,8.0,0.0,1.0,21.0,0.325,0.393,0.513,0.389,10.13,3.86,2.63,1.45,23.6,9.0,14.6,0.325,1.82,0.411,64.9,4.44,4.24
1,Total,Away,23.0,4.3,100.0,25.0,7.0,0.0,13.0,11.0,3.0,7.0,4.0,0.0,33.0,0.269,0.32,0.441,0.312,12.91,2.74,4.71,1.17,33.0,7.0,26.0,0.269,1.39,0.386,68.4,2.9,2.98
