,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,8.2,- - -,46.0,10.0,3.0,0.0,9.0,8.0,1.0,9.0,0.0,1.0,8.0,0.278,0.435,0.444,0.39,8.31,9.35,0.89,1.04,17.4,19.6,-2.2,- - -,2.19,0.333,59.1,6.27,6.72
1,Total,vs R,13.0,- - -,52.0,13.0,2.0,1.0,5.0,5.0,2.0,4.0,0.0,1.0,13.0,0.277,0.346,0.489,0.357,9.0,2.77,3.25,1.38,25.0,7.7,17.3,- - -,1.31,0.344,85.5,4.31,3.22
