"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Aaron Nola","Phillies","MIA @ PHI",".54","6.47","26.39","5.72","4.04","1.03",".11",".54","1.76","7.04","23.79","39.60","22.08","16149"
"Robbie Ray","Diamondbacks","SF @ ARI",".40","5.98","25.45","5.22","3.14","1.15",".10",".83","2.83","8.00","22.27","38.41","21.09","11486"
"Trevor Cahill","Athletics","DET @ OAK",".52","6.29","25.77","5.38","3.55","1.17",".11",".54","2.06","6.10","21.26","35.85","19.63","6249"
"Gerrit Cole","Astros","HOU @ LAD",".37","6.17","25.97","5.67","3.24","1.18",".05","1.19","2.28","6.95","20.07","34.76","18.77","13125"
"Jon Gray","Rockies","COL @ MIL",".40","6.08","25.35","5.80","3.58","1.18",".11",".93","1.79","6.67","20.18","34.53","18.75","14916"
"Hunter Wood","Rays","CWS @ TB",".39","5.97","24.83","5.57","3.36","1.07",".18",".96","1.88","6.53","19.80","33.77","18.35","15091"
"Jack Flaherty","Cardinals","STL @ PIT",".37","5.98","25.21","5.67","3.74","1.06",".11",".77","2.16","6.25","18.97","33.11","17.70","17479"
"Tanner Roark","Nationals","CIN @ WSH",".49","6.56","27.23","6.43","4.60","1.00",".11",".72","1.89","5.41","18.74","33.14","17.41","8753"
"David Price","Red Sox","NYY @ BOS",".36","5.72","24.02","5.45","3.28","1.17",".08",".92","1.89","5.78","17.53","30.36","16.21","3184"
"Ervin Santana","Twins","KC @ MIN",".37","6.02","25.07","5.86","3.64","1.16",".10",".96","1.70","5.48","17.47","30.43","16.05","3200"
"Shane Bieber","Indians","LAA @ CLE",".50","6.22","25.74","6.40","4.20","1.41",".10",".69","1.26","4.79","17.22","30.11","15.75","19427"
"Mike Leake","Mariners","TOR @ SEA",".43","6.62","27.41","6.69","4.29","1.61",".10",".69","1.41","4.54","17.02","30.10","15.60","10130"
"Walker Buehler","Dodgers","HOU @ LAD",".34","5.90","24.96","5.80","3.69","1.18",".05",".88","2.01","5.47","16.77","29.81","15.52","19374"
"Wade Miley","Brewers","COL @ MIL",".31","5.63","24.26","5.51","3.38","1.09",".11",".93","2.40","5.90","16.41","29.54","15.38","8779"
"Julio Teheran","Braves","ATL @ NYM",".41","5.87","24.87","5.26","3.40",".96",".11",".79","2.55","5.11","16.54","29.47","15.33","6797"
"Danny Duffy","Royals","KC @ MIN",".34","5.92","25.51","5.96","3.89","1.18",".13",".76","2.41","5.55","16.02","29.49","15.04","3542"
"Masahiro Tanaka","Yankees","NYY @ BOS",".34","5.59","23.82","5.88","3.50","1.37",".10",".92","1.70","5.11","15.07","27.07","13.93","15764"
"Trevor Williams","Pirates","STL @ PIT",".33","5.99","25.52","6.07","4.09","1.24",".07",".67","2.09","4.31","14.39","26.72","13.25","16977"
"Drew Hutchison","","BAL @ TEX",".37","5.44","23.99","5.63","3.50","1.09",".10",".94","2.60","5.21","13.96","26.46","13.19","10732"
"Derek Holland","Giants","SF @ ARI",".28","5.38","23.46","5.47","3.07","1.19",".21",".99","2.38","5.34","14.17","26.21","13.29","4141"
"James Shields","White Sox","CWS @ TB",".32","5.81","25.49","6.12","3.82","1.23",".23",".83","2.68","4.87","13.22","25.95","12.47","7059"
"Jon Lester","Cubs","SD @ CHC",".36","5.34","23.03","5.74","3.13","1.09",".15","1.37","1.74","5.08","13.75","25.01","12.76","4930"
"Sam Gaviglio","Blue Jays","TOR @ SEA",".32","5.82","25.03","6.33","4.26","1.21",".12",".74","1.92","4.10","12.83","24.58","11.83","12778"
"Dan Straily","Marlins","MIA @ PHI",".19","5.27","23.33","5.58","3.12","1.07",".14","1.25","2.45","5.20","12.37","23.87","11.66","9460"
"Corey Oswalt","Mets","ATL @ NYM",".30","5.82","25.07","6.22","4.17","1.14",".11",".81","2.04","3.87","12.40","24.00","11.39","13677"
"Yefry Ramirez","Orioles","BAL @ TEX",".28","5.09","23.21","5.51","3.26","1.09",".16",".99","3.04","4.86","10.92","22.53","10.54","15655"
"Luis Castillo","Reds","CIN @ WSH",".24","5.60","24.81","6.28","3.96","1.16",".10","1.07","2.33","4.31","11.08","22.63","10.39","15689"
"Francisco Liriano","Tigers","DET @ OAK",".20","5.26","24.15","5.23","3.12","1.19",".10",".82","3.76","4.54","10.22","22.07","9.90","3201"
"Joey Lucchesi","Padres","SD @ CHC",".24","4.66","21.49","5.80","3.11","1.11",".19","1.38","2.19","4.53","8.92","19.00","8.62","19320"
"Deck McGuire","Angels","LAA @ CLE",".20","5.11","23.32","5.97","3.33","1.39",".10","1.15","2.55","3.51","7.62","17.59","7.22","11596"
