"Mike Leake",7000,SEA,SP,SFG,,0.562,15.27
"David Price",9500,BOS,SP,BAL,,0.634,18.99
"Derek Holland",7800,SFG,SP,SEA,,0.454,12.98
"Ervin Santana",7600,MIN,SP,TOR,,0.661,13.87
"Robbie Ray",7300,ARI,SP,CHC,,0.525,16.57
"Sam Gaviglio",7400,TOR,SP,MIN,,0.672,10.81
"Dylan Bundy",6300,BAL,SP,BOS,,0.49,14.94
"Martin Perez",4400,TEX,SP,OAK,,0.643,10
"Tyler Skaggs",10200,LAA,SP,CHW,,0.628,17.73
"James Shields",6000,CHW,SP,LAA,,0.491,11.57
"Jon Gray",7500,COL,SP,HOU,,0.499,11.61
"Charlie Morton",8800,HOU,SP,COL,,0.413,15.32
"Edwin Jackson",7700,OAK,SP,TEX,,0.646,9.62
"Jon Lester",7200,CHC,SP,ARI,,0.513,16.33
"Matt Boyd",7000,DET,SP,KCR,,0.732,13.04
"Jake Arrieta",7100,PHI,SP,LAD,,0.521,13.31
"Walker Buehler",8400,LAD,SP,PHI,,0.526,15.38
"Corey Oswalt",5500,NYM,SP,SDP,,0.631,14.99
"Clayton Richard",6200,SDP,SP,NYM,,0.507,15.42
"Ryne Stanek",4100,TBR,SP,NYY,,0,6.88
"Jack Flaherty",9000,STL,SP,CIN,,0.592,16.02
"Sal Romano",4800,CIN,SP,STL,,0.999,9.29
"Freddy Peralta",9500,MIL,SP,WAS,,0.766,14.16
"Danny Duffy",7700,KCR,SP,DET,,0.682,15.69
"Tanner Roark",6600,WAS,SP,MIL,,0.652,13.71
"Trevor Bauer",13400,CLE,SP,PIT,,0.487,21.56
"Jameson Taillon",7500,PIT,SP,CLE,,0.679,14.56
"Luis Cessa",6300,NYY,SP,TBR,,0.651,17.01
