,Name,Team,Position,Salary,DKFG,DKRoto,Var
0,Patrick Corbin,Diamondbacks,SP,11900,19.22,19.42,120.28795964083874
1,Blake Snell,Rays,SP,11500,25.11,21.1,118.89285195707069
2,Jose Berrios,Twins,SP,10900,18.24,20.29,176.17526094674545
3,Masahiro Tanaka,Yankees,SP,10200,19.27,20.09,127.93040055999992
4,Hyun-Jin Ryu,Dodgers,SP,9200,15.77,14.6,107.22154336573665
5,Kyle Hendricks,Cubs,SP,8600,17.91,15.86,74.67712495999997
6,Nathan Eovaldi,Red Sox,SP,8000,13.66,12.24,98.04670616668184
7,Tanner Roark,Nationals,SP,7700,14.32,14.36,108.55731372675619
9,Dylan Bundy,Orioles,SP,7500,16.69,18.42,150.44118608761514
10,Felix Pena,Angels,SP,7300,13.52,12.37,80.0
11,Daniel Poncedeleon,Cardinals,SP,7200,12.44,12.78,80.0
12,Shane Bieber,Indians,SP,7100,12.5,12.15,80.0
13,Kevin Gausman,Braves,SP,7100,15.52,14.18,116.28796013285488
14,Tyler Anderson,Rockies,SP,6900,15.26,11.88,101.46472789572692
15,Sam Gaviglio,Blue Jays,SP,6800,16.36,13.57,80.0
16,Junior Guerra,Brewers,SP,6700,18.79,15.31,75.53002255513476
17,Mike Leake,Mariners,SP,6600,11.42,11.38,98.53491114155183
18,Jordan Zimmermann,Tigers,SP,6500,10.97,9.94,110.20399350539385
19,Ivan Nova,Pirates,SP,6300,11.77,11.47,103.59310586734695
20,Steven Matz,Mets,SP,6200,16.07,15.09,118.60128968253963
21,Mookie Betts,Red Sox,OF,6000,9.97,9.9,99.86996100204905
22,Jose Ramirez,Indians,3B,6000,10.1,8.91,71.3983237842958
23,Chris Stratton,Giants,SP,6000,14.83,15.11,80.0
24,J.D. Martinez,Red Sox,OF,5800,9.76,9.83,71.67810251230904
25,Trevor Story,Rockies,SS,5800,10.43,10.55,74.66853818727715
26,Francisco Lindor,Indians,SS,5700,9.65,9.77,82.06424644479037
27,Nolan Arenado,Rockies,3B,5700,10.7,11.52,78.61777777777779
28,Brett Anderson,Athletics,SP,5700,15.34,12.9,119.09640722994608
29,Andrew Benintendi,Red Sox,OF,5500,9.4,9.27,75.66695539669313
30,Hunter Renfroe,Padres,OF,5400,9.09,9.41,49.98161168199026
31,David Peralta,Diamondbacks,OF,5300,9.66,9.27,55.84719865345362
32,Paul Goldschmidt,Diamondbacks,1B,5300,9.63,9.84,93.37143384506737
