,Name,Team,Position,Salary,DKFG,DKRoto,Var
0,Gerrit Cole,Astros,SP,12600,18.77,23.01,85.44134245079049
1,Walker Buehler,Dodgers,SP,9900,15.52,13.41,110.0
2,Robbie Ray,Diamondbacks,SP,8200,21.09,21.37,125.40229671201817
3,Trevor Cahill,Athletics,SP,7400,19.63,16.84,104.85697482045386
4,Derek Holland,Giants,SP,6400,13.29,11.51,145.91174661860873
5,Mike Leake,Mariners,SP,5700,15.6,14.01,99.05554341715981
6,Francisco Liriano,Tigers,SP,5400,9.9,11.52,151.7067972318339
7,Paul Goldschmidt,Diamondbacks,1B,5200,10.06,9.63,69.89682104347446
8,A.J. Pollock,Diamondbacks,OF,5100,9.85,10.28,69.36307443004324
9,Nelson Cruz,Mariners,OF,5000,8.65,8.59,68.47030091953543
10,Khris Davis,Athletics,OF,5000,9.08,8.55,68.22676623067784
11,David Peralta,Diamondbacks,OF,4900,8.36,7.57,55.63101967644461
12,Eduardo Escobar,Diamondbacks,3B/SS,4800,8.61,7.84,46.051592698536346
13,Jean Segura,Mariners,SS,4700,8.37,8.15,54.09270416441301
14,George Springer,Astros,OF,4700,9.17,7.13,65.87110610196564
15,Nick Ahmed,Diamondbacks,SS,4600,7.53,8.17,41.902088096326864
16,Alex Bregman,Astros,3B,4600,9.17,7.49,53.66736987301718
17,Buster Posey,Giants,C,4500,8.44,8.2,49.2645124911897
18,Manny Machado,Dodgers,SS,4500,8.38,6.83,65.81726563265305
19,Denard Span,Mariners,OF,4400,7.89,7.93,46.71505452249751
20,Marcus Semien,Athletics,SS,4400,8.38,8.15,43.2620269128927
21,Mitch Haniger,Mariners,OF,4300,7.42,7.93,62.254482009649344
22,Justin Smoak,Blue Jays,1B,4300,7.44,7.95,49.52532251560014
23,Jed Lowrie,Athletics,2B,4300,7.94,7.74,43.07431512437572
24,Ketel Marte,Diamondbacks,2B/SS,4200,7.22,6.89,37.32386431263645
25,Randal Grichuk,Blue Jays,OF,4200,8.0,8.41,58.35968032641606
26,Matt Chapman,Athletics,3B,4200,9.18,7.79,58.2967447957305
27,Andrew McCutchen,Giants,OF,4100,9.04,8.35,62.13919229795296
28,Teoscar Hernandez,Blue Jays,OF,4100,7.3,6.51,62.692685301635024
29,Yasmani Grandal,Dodgers,C,4100,8.28,7.11,54.933721729737904
30,Joc Pederson,Dodgers,OF,4100,8.93,7.57,52.062446145656516
31,Yasiel Puig,Dodgers,OF,4100,7.08,5.87,58.79314328102761
32,Mark Canha,Athletics,OF,4100,7.65,6.41,49.619452139119815
33,Evan Longoria,Giants,3B,4000,8.62,7.38,57.81978694255476
34,Sam Gaviglio,Blue Jays,SP,4000,11.83,11.23,110.0
35,Dee Gordon,Mariners,2B/OF,4000,8.04,7.83,54.29642660033635
36,Ryon Healy,Mariners,1B,4000,6.83,7.53,62.31504766600914
37,Gorkys Hernandez,Giants,OF,3900,6.54,4.95,31.745200682246928
38,Austin Slater,Giants,1B/OF,3900,7.82,6.87,42.898463088939295
39,Curtis Granderson,Blue Jays,OF,3900,7.73,8.59,65.49996370842119
40,Kyle Seager,Mariners,3B,3900,7.05,6.49,55.08718513843601
41,Brian Dozier,Dodgers,2B,3900,6.7,5.95,57.65126843807683
42,Yangervis Solarte,Blue Jays,2B/3B,3800,6.62,6.51,49.02216703999986
43,Cody Bellinger,Dodgers,1B/OF,3800,8.42,6.64,77.08708421555895
44,Brandon Crawford,Giants,SS,3700,6.56,6.99,42.93781526392303
45,Stephen Piscotty,Athletics,OF,3700,7.6,6.93,49.24725813148793
46,Jose Iglesias,Tigers,SS,3700,5.37,5.74,31.45738769252585
47,Matt Olson,Athletics,1B,3700,7.69,6.4,64.48264704984591
48,Jeimer Candelario,Tigers,3B,3700,6.43,5.95,46.93328502665494
49,Josh Reddick,Astros,OF,3600,8.54,6.84,55.18961904207795
50,Justin Turner,Dodgers,3B,3600,7.93,6.75,43.00422040367067
51,Niko Goodrum,Tigers,2B/OF,3500,6.95,5.87,48.593899999999984
52,Tony Kemp,Astros,OF,3400,6.84,4.99,29.28558941786612
53,Chase d'Arnaud,Giants,2B/3B,3300,6.89,6.3,25.152494331065732
54,Cameron Maybin,Mariners,OF,3200,6.07,6.32,45.40993844615628
55,Brandon Drury,Blue Jays,2B/3B,3200,5.49,5.39,43.955221307152385
56,Max Stassi,Astros,C,3100,6.92,5.96,38.82703476138376
57,Jonathan Lucroy,Athletics,C,3100,6.43,5.87,44.46712264150976
58,John Hicks,Tigers,1B/C,3100,5.67,6.14,41.586352387520776
59,John Ryan Murphy,Diamondbacks,C,3000,5.96,6.1,28.984580811676754
60,Marwin Gonzalez,Astros,OF/SS,3000,7.78,6.53,41.092678913689866
61,Victor Reyes,Tigers,OF,3000,4.86,4.65,21.980833333333337
62,Victor Martinez,Tigers,1B,2900,5.95,6.12,49.06884126899662
63,JaCoby Jones,Tigers,OF,2900,6.07,7.1,39.36634515400342
64,James McCann,Tigers,C,2600,5.07,4.5,39.249317370300396
