,Name,Team,Position,Salary,DKFG,DKRoto,BATPred,Var
75,Ender Inciarte,Braves,OF,4100,8.03,7.76,6.69,44.91190289388471
76,C.J. Cron,Rays,1B,4100,7.95,6.97,7.76,55.28283862538702
77,Yasiel Puig,Dodgers,OF,4100,8.4,6.15,9.29,58.47023870592653
78,Jason Kipnis,Indians,2B,4100,7.44,6.61,7.53,52.730794551982285
79,Greg Allen,Indians,OF,4100,6.59,5.57,6.42,32.21362898864251
80,John Andreoli,Orioles,OF,4100,6.5,5.9,6.32,35.0
81,Andrew McCutchen,Giants,OF,4100,7.03,7.1,8.56,62.45391255572474
82,Avisail Garcia,White Sox,OF,4100,8.28,7.2,9.11,53.178267496336844
83,Yoan Moncada,White Sox,2B,4100,7.1,6.97,7.25,58.51914734246753
84,Ryan Zimmerman,Nationals,1B,4100,8.49,7.1,7.93,59.33304804536747
85,Maikel Franco,Phillies,3B,4100,8.09,7.07,7.96,57.06091143542871
86,Johan Camargo,Braves,3B/SS,4000,7.76,6.01,7.0,40.019777048438186
87,Adrian Beltre,Rangers,3B,4000,7.6,7.26,7.68,57.92089667878786
88,Yan Gomes,Indians,C,4000,7.13,5.67,6.99,45.05895691609998
89,Preston Tucker,Reds,OF,4000,7.16,4.69,5.57,38.757649541433246
90,Justin Smoak,Blue Jays,1B,4000,8.82,8.16,8.5,49.28948347107464
91,Kevin Pillar,Blue Jays,OF,4000,7.4,8.08,6.76,44.21011741245862
92,Aledmys Diaz,Blue Jays,SS,4000,7.13,6.17,6.68,50.51524238487776
93,Trey Mancini,Orioles,1B/OF,4000,8.33,6.75,8.62,55.750862080532386
94,Jon Jay,Diamondbacks,OF,4000,6.88,6.07,6.69,31.717856509924427
95,Daniel Descalso,Diamondbacks,2B/3B,4000,6.33,5.93,6.52,31.331539956739782
96,Willy Adames,Rays,SS,3900,7.9,6.65,7.17,39.30727023319614
97,Nomar Mazara,Rangers,OF,3900,7.16,6.57,7.01,47.31015626533061
98,Manny Pina,Brewers,C,3900,7.12,6.57,6.36,34.90784438775516
99,Jose Martinez,Cardinals,1B/OF,3900,8.2,7.6,7.27,56.54800155356257
100,Paul DeJong,Cardinals,SS,3900,7.44,7.02,7.09,52.59526315789474
101,Scott Kingery,Phillies,SS,3900,7.32,5.7,6.21,29.039474613374733
102,Kevin Kiermaier,Rays,OF,3800,6.5,6.69,6.3,51.19470699432875
103,Matt Duffy,Rays,3B,3800,7.69,6.41,7.14,39.76676931131643
104,Elvis Andrus,Rangers,SS,3800,8.07,8.95,7.92,43.67389220800831
105,Jake Cave,Twins,OF,3800,7.08,7.28,6.51,52.993162901307954
106,Yadier Molina,Cardinals,C,3800,7.67,7.92,7.13,39.56087163150955
107,Francisco Cervelli,Pirates,C,3800,7.03,5.56,6.32,34.64668677394306
108,Harrison Bader,Cardinals,OF,3800,6.95,6.19,6.29,44.97615700692043
109,Adam Jones,Orioles,OF,3800,8.31,7.01,8.32,56.632220720242465
110,Renato Nunez,Orioles,3B,3800,7.61,6.56,7.03,24.018467220683274
111,Billy McKinney,Blue Jays,OF,3800,9.31,8.45,7.63,35.0
112,Isiah Kiner-Falefa,Rangers,3B/C,3700,6.66,6.21,5.94,41.84555555555556
113,Billy Hamilton,Reds,OF,3700,7.45,8.43,6.62,59.070621449647334
114,Corey Dickerson,Pirates,OF,3700,7.96,7.35,7.42,59.69469246031756
115,Evan Longoria,Giants,3B,3700,6.74,6.69,7.14,57.775490196078536
116,Brandon Belt,Giants,1B,3700,7.36,6.78,7.71,52.51140471582924
117,Yolmer Sanchez,White Sox,3B,3700,6.02,5.01,5.8,34.873460515666515
118,Jose Rondon,White Sox,3B/SS,3700,7.98,7.81,7.33,35.0
119,Austin Romine,Yankees,C,3700,6.85,4.71,6.66,30.385745857733262
120,Wilmer Difo,Nationals,2B/3B,3700,6.19,5.42,5.55,28.235137005426797
121,Willians Astudillo,Twins,3B/C,3600,6.81,6.6,6.33,35.0
122,Austin Slater,Giants,1B/OF,3600,6.69,5.68,5.66,40.46484375
123,Ketel Marte,Diamondbacks,2B/SS,3600,6.21,5.15,5.94,37.02322709076525
124,Neil Walker,Yankees,1B/2B,3600,8.57,7.34,8.85,48.201791999854315
125,Adam Engel,White Sox,OF,3600,7.6,4.51,6.85,36.48637721524683
126,Ronald Guzman,Rangers,1B,3500,6.39,5.68,5.56,54.226591561271114
127,Robbie Grossman,Twins,OF,3500,6.9,7.24,6.99,38.698315079700606
128,Josh Bell,Pirates,1B,3500,6.96,6.23,6.42,44.36473322788471
129,Brandon Crawford,Giants,SS,3500,6.05,5.63,6.42,42.779863289617474
130,Matt Wieters,Nationals,C,3500,6.3,6.03,5.98,48.10353630601003
131,Carlos Gomez,Rays,OF,3400,7.15,5.58,6.73,54.240968261153355
132,Ehire Adrianza,Twins,SS,3400,6.22,5.85,6.08,28.616329717291144
133,Tucker Barnhart,Reds,C,3400,6.16,5.18,5.68,28.999844851833487
134,Curt Casali,Reds,C,3400,6.35,4.25,5.63,40.982090795501925
135,Colin Moran,Pirates,3B,3400,6.67,5.96,5.59,32.25923076923078
136,Austin Barnes,Dodgers,C,3300,6.16,5.55,5.63,28.852935518621074
137,Tim Beckham,Orioles,3B/SS,3300,7.33,6.61,7.61,45.26083333333339
138,Joe Panik,Giants,2B,3300,6.69,6.67,6.57,39.641276432141545
139,Tyler Flowers,Braves,C,3200,6.1,5.23,6.85,39.64837549603185
140,Logan Forsythe,Twins,2B,3200,7.31,7.61,7.36,41.96162759584675
141,Russell Martin,Blue Jays,3B/C,3200,6.79,6.28,6.92,46.93372709124941
142,Devon Travis,Blue Jays,2B,3200,6.55,6.01,6.38,44.673604734210855
143,Carlos Tocci,Rangers,OF,3100,5.31,4.12,4.57,10.691358024691354
144,Chris Davis,Orioles,1B,3100,6.95,8.01,7.27,65.64437255859374
145,Craig Gentry,Orioles,OF,3100,7.91,6.36,7.02,28.76166933255785
146,Austin Wynns,Orioles,C,3100,5.73,4.29,5.28,35.0
147,Nick Hundley,Giants,C,3100,5.56,4.91,5.7,42.16651570336194
148,Ryan LaMarre,White Sox,OF,3100,5.87,5.35,4.8,13.873039480800443
149,Ronald Torreyes,Yankees,2B/SS,2900,6.15,4.39,5.4,28.907407407407433
150,Kevan Smith,White Sox,C,2900,6.82,5.56,6.5,24.99200198400396
151,Alex Avila,Diamondbacks,C,2800,5.21,5.29,5.32,40.140876666306035
152,Jesus Sucre,Rays,C,2700,5.64,5.09,4.63,24.87647319657401
153,Greg Garcia,Cardinals,2B/SS,2700,5.88,5.3,5.15,18.108484612182068
