,Name,Team,Position,Salary,DKFG,DKRoto,BATPred,Var
0,Freddy Peralta,Brewers,SP,9700,18.64,20.41,18.27,80.0
1,Dereck Rodriguez,Giants,SP,9500,17.15,15.54,15.61,80.0
2,Sean Newcomb,Braves,SP,9200,15.98,18.43,18.14,97.83535479080578
3,CC Sabathia,Yankees,SP,8900,16.73,17.88,15.72,125.1919051482297
4,Zack Godley,Diamondbacks,SP,8600,19.28,18.57,16.85,115.16760968168907
5,Alex Wood,Dodgers,SP,8400,13.8,16.43,13.45,106.95950059279612
6,Jake Arrieta,Phillies,SP,8000,16.3,14.96,17.69,139.10670128580495
7,Miles Mikolas,Cardinals,SP,7800,14.97,16.02,16.44,111.40232635275751
8,Trevor Williams,Pirates,SP,7300,14.2,11.87,12.17,91.17097820609726
9,Matt Harvey,Reds,SP,6900,11.9,13.37,10.93,134.36526947121442
10,Gio Gonzalez,Nationals,SP,6700,11.91,14.08,13.13,110.81936367956769
11,Alex Cobb,Orioles,SP,6400,11.85,12.46,12.87,117.26603671103764
12,Ryan Borucki,Blue Jays,SP,6200,12.5,12.94,12.2,80.0
13,Christian Yelich,Brewers,OF,5800,10.7,8.47,9.81,51.74455502365542
14,Jose Ramirez,Indians,3B,5700,10.29,9.47,10.85,68.75509280217292
15,Justin Turner,Dodgers,3B,5300,10.1,8.5,10.53,44.009572224325524
16,Francisco Lindor,Indians,SS,5300,9.77,9.62,10.11,64.7213686754077
17,Manny Machado,Dodgers,SS,5200,9.83,9.07,11.03,65.79429884976597
18,Kendrys Morales,Blue Jays,1B,5200,8.81,7.58,8.19,59.963872882254044
19,Michael Brantley,Indians,OF,5100,9.32,7.75,8.99,46.04837703704834
20,Eddie Rosario,Twins,OF,5100,9.08,9.04,9.76,61.12179836737379
21,Matt Carpenter,Cardinals,1B/3B,5100,9.19,8.34,9.34,54.47030377632221
22,Giancarlo Stanton,Yankees,OF,5100,12.25,8.5,12.38,75.23857474638119
23,Adam Plutko,Indians,SP,5000,13.06,12.11,10.93,80.0
24,Edwin Encarnacion,Indians,1B,5000,8.8,8.1,9.12,64.85293877069614
25,Adam Eaton,Nationals,OF,5000,8.31,7.8,7.85,45.73116160383664
26,Wilson Ramos,Phillies,C,4900,9.23,7.68,9.14,48.31653881926272
27,Rhys Hoskins,Phillies,OF,4900,10.45,7.96,10.14,71.71811224489795
28,Freddie Freeman,Braves,1B,4800,9.55,7.67,9.56,58.81235659001916
29,David Peralta,Diamondbacks,OF,4800,8.05,7.67,7.96,58.66644572076769
30,Miguel Andujar,Yankees,3B,4800,9.94,8.12,9.28,56.49104166666665
31,Aaron Hicks,Yankees,OF,4800,10.28,7.81,10.35,48.36673105456197
32,Tyler Austin,Twins,1B,4700,8.87,6.54,8.01,66.29741964689904
33,Scooter Gennett,Reds,2B,4700,8.28,7.55,7.95,51.611238821101075
34,Eugenio Suarez,Reds,3B,4700,8.23,6.67,8.47,55.342774712375316
35,Paul Goldschmidt,Diamondbacks,1B,4700,8.07,7.38,9.5,70.39695270853102
36,Trea Turner,Nationals,SS,4700,9.2,7.95,8.3,84.63887425194778
37,Rougned Odor,Rangers,2B,4600,7.86,7.71,8.13,62.366777902087115
38,Cody Bellinger,Dodgers,1B/OF,4600,8.18,7.56,8.68,75.22738182197635
39,Ryan Braun,Brewers,1B/OF,4600,9.86,7.95,8.8,77.28928994580139
40,Gregory Polanco,Pirates,OF,4600,7.87,8.23,7.69,53.84740745899646
41,Chris Taylor,Dodgers,OF/SS,4500,7.72,6.8,8.59,54.15293375651042
42,Yonder Alonso,Indians,1B,4500,8.34,7.07,8.31,42.57978569769697
43,Lorenzo Cain,Brewers,OF,4500,9.65,8.06,8.79,52.61602895580712
44,Travis Shaw,Brewers,2B/3B,4500,10.29,7.9,9.77,62.02770083102493
45,Starling Marte,Pirates,OF,4500,8.6,7.16,7.78,59.38336948061404
46,Brett Gardner,Yankees,OF,4500,9.39,8.11,9.49,51.25696776374246
47,Juan Soto,Nationals,OF,4500,8.42,7.52,8.61,67.10959500653213
48,Brian Dozier,Dodgers,2B,4400,9.45,8.74,10.54,57.56318901240199
49,Melky Cabrera,Indians,OF,4400,7.37,7.32,6.37,45.70026634293638
50,Mike Moustakas,Brewers,3B,4400,10.48,7.6,9.81,48.00567588109337
51,Eric Thames,Brewers,1B/OF,4400,8.52,7.09,8.6,56.75224194608796
52,Jose Peraza,Reds,SS,4400,7.52,6.95,7.17,43.627720626267546
53,Gleyber Torres,Yankees,2B,4400,9.33,7.07,8.89,52.361570247933884
54,Nick Markakis,Braves,OF,4300,7.71,6.82,6.96,42.90502220983765
55,Ozzie Albies,Braves,2B,4300,7.92,6.95,7.68,63.6087654320988
56,Joe Mauer,Twins,1B,4300,7.53,8.22,8.06,45.45871937416113
57,Scott Schebler,Reds,OF,4300,8.12,7.76,7.38,58.433062378861564
58,Randal Grichuk,Blue Jays,OF,4300,8.76,7.54,8.82,58.078142901675456
59,Jonathan Villar,Orioles,2B,4300,8.78,8.39,9.31,55.51417673385997
60,A.J. Pollock,Diamondbacks,OF,4300,8.0,7.35,9.21,68.60888638368787
61,Roman Quinn,Phillies,OF,4300,9.84,4.41,7.22,35.0
62,Tommy Pham,Rays,OF,4200,8.64,7.88,8.5,67.14317019722418
63,Joey Wendle,Rays,2B,4200,7.2,6.59,6.11,36.724488811728385
64,Dansby Swanson,Braves,SS,4200,5.86,5.16,6.44,40.041614605025714
65,Matt Kemp,Dodgers,OF,4200,8.79,7.73,9.09,63.79648206360917
66,Jurickson Profar,Rangers,3B/SS,4200,7.04,6.19,7.05,37.08983398437512
67,Miguel Sano,Twins,1B/3B,4200,8.76,7.28,9.15,58.72687363038707
68,Jonathan Schoop,Brewers,2B,4200,8.62,6.66,8.15,49.52576591314706
69,Adam Frazier,Pirates,2B/OF,4200,7.78,7.55,6.32,41.493135999108894
70,Eduardo Escobar,Diamondbacks,3B/SS,4200,7.11,6.33,7.2,46.34311604675515
71,Matt Davidson,White Sox,1B/3B,4200,7.85,7.52,7.94,65.75760099958354
72,Carlos Santana,Phillies,1B,4200,8.32,6.08,7.92,51.87525718303186
73,Anthony Rendon,Nationals,3B,4200,8.64,7.62,8.26,56.740599893667394
74,Cesar Hernandez,Phillies,2B,4200,8.09,7.79,7.47,37.304929652092575
