,Name,Team,Position,Salary,DKFG,DKRoto,BATPred,Var
36,Jose Altuve,Astros,2B,4700,9.2,8.82,9.04,57.02663159666717
37,George Springer,Astros,OF,4700,9.04,9.34,9.27,65.59353353966142
38,Francisco Liriano,Tigers,SP,4700,8.73,10.07,5.12,151.73274167941284
39,Tyler White,Astros,1B,4600,7.91,7.92,7.71,58.626326643529
40,Gregory Polanco,Pirates,OF,4600,8.8,9.46,8.41,53.84740745899646
41,Tyler O'Neill,Cardinals,OF,4600,8.14,6.6,7.39,35.0
42,Ian Desmond,Rockies,1B,4600,7.3,7.18,7.26,51.42304819950893
43,Wil Myers,Padres,3B/OF,4600,7.67,7.67,7.66,63.00676976931506
44,Mitch Haniger,Mariners,OF,4500,8.7,7.51,7.8,62.293364090734435
45,Matt Chapman,Athletics,3B,4500,9.03,7.67,8.19,58.03985318617246
46,Carlos Correa,Astros,SS,4400,8.51,8.06,8.54,69.37643449494256
47,Starling Marte,Pirates,OF,4400,9.37,7.28,8.86,59.38336948061404
48,Ozzie Albies,Braves,2B,4400,7.74,6.43,7.52,63.6087654320988
49,Shohei Ohtani,Angels,OF,4300,6.68,7.68,6.22,64.07792980368826
50,Brian Dozier,Dodgers,2B,4300,9.03,7.5,8.57,57.56318901240199
51,Brett Gardner,Yankees,OF,4300,6.75,5.69,7.33,51.25696776374246
52,Jean Segura,Mariners,SS,4300,8.09,7.01,7.16,54.148537197136854
53,Nelson Cruz,Mariners,OF,4300,8.62,8.96,8.23,68.21836470085775
54,Kyle Schwarber,Cubs,OF,4300,7.72,7.6,7.27,64.01768834435485
55,David Dahl,Rockies,OF,4200,6.59,5.55,6.66,39.77561983471075
56,Hunter Renfroe,Padres,OF,4200,7.38,6.12,6.88,61.539937715680544
57,Chris Taylor,Dodgers,OF/SS,4200,7.21,5.54,6.9,54.15293375651042
58,Eduardo Escobar,Diamondbacks,3B/SS,4200,7.31,6.65,7.52,46.34311604675515
59,Denard Span,Mariners,OF,4200,7.77,8.06,7.34,46.818444490813704
60,Jed Lowrie,Athletics,2B,4200,7.49,8.18,7.1,43.39520252622289
61,Ben Zobrist,Cubs,2B/OF,4200,7.73,7.62,7.17,51.10861333116961
62,Daniel Murphy,Cubs,1B/2B,4200,9.15,8.16,8.46,49.70676696053133
63,Freddie Freeman,Braves,1B,4200,8.69,8.3,9.32,58.81235659001916
64,Kurt Suzuki,Braves,C,4200,7.39,6.83,6.75,38.54922003161917
65,Tim Anderson,White Sox,SS,4100,6.66,6.13,6.26,53.49863392013225
66,Marwin Gonzalez,Astros,OF/SS,4100,7.77,7.84,6.32,41.94658407687362
67,Jose Martinez,Cardinals,1B/OF,4100,7.86,7.13,7.25,56.54800155356257
68,Adam Frazier,Pirates,2B/OF,4100,8.38,7.4,6.66,41.493135999108894
69,Travis Jankowski,Padres,OF,4100,6.92,7.92,6.84,38.56790063083776
70,A.J. Pollock,Diamondbacks,OF,4100,8.66,6.96,9.25,68.60888638368787
71,Robinson Cano,Mariners,2B,4100,8.3,7.93,8.5,56.56161828682036
72,Daniel Palka,White Sox,OF,4000,7.41,8.5,6.95,65.10255198487711
73,Yoan Moncada,White Sox,2B,4000,6.36,5.22,6.35,58.51914734246753
74,Francisco Cervelli,Pirates,C,4000,7.74,6.16,7.08,34.64668677394306
75,Eric Hosmer,Padres,1B,4000,7.75,7.12,7.01,48.92436686283397
76,Matt Kemp,Dodgers,OF,4000,8.27,6.53,7.59,63.79648206360917
77,Dansby Swanson,Braves,SS,4000,6.23,5.17,6.27,40.041614605025714
78,Nick Markakis,Braves,OF,4000,7.2,5.96,6.84,42.90502220983765
79,David Bote,Cubs,3B,4000,6.56,6.05,5.69,35.0
80,Avisail Garcia,White Sox,OF,3900,7.26,7.2,7.24,53.178267496336844
81,Paul DeJong,Cardinals,SS,3900,7.05,6.62,6.69,52.59526315789474
82,Yadier Molina,Cardinals,C,3900,7.6,7.49,7.07,39.56087163150955
83,Neil Walker,Yankees,1B/2B,3900,7.68,7.25,7.39,48.201791999854315
84,Luke Voit,Yankees,1B,3900,9.48,8.71,7.87,28.145724405464634
85,Stephen Piscotty,Athletics,OF,3900,7.54,7.33,6.94,49.09035844118437
86,Marcus Semien,Athletics,SS,3900,7.92,8.96,7.53,44.696891995006474
87,Jason Heyward,Cubs,OF,3900,7.32,6.54,6.61,47.332798838945465
88,Johan Camargo,Braves,3B/SS,3900,7.88,7.23,7.13,40.019777048438186
89,Matt Davidson,White Sox,1B/3B,3800,6.06,6.07,5.94,65.75760099958354
90,Brock Holt,Red Sox,2B/SS,3800,6.85,6.08,6.44,34.77077594123056
91,Matt Holliday,Rockies,OF,3800,8.25,6.63,6.94,64.09354407558064
92,Yasiel Puig,Dodgers,OF,3800,7.94,5.5,7.5,58.47023870592653
93,Ben Gamel,Mariners,OF,3800,7.14,6.2,6.09,39.446076087698934
94,Ian Kinsler,Red Sox,2B,3700,7.55,7.46,7.75,59.024958283844
95,Eduardo Nunez,Red Sox,2B/3B,3700,7.88,7.46,7.8,49.22170096450214
96,Yolmer Sanchez,White Sox,3B,3700,6.91,7.47,6.44,34.873460515666515
97,Nick Ahmed,Diamondbacks,SS,3700,6.43,5.35,6.66,43.66145530661657
98,Kyle Higashioka,Yankees,C,3700,7.24,6.61,6.89,35.0
99,Dee Gordon,Mariners,2B/OF,3700,6.64,6.69,6.36,53.817154641230076
100,Martin Maldonado,Astros,C,3600,5.64,4.19,5.11,39.720085091810155
102,Harrison Bader,Cardinals,OF,3600,6.6,6.23,5.87,44.97615700692043
103,Chris Iannetta,Rockies,C,3600,6.65,5.36,6.32,42.948055164387966
104,Jeimer Candelario,Tigers,3B,3600,7.18,7.9,6.39,44.693821250354965
105,Ramon Laureano,Athletics,OF,3600,7.24,5.31,6.27,35.0
106,Josh Bell,Pirates,1B,3500,7.88,7.12,7.4,44.36473322788471
107,Colin Moran,Pirates,3B,3500,7.37,6.3,6.2,32.25923076923078
109,Mikie Mahtook,Tigers,OF,3500,7.03,7.26,7.19,41.476388741691814
110,Chad Pinder,Athletics,2B/OF,3500,7.15,7.45,5.71,52.776557759939884
111,Willson Contreras,Cubs,C,3500,7.5,5.16,6.59,53.306917142194926
112,Adam Duvall,Braves,OF,3500,6.85,5.81,6.81,53.79333720374299
113,Kevan Smith,White Sox,C,3400,5.32,6.15,4.45,24.99200198400396
114,Josh Reddick,Astros,OF,3400,6.46,5.08,6.0,55.223251338472174
115,Niko Goodrum,Tigers,2B/OF,3400,7.12,7.24,6.36,48.50902184235518
116,Kyle Seager,Mariners,3B,3400,7.29,7.1,7.49,55.15498157318152
117,Francisco Arcia,Angels,C,3300,5.05,4.86,4.02,35.0
118,Andrelton Simmons,Angels,SS,3300,6.07,5.56,5.65,36.373254892777155
119,Jordy Mercer,Pirates,SS,3300,6.45,4.75,5.66,35.042243560432986
120,Ketel Marte,Diamondbacks,2B/SS,3300,5.98,5.03,6.06,37.02322709076525
121,Adam Engel,White Sox,OF,3200,5.38,5.21,4.53,36.48637721524683
122,Kole Calhoun,Angels,OF,3200,6.97,6.3,6.38,53.847896403084604
123,Freddy Galvis,Padres,SS,3200,5.83,5.67,6.39,40.647557238146746
124,David Fletcher,Angels,2B/3B,3100,6.07,6.81,5.55,27.093043995243764
125,Austin Hedges,Padres,C,3100,6.23,5.56,5.93,42.09677263269942
126,Franmil Reyes,Padres,OF,3100,6.44,4.24,5.49,48.68561983471072
127,JaCoby Jones,Tigers,OF,3100,5.57,5.11,5.76,38.38277256172945
128,Mike Zunino,Mariners,C,3100,6.61,5.81,6.22,48.84158349776478
129,Jonathan Lucroy,Athletics,C,3000,5.67,4.4,5.46,44.290288874856856
130,Taylor Ward,Angels,3B,2900,5.19,4.51,4.86,35.0
131,Victor Martinez,Tigers,1B,2900,6.9,6.71,6.42,48.847857360917146
132,Ronny Rodriguez,Tigers,2B/3B,2900,6.88,5.84,5.99,35.0
133,Sandy Leon,Red Sox,C,2800,6.1,4.76,5.64,36.939857941915385
134,John Ryan Murphy,Diamondbacks,C,2800,5.07,4.27,5.74,28.50231461998152
135,Shane Robinson,Yankees,OF,2800,5.85,4.18,3.75,18.660424227134136
136,James McCann,Tigers,C,2800,5.53,6.62,5.96,39.0916371895393
137,Greg Garcia,Cardinals,2B/SS,2700,5.8,5.09,5.04,18.108484612182068
