,Name,Team,Position,Salary,DKFG,DKRoto,BATPred,Var
30,Jorge Lopez,Royals,SP,5000,6.78,7.63,6.22,80.0
31,Michael Brantley,Indians,OF,5000,10.22,8.17,9.13,49.28082962036133
32,Jose Martinez,Cardinals,1B/OF,4900,10.22,8.75,8.96,33.104455900007075
33,Harrison Bader,Cardinals,OF,4800,8.3,8.62,8.09,23.366133217993077
34,DJ LeMahieu,Rockies,2B,4800,9.53,9.26,8.96,37.15248571183749
35,Jesus Aguilar,Brewers,1B,4800,8.08,7.48,8.1,26.644723269192614
36,Starling Marte,Pirates,OF,4800,9.36,8.96,9.38,57.20834866329648
37,Gregory Polanco,Pirates,OF,4700,8.4,8.07,8.21,42.85595291987325
38,Freddie Freeman,Braves,1B,4700,9.59,7.83,8.14,56.78595888382902
39,Kendrys Morales,Blue Jays,1B,4600,7.84,8.05,8.08,40.62469935956639
40,David Dahl,Rockies,OF,4600,8.48,7.42,8.94,41.786776859504144
41,Paul DeJong,Cardinals,SS,4600,9.61,8.5,9.03,49.928
42,Edwin Encarnacion,Indians,1B,4600,9.6,8.32,10.26,54.9640453798393
43,Ryan Zimmerman,Nationals,1B,4600,9.24,8.49,8.54,52.99410746941365
44,Wilson Ramos,Phillies,C,4500,7.94,6.9,8.81,35.91639958754475
45,Rhys Hoskins,Phillies,OF,4500,9.03,9.9,9.73,69.51122448979592
46,Homer Bailey,Reds,SP,4500,6.67,10.22,4.51,147.68415303564493
47,Scooter Gennett,Reds,2B,4500,9.16,6.73,9.32,35.66412960886117
48,Xander Bogaerts,Red Sox,SS,4500,7.8,6.71,7.26,47.47576965570786
49,Lorenzo Cain,Brewers,OF,4500,8.31,7.17,7.59,48.47952706576908
50,Ryan Braun,Brewers,1B/OF,4500,7.88,7.14,7.33,71.85894031550275
51,Jed Lowrie,Athletics,2B,4400,7.86,8.04,8.25,36.119525711363856
52,Matt Chapman,Athletics,3B,4400,8.54,8.47,8.76,46.5436276551437
53,Trea Turner,Nationals,SS,4400,9.56,9.35,9.21,71.27049569046633
54,Eugenio Suarez,Reds,3B,4300,8.91,7.85,10.1,42.91919044426773
55,Jose Peraza,Reds,SS,4300,8.03,6.88,7.9,35.07833925829837
56,Yonder Alonso,Indians,1B,4300,9.09,7.51,8.4,28.75832127897614
57,Whit Merrifield,Royals,2B/OF,4300,8.54,8.2,7.41,55.329796674008115
58,Travis Shaw,Brewers,2B/3B,4300,7.98,7.4,7.82,45.697418282548476
59,Anthony Rendon,Nationals,3B,4300,8.75,8.14,8.43,51.653172258979204
60,Michael Conforto,Mets,OF,4300,8.47,7.51,8.45,39.17157875750471
61,Juan Soto,Nationals,OF,4300,7.51,7.02,7.97,61.71473363332851
62,Charlie Culberson,Braves,3B/OF,4300,6.73,5.4,5.06,12.665617728531856
63,Cesar Hernandez,Phillies,2B,4200,7.51,7.81,8.0,33.8408286488125
64,Daniel Murphy,Cubs,1B/2B,4200,11.29,9.84,10.49,43.95576948513133
65,Kyle Schwarber,Cubs,OF,4200,10.42,7.9,10.18,42.99731429266907
66,Mitch Moreland,Red Sox,1B,4200,6.07,5.76,5.82,32.56232376098633
67,Yadier Molina,Cardinals,C,4200,9.48,10.71,9.08,31.483623736007267
68,Melky Cabrera,Indians,OF,4200,8.26,7.43,6.51,39.70212006552299
69,Jose Bautista,Mets,3B/OF,4200,6.74,5.95,6.44,50.75287206103989
70,Todd Frazier,Mets,3B,4200,8.02,7.27,7.95,45.73236755094194
71,Nick Markakis,Braves,OF,4200,7.78,6.27,6.01,46.075172515530504
72,Nick Williams,Phillies,OF,4100,8.41,8.73,8.06,37.274008069107204
73,Matt Holliday,Rockies,OF,4100,9.82,9.02,9.29,62.7419643142299
74,Greg Allen,Indians,OF,4100,7.36,5.92,6.6,18.00584099513251
75,Mike Moustakas,Brewers,3B,4100,7.72,7.81,7.61,35.252185051120975
76,Corey Dickerson,Pirates,OF,4100,8.72,8.53,7.88,41.56805555555556
77,Francisco Cervelli,Pirates,C,4100,7.49,7.37,7.5,27.297269554406963
78,Miguel Sano,Twins,1B/3B,4100,7.52,8.24,8.89,53.33201460920382
79,Matt Olson,Athletics,1B,4100,8.4,8.82,8.39,45.1820018365473
80,Adam Eaton,Nationals,OF,4100,7.66,6.12,7.11,48.91213912083949
81,Ender Inciarte,Braves,OF,4100,7.91,7.49,6.42,42.986994201408606
82,Carlos Santana,Phillies,1B,4000,7.28,7.24,8.1,48.53966563621139
83,Phillip Ervin,Reds,OF,4000,7.9,5.44,7.45,23.968975069252075
84,Tim Anderson,White Sox,SS,4000,8.44,8.37,8.67,42.08152764650284
85,Adam Frazier,Pirates,2B/OF,4000,8.03,7.54,6.16,23.709968812653152
86,Jorge Polanco,Twins,SS,4000,7.98,7.66,8.25,39.461914639131564
87,Tyler Austin,Twins,1B,4000,7.12,8.29,7.49,29.00461747397012
88,Jeff McNeil,Mets,2B,4000,8.7,7.56,7.65,35.0
89,Starlin Castro,Marlins,2B,4000,6.82,6.97,6.31,39.84135205078125
90,Johan Camargo,Braves,3B/SS,4000,7.63,6.69,5.46,31.78417836124943
91,Dansby Swanson,Braves,SS,4000,6.04,5.44,5.0,29.29187838400666
92,Justin Smoak,Blue Jays,1B,3900,7.74,7.08,8.41,29.99023140495868
93,Odubel Herrera,Phillies,OF,3900,6.73,6.08,7.5,41.13302941297098
94,Maikel Franco,Phillies,3B,3900,6.9,6.82,7.77,38.169031469417575
95,Kevin Pillar,Blue Jays,OF,3900,6.89,6.93,6.82,31.83312003057928
96,Jason Heyward,Cubs,OF,3900,9.02,7.26,8.32,41.60283987621192
97,Willy Adames,Rays,2B/SS,3900,6.13,5.64,5.36,32.465294924554186
98,Steve Pearce,Red Sox,1B/OF,3900,7.82,7.18,7.1,28.000039121717442
99,Chris Iannetta,Rockies,C,3900,7.98,6.97,7.97,28.75704378254517
100,Salvador Perez,Royals,C,3900,7.12,6.45,7.68,35.803598792745575
101,Jonathan Schoop,Brewers,2B,3900,6.56,6.43,6.49,36.58182629387269
102,Joe Mauer,Twins,1B,3900,8.06,7.31,8.0,48.63236732652007
103,Stephen Piscotty,Athletics,OF,3900,7.34,6.69,7.42,41.23202163707509
104,Marcus Semien,Athletics,SS,3900,6.78,5.63,7.05,38.851353399068714
105,Max Kepler,Twins,OF,3900,8.03,6.31,8.47,37.3933313646004
106,Derek Dietrich,Marlins,1B/OF,3900,7.36,5.98,6.6,28.61853116918128
107,Asdrubal Cabrera,Phillies,2B/SS,3800,7.32,8.05,7.81,41.32860131018616
108,David Bote,Cubs,3B,3800,9.38,7.79,9.17,35.0
109,Tommy Pham,Rays,OF,3800,7.31,8.1,7.08,42.2854638422206
110,Joey Wendle,Rays,2B,3800,7.68,6.36,6.42,30.90374228395062
111,Ryan O'Hearn,Royals,1B,3800,6.43,6.51,5.71,35.0
112,Matt Davidson,White Sox,1B/3B,3800,7.48,7.16,7.82,33.271470220741364
113,Daniel Palka,White Sox,OF,3800,9.31,7.55,8.3,35.170132325141786
114,Jeimer Candelario,Tigers,3B,3800,7.5,7.71,8.04,35.918828350034495
115,Elias Diaz,Pirates,C,3800,6.91,5.62,6.45,19.658612244897963
116,Amed Rosario,Mets,SS,3800,7.49,6.36,6.79,29.031789809841786
117,Brian Anderson,Marlins,3B/OF,3800,7.07,7.59,6.4,38.68925626895639
118,Aledmys Diaz,Blue Jays,SS,3700,6.37,5.28,6.35,38.96620330464131
119,Willson Contreras,Cubs,C,3700,10.12,6.2,10.3,40.4375227646494
120,Scott Schebler,Reds,OF,3700,8.78,8.26,8.65,36.94411613464657
121,Ji-Man Choi,Rays,1B,3700,7.4,6.48,6.42,17.1125
122,Yoan Moncada,White Sox,2B,3700,7.68,8.17,7.82,40.907587153958985
123,Ramon Laureano,Athletics,OF,3700,7.28,5.41,6.77,35.0
124,Mitch Garver,Twins,C,3700,6.89,6.29,6.46,19.417153438262773
125,Matt Duffy,Rays,3B,3600,6.97,5.69,6.37,33.622805023387826
126,Alex Gordon,Royals,OF,3600,6.92,8.06,6.84,41.319147019526326
127,Jason Kipnis,Indians,2B,3600,8.14,7.01,7.59,49.10178411150061
128,Brett Phillips,Royals,OF,3600,5.76,5.06,5.44,16.14933544931561
129,Niko Goodrum,Tigers,2B/OF,3600,7.9,6.42,8.02,27.743209876543215
130,Nick Martini,Athletics,OF,3600,7.75,7.81,6.73,35.0
131,Jay Bruce,Mets,OF,3600,7.99,6.25,7.43,47.75262661571337
132,Billy Hamilton,Reds,OF,3500,7.82,6.05,7.66,46.32178338326862
133,Kevin Kiermaier,Rays,OF,3500,6.81,6.12,6.27,35.86540642722118
134,Lucas Duda,Royals,1B,3500,7.43,8.08,7.72,36.96769114571955
135,Avisail Garcia,White Sox,OF,3500,8.32,7.82,9.16,36.6757166084951
136,Yolmer Sanchez,White Sox,3B,3500,8.25,7.01,7.8,25.513704705746328
137,Rafael Ortega,Marlins,OF,3500,7.36,7.08,5.91,21.406614845297973
138,Austin Dean,Marlins,OF,3500,6.77,5.68,5.5,35.0
139,Billy McKinney,Blue Jays,OF,3400,7.95,8.48,7.2,35.0
140,Danny Jansen,Blue Jays,C,3400,6.04,4.89,6.48,35.0
141,Ian Kinsler,Red Sox,2B,3400,6.85,6.34,6.63,59.560022130653635
142,Jorge Bonifacio,Royals,OF,3400,6.74,6.35,6.23,30.7911703601108
143,Jim Adduci,Tigers,1B,3400,7.07,7.34,6.42,14.298367373917642
144,Colin Moran,Pirates,3B,3400,6.95,6.11,5.8,20.808000000000003
145,Devon Travis,Blue Jays,2B,3300,7.54,6.34,7.48,40.11027446178961
146,Tucker Barnhart,Reds,C,3300,6.6,5.46,6.53,22.01712635566967
147,Eduardo Nunez,Red Sox,2B/3B,3300,7.81,5.15,6.82,34.32470108406845
148,Omar Narvaez,White Sox,C,3300,7.11,5.33,6.42,18.968430090149237
149,Mikie Mahtook,Tigers,OF,3300,5.81,7.05,6.7,24.69904464866993
150,Logan Forsythe,Twins,2B,3300,7.69,7.81,7.44,26.950165879791626
151,Austin Jackson,Mets,OF,3300,6.76,5.24,5.63,41.70483965996128
152,Wilmer Difo,Nationals,2B/3B,3300,6.41,6.94,5.53,15.566594228411176
153,Brock Holt,Red Sox,2B/SS,3200,5.18,4.64,4.57,26.519742883379248
154,Victor Martinez,Tigers,1B,3200,6.74,7.14,6.93,45.20883067568303
155,Tomas Nido,Mets,C,3200,5.64,4.64,3.99,35.0
156,Michael Perez,Rays,C,3100,5.47,4.25,4.18,35.0
157,Hunter Dozier,Royals,1B/3B,3100,5.72,5.57,5.43,17.766125000000006
158,Magneuris Sierra,Marlins,OF,3100,5.16,4.45,4.22,35.0
159,Curt Casali,Reds,C,3000,6.74,6.45,6.49,16.56942940441483
160,Adeiny Hechavarria,Pirates,SS,3000,5.69,4.19,5.37,21.935988466966396
161,Tyler Flowers,Braves,C,3000,6.2,5.1,5.21,22.933680555555558
162,Brandon Lowe,Rays,2B/OF,2900,6.39,4.72,5.5,35.0
163,Ronny Rodriguez,Tigers,1B/2B,2900,6.29,6.2,6.2,35.0
164,Victor Reyes,Tigers,OF,2900,5.45,5.58,5.5,7.0117728531855965
165,Alcides Escobar,Royals,SS,2800,5.22,3.19,4.68,28.585125488071927
166,Adam Engel,White Sox,OF,2800,6.35,6.01,5.85,17.22227263538555
167,Spencer Kieboom,Nationals,C,2800,5.45,5.26,4.22,35.0
168,Roberto Perez,Indians,C,2700,6.55,5.82,6.24,16.391374595762215
169,James McCann,Tigers,C,2700,5.51,4.26,6.28,22.815268336946662
170,Bryan Holaday,Marlins,C,2700,5.15,6.05,4.46,10.314487831260141
171,Sandy Leon,Red Sox,C,2600,5.05,5.15,4.33,19.260975382802087
