,Name,Team,Position,Salary,DKFG,DKRoto,Var
0,Gerrit Cole,Astros,SP,12800,18.77,22.94,85.99607993973707
1,Kenta Maeda,Dodgers,SP,10100,18.12,20.1,105.63204531250004
2,James Paxton,Mariners,SP,9600,19.9,19.3,142.07796096932998
3,Aaron Nola,Phillies,SP,9000,15.03,17.87,107.08419543514714
4,David Price,Red Sox,SP,8600,15.75,20.06,128.69268856036194
5,Freddy Peralta,Brewers,SP,8500,17.22,15.11,173.7175
6,Tyler Anderson,Rockies,SP,8200,14.16,14.21,95.95313634964596
7,Robbie Ray,Diamondbacks,SP,8000,23.31,19.23,126.26120816383131
8,Carlos Martinez,Cardinals,SP,7900,20.99,19.22,130.82388514459277
9,Shane Bieber,Indians,SP,7700,13.44,14.01,149.00546875
10,Derek Holland,Giants,SP,7600,14.92,12.36,146.54130277730928
11,Julio Teheran,Braves,SP,7300,14.31,16.56,110.05863926223519
12,Ervin Santana,Twins,SP,6500,11.03,10.97,125.69043665166204
13,Edwin Jackson,Athletics,SP,6300,13.64,12.99,122.32350606555374
14,Mookie Betts,Red Sox,OF,5700,9.69,8.49,99.2631075176794
15,Jose Ramirez,Indians,3B,5700,9.95,9.98,69.01992514692951
16,Christian Yelich,Brewers,OF,5600,8.64,7.47,70.18056597049501
17,Francisco Lindor,Indians,SS,5600,9.72,10.01,81.5160866208263
18,Andrew Benintendi,Red Sox,OF,5400,9.07,8.88,75.51854790716126
19,Ozzie Albies,Braves,2B,5300,10.21,7.73,83.47314049586778
20,J.D. Martinez,Red Sox,OF,5300,9.41,8.23,69.95565096007203
21,Marco Estrada,Blue Jays,SP,5300,14.02,13.89,102.33678270841222
22,Rhys Hoskins,Phillies,OF,5200,9.21,9.11,93.48889417360284
23,Alex Bregman,Astros,3B,5200,8.61,7.03,76.06775169929097
24,Eddie Rosario,Twins,OF,5200,9.57,9.19,57.90917935452194
25,A.J. Pollock,Diamondbacks,OF,5100,9.25,10.19,64.6844139128004
26,J.T. Realmuto,Marlins,C,5000,8.96,7.44,50.722189173111246
27,Matt Carpenter,Cardinals,1B/3B,5000,7.59,7.41,63.76808612311739
28,Khris Davis,Athletics,OF,5000,8.23,9.02,62.937777777777775
29,Carlos Gonzalez,Rockies,OF,4900,7.47,6.64,72.90634771154748
30,Nolan Arenado,Rockies,3B,4900,7.97,8.52,79.27304062102597
31,George Springer,Astros,OF,4900,8.03,7.75,78.2241975308642
32,Wei-Yin Chen,Marlins,SP,4800,9.53,10.47,74.76538358399019
33,Freddie Freeman,Braves,1B,4800,10.09,8.15,70.77444080333206
34,Charlie Blackmon,Rockies,OF,4800,8.87,8.68,76.44102044753086
35,Manny Machado,Dodgers,SS,4800,8.69,5.84,70.60640578631576
36,Paul Goldschmidt,Diamondbacks,1B,4700,9.64,10.39,92.51110299556214
37,Yasmani Grandal,Dodgers,C,4700,7.74,7.31,42.646915962546004
38,Rougned Odor,Rangers,2B,4600,7.17,7.32,51.8817475320311
39,Elvis Andrus,Rangers,SS,4600,8.09,8.16,55.902924682016156
40,Wil Myers,Padres,OF,4600,9.78,8.62,65.92222747838605
41,Edwin Encarnacion,Indians,1B,4600,8.76,8.82,68.60201556120444
42,Michael Brantley,Indians,OF,4600,9.31,9.02,61.31421388759407
43,Yonder Alonso,Indians,1B,4600,8.32,7.57,36.080133531138905
44,Derek Dietrich,Marlins,OF,4500,9.26,7.56,36.085765306122454
45,Xander Bogaerts,Red Sox,SS,4500,7.29,6.34,58.33355163489458
46,Max Muncy,Dodgers,1B/3B,4500,8.49,7.2,34.01691582659718
47,Joc Pederson,Dodgers,OF,4500,8.72,7.87,38.636686599353006
48,Yasiel Puig,Dodgers,OF,4500,7.3,5.04,58.278507856728105
49,Brian Dozier,Twins,2B,4500,8.16,9.38,70.47663270554996
50,Ketel Marte,Diamondbacks,2B/SS,4400,8.16,8.3,38.54635918367347
51,Tommy Pham,Cardinals,OF,4400,7.62,7.56,53.683021155454604
52,Matt Chapman,Athletics,3B,4400,8.25,8.5,54.11547100013211
53,Robinson Chirinos,Rangers,C,4300,6.83,6.72,36.68244927020292
54,Nick Ahmed,Diamondbacks,SS,4300,7.25,7.08,27.27450625
55,Asdrubal Cabrera,Phillies,2B,4300,7.85,6.91,52.00087781621395
56,Eric Thames,Brewers,1B/OF,4300,7.38,8.05,51.88621350338872
57,Randal Grichuk,Blue Jays,OF,4300,8.38,7.28,43.00598337950139
58,David Peralta,Diamondbacks,OF,4200,7.94,7.45,53.68434060008261
59,Jurickson Profar,Rangers,3B/SS,4200,7.26,6.61,33.39133372370614
60,Cesar Hernandez,Phillies,2B,4200,7.65,7.34,42.1865059576229
61,Odubel Herrera,Phillies,OF,4200,7.52,7.0,52.71559296355526
62,Yadier Molina,Cardinals,C,4200,8.05,6.81,39.2600996187924
63,Ian Desmond,Rockies,1B,4200,7.28,6.21,56.89098696022413
64,Trevor Story,Rockies,SS,4200,7.4,6.52,72.84424012979987
65,Eric Lauer,Padres,SP,4200,14.53,9.68,132.50753892733562
66,Andrew McCutchen,Giants,OF,4200,9.25,8.53,77.95894075821761
67,Chris Taylor,Dodgers,OF/SS,4200,6.29,5.71,44.92322928761697
68,Lorenzo Cain,Brewers,OF,4200,7.97,6.56,60.36518535284946
69,Jed Lowrie,Athletics,2B,4200,7.3,6.91,44.97259720132072
70,Justin Smoak,Blue Jays,1B,4200,7.95,7.54,37.35953769262808
71,Adrian Beltre,Rangers,3B,4100,7.87,7.94,63.23010718074846
72,Nick Markakis,Braves,OF,4100,8.03,7.17,57.48226683665548
73,Brian Anderson,Marlins,3B/OF,4100,8.59,6.75,51.95082840236687
74,Johan Camargo,Braves,3B/SS,4100,8.32,6.79,36.44859380425139
75,Carlos Santana,Phillies,1B,4100,7.72,7.66,61.11349816913595
76,Paul DeJong,Cardinals,SS,4100,8.22,8.06,63.140628921797116
77,Buster Posey,Giants,C,4100,8.8,7.78,59.014051847341534
78,Hunter Renfroe,Padres,OF,4100,8.49,7.2,46.659408284023655
79,Matt Kemp,Dodgers,OF,4100,7.47,5.39,69.88105719537535
80,Jesus Aguilar,Brewers,1B,4100,8.46,6.69,31.223355282326203
81,Cody Bellinger,Dodgers,1B/OF,4100,7.85,6.92,76.85939744326346
82,Joe Mauer,Twins,1B,4100,7.53,7.24,61.13420523169712
83,Jorge Polanco,Twins,SS,4100,7.24,7.71,48.46071948276814
84,Miguel Sano,Twins,1B/3B,4100,7.77,6.75,67.44751618443651
85,Martin Perez,Rangers,SP,4000,11.1,8.62,94.84329522909049
86,Justin Bour,Marlins,1B,4000,8.91,7.63,45.533658411863534
87,Mitch Moreland,Red Sox,1B,4000,7.62,7.88,40.48203996761956
88,Maikel Franco,Phillies,3B,4000,7.42,6.42,47.428960310172435
89,Jose Martinez,Cardinals,1B,4000,8.13,8.12,41.19848566792861
90,Yairo Munoz,Cardinals,SS,4000,6.68,4.53,33.603759765625
91,Evan Gattis,Astros,C,4000,7.55,6.26,50.39089867079571
92,Manuel Margot,Padres,OF,4000,8.3,6.82,44.662966358418366
93,Travis Shaw,Brewers,2B/3B,4000,8.12,6.79,56.746686331968405
94,Curtis Granderson,Blue Jays,OF,4000,8.36,7.58,65.93267693433431
95,Kendrys Morales,Blue Jays,1B,4000,7.42,7.29,50.665540767153814
96,Teoscar Hernandez,Blue Jays,OF,4000,7.5,7.69,49.0
97,Matt Olson,Athletics,1B,4000,8.25,8.65,57.10550103305785
98,Starlin Castro,Marlins,2B,3900,7.62,7.4,49.87119333333754
99,Nelson Cruz,Mariners,OF,3900,8.15,7.39,71.61656304099874
100,Jean Segura,Mariners,SS,3900,7.88,6.42,59.3296787675027
101,Evan Longoria,Giants,3B,3900,8.46,7.39,66.89872213237143
102,Christian Villanueva,Padres,3B,3900,8.22,7.12,40.029955621301774
103,Steven Duggar,Giants,OF,3900,5.85,5.77,52.045918367346935
104,Logan Morrison,Twins,1B,3900,7.95,7.36,44.22460223783896
105,Stephen Piscotty,Athletics,OF,3900,6.75,6.46,52.3555612244898
106,Ender Inciarte,Braves,OF,3800,7.16,6.44,54.560994903519536
107,Dansby Swanson,Braves,SS,3800,7.14,5.08,36.807451527756655
