,Name,Team,Position,Salary,DKFG,DKRoto,Var
158,Devin Mesoraco,Mets,C,3200,6.94,5.66,29.892367674858228
159,Drew Robinson,Rangers,2B/OF,3200,6.1,3.82,17.395002974419988
160,Ehire Adrianza,Twins,SS,3200,6.44,5.28,15.031304657471118
161,Jake Cave,Twins,OF,3200,7.11,6.99,31.90157750342935
162,Chris Davis,Orioles,1B,3100,7.23,6.99,57.940923929947274
163,Michael Perez,Rays,C,3100,6.56,4.06,35.0
164,Alcides Escobar,Royals,SS,3100,4.69,5.0,35.76426630267036
165,Buster Posey,Giants,C,3100,8.05,6.99,58.76881911634013
166,Adeiny Hechavarria,Pirates,SS,3100,5.9,5.16,27.52253987477132
167,Rosell Herrera,Royals,OF,3000,5.81,4.41,21.0332936979786
168,Evan Longoria,Giants,3B,3000,7.44,6.64,66.56250161035713
169,Mike Zunino,Mariners,C,2900,6.19,5.22,31.70618311686643
170,Kevan Smith,White Sox,C,2900,5.98,5.5,23.591836734693874
171,Sandy Leon,Red Sox,C,2800,5.16,5.15,24.322830578512395
172,Craig Gentry,Orioles,OF,2800,5.92,5.72,16.637091234629068
173,Caleb Joseph,Orioles,C,2800,5.53,4.25,21.524716066481997
174,Cameron Maybin,Mariners,OF,2800,5.61,5.27,42.288094520568855
175,Jonathan Lucroy,Athletics,C,2800,5.63,4.64,43.67109878592017
