,Name,Team,Position,Salary,DKFG,DKRoto,Var
0,Max Scherzer,Nationals,SP,12600,28.92,28.04,140.2317464474288
1,Carlos Carrasco,Indians,SP,11200,25.84,23.87,178.39989109848466
2,Charlie Morton,Astros,SP,10100,18.66,19.78,117.63528697562352
3,Jack Flaherty,Cardinals,SP,9800,18.79,17.54,80.0
4,Walker Buehler,Dodgers,SP,9200,13.62,17.43,80.0
5,Cole Hamels,Cubs,SP,8700,16.89,19.07,119.82088129882696
6,Kyle Gibson,Twins,SP,8500,15.8,15.93,110.89771802771808
7,Kyle Freeland,Rockies,SP,8100,13.53,14.38,83.56690096952907
8,Freddy Peralta,Brewers,SP,8000,17.87,16.33,80.0
9,Lance Lynn,Yankees,SP,7900,15.48,17.71,113.02351324641815
10,Edwin Jackson,Athletics,SP,7800,10.92,11.63,122.65607754570593
11,Joey Lucchesi,Padres,SP,7700,14.72,13.44,80.0
12,Robbie Ray,Diamondbacks,SP,7600,21.92,20.22,123.12054131365187
13,Jakob Junis,Royals,SP,7400,16.35,17.0,80.0
14,Sean Newcomb,Braves,SP,7100,17.47,17.5,80.0
15,Anthony DeSclafani,Reds,SP,7000,14.26,15.86,94.453082150277
16,Wade LeBlanc,Mariners,SP,6900,12.64,11.52,75.5209535
17,Brian Johnson,Red Sox,SP,6800,13.87,14.16,80.0
18,James Shields,White Sox,SP,6300,15.94,13.83,124.13159108611129
19,Mookie Betts,Red Sox,OF,6100,11.05,11.24,80.53968288094582
20,Jose Ramirez,Indians,3B,6000,10.96,10.68,68.4869372302729
21,Trevor Williams,Pirates,SP,6000,11.87,13.91,92.88007860790108
22,Dan Straily,Marlins,SP,5900,7.77,11.81,95.99622193998114
23,J.D. Martinez,Red Sox,OF,5900,10.57,10.12,66.77286092757517
24,Francisco Lindor,Indians,SS,5800,10.45,10.0,65.27592841825549
25,Andrew Benintendi,Red Sox,OF,5700,9.53,8.0,68.86204355564624
26,Matt Carpenter,Cardinals,1B/3B,5600,8.88,8.7,54.419092044981326
27,Nolan Arenado,Rockies,3B,5500,9.5,9.46,72.22001391692395
28,Michael Brantley,Indians,OF,5500,9.81,8.46,46.14972158069353
29,Trevor Story,Rockies,SS,5400,8.86,7.4,70.28312939843718
30,Bryce Harper,Nationals,OF,5400,11.25,9.79,67.59556727335409
32,Giancarlo Stanton,Yankees,OF,5300,9.8,10.24,75.52602936057883
33,Justin Upton,Angels,OF,5200,10.36,9.13,63.7659552826669
34,Paul Goldschmidt,Diamondbacks,1B,5100,9.53,9.46,69.99465756186805
35,Freddie Freeman,Braves,1B,5000,8.88,7.94,59.11577582425986
36,Miguel Andujar,Yankees,3B,5000,7.99,8.14,54.846938775510225
37,Javier Baez,Cubs,2B/SS,5000,9.11,7.92,64.20205245543308
38,Juan Soto,Nationals,OF,4900,10.25,7.5,71.48593864134405
39,Xander Bogaerts,Red Sox,SS,4900,7.9,8.06,48.684553564083885
40,Rougned Odor,Rangers,2B,4900,9.73,8.89,62.286665381116066
41,Joey Gallo,Rangers,1B/OF,4900,9.71,9.06,67.50521603374638
42,Shohei Ohtani,Angels,OF,4900,8.89,7.33,67.2279035792549
43,Trea Turner,Nationals,SS,4800,10.45,9.51,85.68818477644321
44,Jurickson Profar,Rangers,3B/SS,4800,8.0,8.28,36.634081196581285
45,Christian Yelich,Brewers,OF,4800,8.51,8.09,51.54724720466686
46,David Peralta,Diamondbacks,OF,4800,8.18,6.52,57.40660669054071
47,Ben Zobrist,Cubs,2B/OF,4800,7.79,7.84,51.230465554354886
48,Anthony Rizzo,Cubs,1B,4800,9.0,8.34,62.80016707129262
49,George Springer,Astros,OF,4800,8.89,9.34,65.73553099080678
50,Mitch Moreland,Red Sox,1B,4700,8.5,7.54,47.55999320536771
51,Aaron Hicks,Yankees,OF,4700,8.27,8.92,48.772514168861534
52,Didi Gregorius,Yankees,SS,4700,8.27,8.62,48.38924461791835
