,Name,Team,Position,Salary,DKFG,DKRoto,Var
111,Gleyber Torres,Yankees,2B,3900,8.48,6.76,54.889193720469436
112,Starlin Castro,Marlins,2B,3800,7.6,7.44,46.47317155175805
113,Brian Anderson,Marlins,3B/OF,3800,8.09,8.09,38.28156956004753
114,Renato Nunez,Orioles,3B,3800,7.29,6.14,35.0
115,Jeff McNeil,Mets,2B,3800,8.98,7.99,35.0
116,Freddy Galvis,Padres,SS,3800,6.36,5.71,40.73608612072279
117,Ji-Man Choi,Rays,1B,3800,8.27,7.23,34.691358024691326
118,Maikel Franco,Phillies,3B,3800,7.49,6.74,57.62649575299167
119,Billy Hamilton,Reds,OF,3700,5.93,6.19,59.09617596723067
120,Josh Reddick,Astros,OF,3700,6.69,5.96,55.3666373850374
121,Tony Kemp,Astros,OF,3700,7.43,6.8,30.48057130854861
122,Marcell Ozuna,Cardinals,OF,3700,8.31,6.75,52.18288167317709
123,Trey Mancini,Orioles,1B/OF,3700,7.71,7.37,56.99129939480242
124,Albert Pujols,Angels,1B,3700,8.2,6.13,71.90179494613359
125,Evan Longoria,Giants,3B,3700,8.56,7.44,57.83223518559576
126,Salvador Perez,Royals,C,3600,7.16,8.14,45.732555873849115
127,Ryan O'Hearn,Royals,1B,3600,6.31,6.43,35.0
128,Matt Kemp,Dodgers,OF,3600,8.69,7.63,63.8340684730095
129,Brandon Crawford,Giants,SS,3600,6.84,6.22,42.92513220833506
130,Neil Walker,Yankees,1B/2B,3600,7.32,7.09,48.32533715084895
131,Kevin Kiermaier,Rays,OF,3600,7.87,6.56,51.664517134997304
132,Rafael Ortega,Marlins,OF,3500,7.8,7.13,29.37136423343966
133,Preston Tucker,Reds,OF,3500,6.6,6.29,38.62619794483505
134,Tucker Barnhart,Reds,C,3500,6.51,7.47,29.37284460290656
135,DJ LeMahieu,Rockies,2B,3500,6.64,6.3,42.14283525417915
136,Ryan McMahon,Rockies,1B/2B,3500,5.79,4.59,20.568819099503255
137,Jonathan Villar,Orioles,2B,3500,8.95,7.89,54.90470929597301
138,Austin Romine,Yankees,C,3500,6.52,3.63,30.4789960092417
139,Brock Holt,Red Sox,2B/SS,3500,7.11,6.2,34.98850210542994
140,Tyler Flowers,Braves,C,3400,7.44,5.7,39.914249835421145
141,Dansby Swanson,Braves,SS,3400,6.88,5.8,38.0756638466429
142,Magneuris Sierra,Marlins,OF,3300,5.64,5.08,35.0
143,Max Stassi,Astros,C,3300,6.23,5.24,37.468884688090746
144,Kolten Wong,Cardinals,2B,3300,6.41,5.85,38.931411979007024
145,Tim Beckham,Orioles,3B/SS,3300,7.93,7.08,45.59287049892066
146,Franmil Reyes,Padres,OF,3300,8.14,7.25,35.0
147,Mason Williams,Reds,OF,3200,6.03,6.47,35.0
148,David Fletcher,Angels,2B/3B,3200,7.84,7.05,35.0
149,Ian Desmond,Rockies,1B,3100,5.59,6.08,50.8656212373245
150,Alex Gordon,Royals,OF,3100,7.06,8.04,45.53042085811492
151,Jose Briceno,Angels,C,3100,6.36,5.57,35.0
152,Chase d'Arnaud,Giants,2B/3B,3100,6.91,6.45,24.737176852352672
153,Chris Davis,Orioles,1B,3000,7.2,7.34,65.78687576711043
154,Michael Perez,Rays,C,3000,6.79,5.44,35.0
155,Alcides Escobar,Royals,SS,2900,5.05,4.09,32.87736601970356
156,Rosell Herrera,Royals,OF,2900,6.69,6.76,24.03402366863906
157,Austin Barnes,Dodgers,C,2900,6.3,4.93,28.89891581632657
159,Sandy Leon,Red Sox,C,2900,5.95,6.74,37.13201827465738
160,Chris Iannetta,Rockies,C,2800,4.98,4.09,43.00806833860869
161,Caleb Joseph,Orioles,C,2800,5.72,5.18,36.03357513245014
