,Name,Team,Position,Salary,DKFG,DKRoto,Var
0,Gerrit Cole,Astros,SP,12200,23.45,24.24,84.48889785535724
1,Zack Wheeler,Mets,SP,10800,14.29,18.02,94.95038319989669
2,Nathan Eovaldi,Red Sox,SP,9300,14.62,14.58,98.61947348327084
3,Kevin Gausman,Braves,SP,8700,17.36,18.36,117.0528458005107
4,Tyler Anderson,Rockies,SP,8400,12.18,13.05,96.45116388888887
5,Shane Bieber,Indians,SP,8300,17.66,14.46,80.0
6,Derek Holland,Giants,SP,7600,11.25,12.73,144.76096258857473
7,Hyun-Jin Ryu,Dodgers,SP,7500,16.43,15.65,108.01433036867256
8,Marco Estrada,Blue Jays,SP,7100,15.99,14.63,102.44135120027426
9,Austin Gomber,Cardinals,SP,7000,13.77,12.22,80.0
10,Felix Pena,Angels,SP,6600,17.1,15.05,80.0
11,Jeremy Hellickson,Nationals,SP,6500,12.17,12.6,95.08442689031752
12,Dylan Bundy,Orioles,SP,6500,15.39,15.44,151.3588474141271
13,Luis Cessa,Yankees,SP,6200,11.34,12.47,80.0
14,Jose Urena,Marlins,SP,6000,9.04,11.81,74.86372379683817
15,Jose Ramirez,Indians,3B,6000,11.6,10.69,68.4869372302729
16,Francisco Lindor,Indians,SS,5900,10.93,10.2,65.27592841825549
17,J.D. Martinez,Red Sox,OF,5800,11.28,9.22,66.77286092757517
18,Matt Carpenter,Cardinals,1B/3B,5600,9.56,10.16,54.419092044981326
19,Andrew Benintendi,Red Sox,OF,5600,9.64,9.62,68.86204355564624
20,Michael Brantley,Indians,OF,5500,10.14,9.03,46.14972158069353
21,Brandon Nimmo,Mets,OF,5400,8.32,7.79,50.28732895710061
22,Giancarlo Stanton,Yankees,OF,5300,11.94,9.84,75.52602936057883
23,Nick Markakis,Braves,OF,5200,8.72,8.26,43.014567329236066
24,Robert Stephenson,Reds,SP,5200,12.28,11.35,80.0
25,Freddie Freeman,Braves,1B,5100,11.34,10.19,59.11577582425986
26,Bryce Harper,Nationals,OF,5100,8.63,8.29,67.59556727335409
27,Juan Soto,Nationals,OF,5000,8.63,7.76,71.48593864134405
28,Xander Bogaerts,Red Sox,SS,5000,8.13,8.79,48.684553564083885
29,Ryan Zimmerman,Nationals,1B,4900,9.13,9.22,59.27941848390458
30,Michael Conforto,Mets,OF,4900,9.01,8.44,57.47247578209685
31,Robbie Erlin,Padres,SP,4900,13.38,13.03,81.22224704380544
32,Didi Gregorius,Yankees,SS,4900,9.49,8.36,48.38924461791835
33,Ozzie Albies,Braves,2B,4800,9.86,8.71,64.90397923875429
34,Alex Bregman,Astros,3B/SS,4800,9.3,8.32,52.689489217236996
35,Justin Upton,Angels,OF,4800,9.59,8.78,63.7659552826669
36,Mallex Smith,Rays,OF,4800,8.82,7.88,49.275902366863896
37,Trea Turner,Nationals,SS,4700,9.92,9.53,85.68818477644321
38,Aaron Hicks,Yankees,OF,4700,9.8,8.95,48.772514168861534
39,Miguel Andujar,Yankees,3B,4700,9.14,7.86,54.846938775510225
40,Eugenio Suarez,Reds,3B,4600,8.56,7.6,55.41717553741482
41,Carlos Correa,Astros,SS,4600,8.39,8.92,69.72830153434238
42,Anthony Rendon,Nationals,3B,4500,9.19,8.34,57.06796410414568
43,Paul DeJong,Cardinals,SS,4500,7.95,7.76,52.9410579652636
44,Brett Gardner,Yankees,OF,4500,9.14,8.38,51.418364382268955
45,Yonder Alonso,Indians,1B,4400,9.94,7.6,42.812880358536255
46,Charlie Blackmon,Rockies,OF,4400,8.43,7.85,63.24216354211517
47,Nolan Arenado,Rockies,3B,4400,7.71,6.74,72.22001391692395
48,Asdrubal Cabrera,Phillies,2B/SS,4400,8.19,8.04,49.56434622222248
49,J.T. Realmuto,Marlins,C,4300,8.68,7.51,52.39219484759964
50,Johan Camargo,Braves,3B/SS,4300,8.83,7.31,40.70890421647263
51,Justin Smoak,Blue Jays,1B,4300,9.1,8.57,49.511029263776656
52,Randal Grichuk,Blue Jays,OF,4300,9.07,8.79,58.25454394002514
53,Wil Myers,Padres,OF,4300,9.09,8.21,63.400243676953856
54,Brandon Belt,Giants,1B,4300,8.58,6.92,52.74063471220186
55,Brian Dozier,Dodgers,2B,4300,9.67,8.92,57.60948126534635
56,Mitch Moreland,Red Sox,1B,4300,8.61,7.9,47.55999320536771
57,Rhys Hoskins,Phillies,OF,4300,8.78,8.72,73.3951690434225
58,Ender Inciarte,Braves,OF,4200,8.18,7.46,44.84063208764516
59,Jason Kipnis,Indians,2B,4200,8.34,7.16,52.92743754411952
60,Scooter Gennett,Reds,2B,4200,8.4,9.17,51.417274886377925
61,Carlos Gonzalez,Rockies,OF,4200,7.07,6.77,73.5008987193913
62,Tyler White,Astros,1B,4200,7.42,5.45,52.00584762753401
63,Yadier Molina,Cardinals,C,4200,8.09,6.7,39.58659062753648
64,Mark Trumbo,Orioles,OF,4200,7.92,7.85,61.127568587105856
65,Todd Frazier,Mets,3B,4200,7.84,7.02,58.20746089947721
66,Aledmys Diaz,Blue Jays,SS,4200,7.61,6.94,51.446744003802564
67,Justin Turner,Dodgers,3B,4200,9.76,8.1,42.93212017476657
68,Manny Machado,Dodgers,SS,4200,9.66,9.81,65.44783455498414
69,Yasiel Puig,Dodgers,OF,4200,9.06,6.23,58.74413358089927
70,Joey Wendle,Rays,2B/OF,4200,8.15,7.04,36.64691358024691
71,Cesar Hernandez,Phillies,2B,4200,7.5,7.9,37.06657102376066
72,Nick Williams,Phillies,OF,4200,8.86,6.77,49.22496642087668
73,Derek Dietrich,Marlins,OF,4100,8.44,6.77,40.716328166351474
74,Joey Votto,Reds,1B,4100,8.91,9.16,58.53689906347528
75,Trevor Story,Rockies,SS,4100,6.95,5.76,70.28312939843718
76,Jose Martinez,Cardinals,1B,4100,7.99,7.82,57.021625708884706
77,Eric Hosmer,Padres,1B,4100,8.65,7.84,48.784011839159355
78,Kole Calhoun,Angels,OF,4100,7.58,8.14,53.95025839793265
79,Andrelton Simmons,Angels,SS,4100,7.76,6.1,36.43900530598164
80,Austin Hedges,Padres,C,4100,7.2,6.81,42.599019875691575
81,Andrew McCutchen,Giants,OF,4100,9.17,7.98,62.525411781957466
82,Matt Duffy,Rays,3B,4100,8.25,5.67,40.034686090877535
83,Willy Adames,Rays,2B/SS,4100,7.28,6.15,35.0
84,Odubel Herrera,Phillies,OF,4100,7.45,6.2,51.8703676649622
85,Jose Peraza,Reds,SS,4000,7.93,8.51,42.52576989619379
86,Harrison Bader,Cardinals,OF,4000,6.92,6.12,45.22388244776494
87,Austin Jackson,Mets,OF,4000,7.0,6.63,44.25942051516832
88,Wilmer Flores,Mets,1B,4000,8.97,7.98,44.46050921550079
89,Curtis Granderson,Blue Jays,OF,4000,9.41,9.12,65.41971478876789
90,Devon Travis,Blue Jays,2B,4000,8.7,8.24,44.67111771700363
91,Adalberto Mondesi,Royals,2B/SS,4000,6.84,6.21,38.594057739247496
92,Hunter Renfroe,Padres,OF,4000,8.57,7.7,61.903939928115165
93,Buster Posey,Giants,C,4000,8.48,7.79,49.255302378073644
94,Carlos Santana,Phillies,1B,4000,7.54,7.87,52.060080316018784
95,Rafael Devers,Red Sox,3B,4000,7.99,6.68,53.50120173049197
96,Melky Cabrera,Indians,OF,3900,8.11,7.84,45.44729041771479
97,Greg Allen,Indians,OF,3900,6.55,5.4,28.486422668240863
98,Marwin Gonzalez,Astros,OF/SS,3900,7.35,6.49,41.57347664651324
99,Evan Gattis,Astros,C,3900,8.35,7.49,60.11780205752513
100,Daniel Murphy,Nationals,1B/2B,3900,7.86,7.15,49.892167821214436
101,Jedd Gyorko,Cardinals,2B/3B,3900,7.13,7.13,50.18484129708807
102,Jose Bautista,Mets,3B/OF,3900,7.04,5.98,62.77881714876043
103,Adam Jones,Orioles,OF,3900,7.94,7.34,56.68238978864458
104,Amed Rosario,Mets,SS,3900,7.99,7.44,38.37883889812974
105,Russell Martin,Blue Jays,C,3900,7.26,6.95,47.04879691604466
106,Lucas Duda,Royals,1B,3900,7.69,7.29,53.52909430849442
107,Whit Merrifield,Royals,2B/OF,3900,8.09,8.69,50.96602893455924
108,Kevin Pillar,Blue Jays,OF,3900,7.24,6.38,44.22608252458095
109,Brett Phillips,Royals,OF,3900,6.58,5.91,33.9208984375
110,Cory Spangenberg,Padres,2B/3B,3900,6.87,6.02,42.585655931754495
