,Name,Team,Position,Salary,DKFG,DKRoto,BATPred,Var
0,Luis Severino,Yankees,SP,11300,24.97,21.62,28.34,139.75609331602467
1,Zack Greinke,Diamondbacks,SP,11000,18.11,18.37,17.74,131.00713564168834
2,Zack Wheeler,Mets,SP,10600,17.74,18.87,18.56,94.68292552227993
3,Corey Kluber,Indians,SP,10300,23.75,27.14,25.41,158.1937091715976
4,Mike Fiers,Athletics,SP,9600,12.69,14.48,14.72,115.2586957468428
5,Michael Kopech,White Sox,SP,9100,15.48,11.45,12.25,80.0
6,Jameson Taillon,Pirates,SP,9000,16.12,14.2,15.31,95.31860349716447
7,Nathan Eovaldi,Red Sox,SP,8800,18.36,13.91,20.09,97.51504322222227
8,Tanner Roark,Nationals,SP,8500,13.87,16.21,15.22,108.13771596073721
9,Tyler Glasnow,Rays,SP,8300,12.17,9.68,11.55,50.56470438054285
10,Hyun-Jin Ryu,Dodgers,SP,8200,15.09,12.03,14.76,106.7888215493298
11,Jhoulys Chacin,Brewers,SP,8100,11.05,11.78,9.94,100.43917517947277
12,Anibal Sanchez,Braves,SP,8000,17.38,13.54,15.66,128.54910287934723
13,Nick Pivetta,Phillies,SP,7900,18.64,14.23,19.35,142.8815316838733
14,Andrew Suarez,Giants,SP,7800,17.21,16.61,15.71,67.72863421550096
15,Austin Gomber,Cardinals,SP,7700,14.3,15.87,12.83,77.20334829867677
16,Jose Quintana,Cubs,SP,7500,14.97,16.71,16.03,97.50660640484259
17,Dan Straily,Marlins,SP,7200,16.1,14.86,17.82,95.78308478954085
18,Mike Leake,Mariners,SP,7000,12.66,14.03,12.48,98.16825883120993
19,Framber Valdez,Astros,SP,6900,15.28,13.89,12.65,80.0
20,Jordan Zimmermann,Tigers,SP,6800,11.26,12.4,7.39,109.60032022074141
21,Brad Keller,Royals,SP,6700,13.31,11.41,14.32,76.5612943672839
22,Jaime Barria,Angels,SP,6300,9.76,12.22,8.5,80.0
23,Aaron Sanchez,Blue Jays,SP,6100,15.99,14.79,16.46,87.79359923381121
24,Mike Trout,Angels,OF,5900,10.36,9.04,10.6,74.20919833889293
25,Christian Yelich,Brewers,OF,5800,9.9,8.83,9.46,53.91096161251298
26,Mookie Betts,Red Sox,OF,5800,10.45,9.05,10.82,80.13935887163052
27,Andrew Cashner,Orioles,SP,5800,12.15,11.5,11.13,95.87943742791242
28,J.D. Martinez,Red Sox,OF,5700,9.86,9.42,10.63,66.23409234081184
29,Alex Bregman,Astros,3B/SS,5600,9.96,9.17,8.74,54.48213399943312
30,Antonio Senzatela,Rockies,SP,5600,17.25,16.61,15.58,65.59793876824493
31,Charlie Blackmon,Rockies,OF,5500,9.23,9.65,9.42,63.15343735396107
32,Matt Carpenter,Cardinals,1B/3B,5400,10.27,9.12,10.13,54.68226765016636
33,Jose Ramirez,Indians,3B,5300,9.65,8.18,10.16,68.49438143025803
34,Javier Baez,Cubs,2B/SS,5300,9.15,8.5,8.22,64.88382445444428
35,Francisco Lindor,Indians,SS,5200,9.38,8.41,9.44,64.45431303822703
36,Shohei Ohtani,Angels,OF,5200,6.75,11.39,7.21,68.07609988109395
37,Anthony Rizzo,Cubs,1B,5200,9.13,8.3,9.05,63.54446003094753
38,Andrew Benintendi,Red Sox,OF,5100,8.98,7.58,9.59,66.82340270551494
39,Drew Hutchison,Rangers,SP,5100,10.06,8.53,5.76,143.34895286427886
40,Carlos Gonzalez,Rockies,OF,5100,7.99,8.06,8.23,73.05756374089137
41,Nolan Arenado,Rockies,3B,5000,8.89,6.34,8.76,71.59348856354534
42,Paul Goldschmidt,Diamondbacks,1B,5000,9.44,8.55,9.32,70.29325887206649
43,Giancarlo Stanton,Yankees,OF,5000,9.46,8.6,11.04,75.00133848852028
44,Bryce Harper,Nationals,OF,4900,9.41,8.93,9.95,67.4759832182376
45,Stephen Gonsalves,Twins,SP,4900,10.77,9.19,6.95,80.0
46,Eugenio Suarez,Reds,3B,4900,8.92,7.1,8.53,55.37077619718895
47,Manny Machado,Dodgers,SS,4900,8.14,7.01,8.48,65.73975931166603
48,J.T. Realmuto,Marlins,C,4900,7.39,6.67,7.24,52.97886137654499
49,Gregory Polanco,Pirates,OF,4800,8.49,7.72,8.29,54.01205936920215
50,Justin Upton,Angels,OF,4800,8.46,7.15,7.98,63.772749233310996
51,Jose Altuve,Astros,2B,4800,9.37,9.51,8.5,57.03701249400637
52,Justin Turner,Dodgers,3B,4800,8.1,6.65,8.05,44.48660850496388
53,Max Muncy,Dodgers,1B/3B,4800,7.46,5.82,7.56,48.62274125336401
54,Wilson Ramos,Phillies,C,4800,8.21,7.33,8.19,48.68676157844995
55,Starling Marte,Pirates,OF,4700,8.92,9.18,10.27,59.28151277745514
56,Xander Bogaerts,Red Sox,SS,4700,8.13,8.0,8.45,48.95675563222496
57,Edwin Encarnacion,Indians,1B,4700,8.48,7.46,8.24,64.81401379146786
58,Michael Brantley,Indians,OF,4700,9.04,8.17,8.54,45.95842624152247
59,Whit Merrifield,Royals,2B/OF,4700,9.19,9.78,8.74,51.00804618213704
60,David Dahl,Rockies,OF,4700,7.59,7.21,6.86,38.875730994152065
61,Khris Davis,Athletics,OF,4700,8.07,8.12,8.07,68.60272491349521
62,Matt Chapman,Athletics,3B,4700,8.6,8.29,7.9,61.30026467993328
63,Freddie Freeman,Braves,1B,4600,8.87,8.4,8.87,58.717928061831124
64,Adam Eaton,Nationals,OF,4600,8.55,7.4,7.96,46.475887096774166
65,Trea Turner,Nationals,SS,4600,9.2,8.15,8.42,83.89733633328525
66,Juan Soto,Nationals,OF,4600,8.36,7.61,8.38,65.5558641585658
67,Lorenzo Cain,Brewers,OF,4600,8.9,8.42,8.51,52.53621106138211
68,Tyler Austin,Twins,1B,4600,9.25,8.05,8.68,69.78328741965107
69,Tyler O'Neill,Cardinals,OF,4600,9.69,7.2,8.99,35.0
70,Brandon Nimmo,Mets,OF,4600,6.07,5.14,5.83,54.58493685115378
71,DJ LeMahieu,Rockies,2B,4600,7.52,6.69,7.13,42.598873179251
72,Aaron Hicks,Yankees,OF,4600,8.22,8.65,9.34,48.90910415326173
73,Miguel Andujar,Yankees,3B,4600,8.2,8.52,8.25,56.877549755099494
74,Kendrys Morales,Blue Jays,1B,4600,7.86,8.2,7.78,60.028592031728884
75,Rougned Odor,Rangers,2B,4500,8.77,7.67,10.05,62.546655872137144
76,Joey Gallo,Rangers,1B/OF,4500,8.61,8.68,10.09,67.76047858558182
77,George Springer,Astros,OF,4500,9.31,8.65,8.94,65.38981666871781
78,Homer Bailey,Reds,SP,4500,10.28,9.35,8.94,147.23185381235822
79,Scooter Gennett,Reds,2B,4500,7.69,6.29,8.18,51.92850366929999
80,Trevor Story,Rockies,SS,4500,7.94,7.1,8.22,69.12111781152772
81,Wil Myers,Padres,3B/OF,4500,7.71,7.49,8.34,62.67416725143597
82,Travis Jankowski,Padres,OF,4500,7.19,8.04,7.08,38.44234244946489
83,Rhys Hoskins,Phillies,OF,4500,9.57,7.76,9.09,71.58729686880697
84,Anthony Rendon,Nationals,3B,4400,8.82,7.5,8.34,56.85060410778779
85,Carlos Correa,Astros,SS,4400,8.68,8.86,8.5,69.22533612073532
86,Tyler White,Astros,1B,4400,8.8,7.28,7.61,61.33345843497842
87,Joey Votto,Reds,1B,4400,8.36,7.36,8.89,58.5465893692208
88,Jose Martinez,Cardinals,1B/OF,4400,9.04,8.43,8.32,56.4885772832731
89,Brett Kennedy,Padres,SP,4400,15.22,9.45,12.71,80.0
90,Mitch Haniger,Mariners,OF,4400,8.98,9.09,8.14,62.371523668639014
91,Randal Grichuk,Blue Jays,OF,4400,8.35,7.58,7.35,58.601812583742046
92,Ben Zobrist,Cubs,2B/OF,4400,7.58,7.5,7.0,50.99337707231065
93,Ozzie Albies,Braves,2B,4300,7.33,6.35,6.58,63.15751643535424
94,Mike Moustakas,Brewers,3B,4300,8.62,6.96,8.37,48.62669375527236
95,Jesus Aguilar,Brewers,1B,4300,9.11,7.84,9.23,65.24809329390222
96,Max Kepler,Twins,OF,4300,8.71,8.27,9.29,54.848646986872204
97,Melky Cabrera,Indians,OF,4300,7.23,6.83,5.89,45.723100994512784
98,Tommy Pham,Rays,OF,4300,6.87,7.31,6.7,67.08773485086805
99,C.J. Cron,Rays,1B,4300,6.75,6.31,6.17,55.84113922902499
100,Hunter Renfroe,Padres,OF,4300,7.48,6.76,7.56,61.94928512537963
101,A.J. Pollock,Diamondbacks,OF,4300,9.3,7.71,8.74,68.32618597547936
102,Brett Gardner,Yankees,OF,4300,7.96,8.01,8.64,51.23303038384322
103,Jed Lowrie,Athletics,2B,4300,7.53,7.55,7.69,43.602960219488345
104,Nelson Cruz,Mariners,OF,4300,8.93,7.76,8.55,68.093578884911
105,Jean Segura,Mariners,SS,4300,8.45,8.07,7.83,54.14257850670632
106,Daniel Murphy,Cubs,1B/2B,4300,9.56,8.83,8.28,49.80455026065978
107,Ryan Zimmerman,Nationals,1B,4200,8.31,6.29,7.47,59.33874321790858
108,Travis Shaw,Brewers,2B/3B,4200,8.95,7.55,8.74,61.706232638888906
109,Tim Anderson,White Sox,SS,4200,6.57,7.89,6.0,53.496797935728644
110,Jorge Polanco,Twins,SS,4200,8.53,7.95,9.06,38.49976331360954
111,Yonder Alonso,Indians,1B,4200,7.86,6.43,7.3,43.01370184121797
112,Marwin Gonzalez,Astros,OF/SS,4200,7.82,6.16,6.92,43.000386592115234
113,Adalberto Mondesi,Royals,2B/SS,4200,8.1,6.99,7.67,51.295555555555566
114,Todd Frazier,Mets,3B,4200,7.09,7.18,8.07,58.970083862461
115,Cody Bellinger,Dodgers,1B/OF,4200,8.39,7.36,7.33,74.43111512855826
116,Eduardo Escobar,Diamondbacks,3B/SS,4200,7.49,6.66,7.31,46.18318663741814
117,Brian Dozier,Dodgers,2B,4200,7.3,7.47,7.47,57.534863102154105
118,Gleyber Torres,Yankees,2B,4200,7.59,7.1,7.85,54.3918005540166
119,Starlin Castro,Marlins,2B,4200,6.56,6.29,6.2,46.73978409968364
120,Brian Anderson,Marlins,3B/OF,4200,7.25,6.79,6.44,36.86704854991178
121,Carlos Santana,Phillies,1B,4200,7.58,6.92,7.2,51.99295744000007
122,Roman Quinn,Phillies,OF,4200,9.14,8.0,6.8,35.0
123,Daniel Palka,White Sox,OF,4100,7.49,6.59,6.7,63.61398660856621
124,Yoan Moncada,White Sox,2B,4100,6.23,6.12,6.42,56.9891599707816
125,Joe Mauer,Twins,1B,4100,8.29,7.69,8.57,45.36180609390832
126,Robinson Chirinos,Rangers,C,4100,7.9,8.62,8.6,49.65404593782968
127,Miguel Sano,Twins,1B/3B,4100,9.44,8.61,10.32,58.35295288888898
128,Jurickson Profar,Rangers,3B/SS,4100,7.97,6.84,8.22,36.83555976331365
129,Joey Wendle,Rays,2B,4100,6.96,7.37,6.62,39.05346606008739
130,Jose Peraza,Reds,SS,4100,8.32,7.27,7.42,45.03537457307939
131,Paul DeJong,Cardinals,SS,4100,8.45,7.36,8.03,51.95198745881596
