,Name,Team,Position,Salary,DKFG,DKRoto,Var
0,Marco Gonzales,Mariners,SP,9900,10.06,13.17,98.1547987528345
1,Junior Guerra,Brewers,SP,7600,17.47,13.58,73.97874433106577
2,Felix Pena,Angels,SP,7300,12.77,16.49,39.032183626033046
3,Clay Buchholz,Diamondbacks,SP,7100,15.07,14.73,135.04330438475225
4,Joey Lucchesi,Padres,SP,7000,14.53,13.36,87.50187222222222
5,Andrew Suarez,Giants,SP,6300,14.71,12.39,57.08125432525951
6,Mike Trout,Angels,OF,6000,11.11,11.28,111.77268027707508
7,Christian Yelich,Brewers,OF,5400,7.66,6.97,70.18056597049501
8,A.J. Pollock,Diamondbacks,OF,5200,9.83,9.27,64.6844139128004
9,Paul Goldschmidt,Diamondbacks,1B,5100,9.92,10.37,92.51110299556214
10,Jesus Aguilar,Brewers,1B,4900,8.08,8.24,31.223355282326203
11,Wil Myers,Padres,OF,4700,9.15,8.91,65.92222747838605
12,Jean Segura,Mariners,SS,4600,9.2,8.15,59.3296787675027
13,Nick Ahmed,Diamondbacks,SS,4400,7.21,6.21,27.27450625
14,David Peralta,Diamondbacks,OF,4400,8.02,7.42,53.68434060008261
15,Lorenzo Cain,Brewers,OF,4300,8.6,9.24,60.36518535284946
16,Denard Span,Mariners,OF,4300,8.55,6.77,59.82716865605453
17,Mike Moustakas,Brewers,3B,4200,6.61,8.44,44.25018309302493
18,Mitch Haniger,Mariners,OF,4200,8.93,8.44,63.033976124885214
19,Ketel Marte,Diamondbacks,2B/SS,4200,8.16,7.67,38.54635918367347
20,Nelson Cruz,Mariners,OF,4100,10.17,7.89,71.61656304099874
21,Ian Kinsler,Angels,2B,4100,7.19,6.99,74.7066573655133
22,Justin Upton,Angels,OF,4100,9.08,8.61,69.42004954274893
23,Andrew McCutchen,Giants,OF,4000,7.54,6.93,77.95894075821761
24,Buster Posey,Giants,C,4000,7.25,6.93,59.014051847341534
25,Albert Pujols,Angels,1B,4000,8.02,6.23,93.0899747506628
26,Travis Jankowski,Padres,OF,4000,7.45,7.86,25.766239211207328
27,Dee Gordon,Mariners,2B/OF,3900,8.37,7.54,65.05775085837736
28,Kole Calhoun,Angels,OF,3900,7.29,5.16,50.35396295013851
29,Ryon Healy,Mariners,1B,3900,8.4,7.36,51.54023915373107
30,Andrelton Simmons,Angels,SS,3900,7.32,7.38,40.34279935781156
31,Manuel Margot,Padres,OF,3900,7.91,6.3,44.662966358418366
32,Gorkys Hernandez,Giants,OF,3800,5.81,4.4,18.99040484807676
33,Brandon Crawford,Giants,SS,3800,6.94,6.36,37.728033442672526
34,Steven Duggar,Giants,OF,3800,5.8,7.04,52.045918367346935
35,Eric Hosmer,Padres,1B,3800,8.21,7.58,57.57279082875193
36,Carlos Asuaje,Padres,2B,3800,5.95,6.8,21.99085683422707
37,Ryan Braun,Brewers,1B/OF,3700,8.0,7.94,89.87384954577139
38,Alen Hanson,Giants,2B/OF,3700,6.62,7.08,17.25443786982249
39,Hernan Perez,Brewers,2B/OF,3600,6.85,6.41,25.320381193700428
40,Kyle Seager,Mariners,3B,3600,8.75,7.55,56.256799842841865
41,Evan Longoria,Giants,3B,3500,6.77,5.95,66.89872213237143
42,Chris Owings,Diamondbacks,OF,3500,6.38,5.95,36.278611849860674
43,Christian Villanueva,Padres,3B,3500,7.83,6.62,40.029955621301774
44,Jefry Marte,Angels,1B/3B,3400,6.76,6.14,23.64890223306437
45,Mike Zunino,Mariners,C,3400,7.26,6.93,31.76859504132232
46,Freddy Galvis,Padres,SS,3400,6.42,6.43,33.42718186669882
47,Pablo Sandoval,Giants,1B/3B,3300,6.32,6.04,45.99115761048039
48,Ben Gamel,Mariners,OF,3300,7.08,5.34,32.28743536340132
49,David Fletcher,Angels,3B,3200,7.61,7.53,27.5625
50,John Ryan Murphy,Diamondbacks,C,3200,5.86,5.12,14.259614512471654
51,Manny Pina,Brewers,C,2900,5.89,5.3,27.188775510204078
52,Jose Briceno,Angels,C,2900,5.87,5.21,17.28808864265928
53,A.J. Ellis,Padres,C,2800,5.9,5.96,25.71491579027587
54,Orlando Arcia,Brewers,SS,2700,5.97,4.98,30.033542734548632
