,Name,Team,Position,Salary,DKFG,DKRoto,Var
0,Max Scherzer,Nationals,SP,13900,26.19,27.75,140.6191284891339
1,Carlos Carrasco,Indians,SP,11500,22.34,24.06,178.30493837203244
2,Sean Newcomb,Braves,SP,10500,12.15,12.2,110.0
3,Zack Greinke,Diamondbacks,SP,10100,22.02,21.11,131.98956276353994
4,Rich Hill,Dodgers,SP,9500,16.19,19.4,137.23952124506638
5,Sean Manaea,Athletics,SP,9200,13.59,15.48,110.88151543261931
6,Miles Mikolas,Cardinals,SP,9000,16.73,16.89,111.39099827635738
7,Andrew Heaney,Angels,SP,8800,16.67,18.1,105.92691801230292
8,Nick Pivetta,Phillies,SP,8400,16.16,15.34,110.0
9,Chase Anderson,Brewers,SP,7800,18.73,16.86,81.28600375566893
10,CC Sabathia,Yankees,SP,7400,13.86,14.37,125.28584334943764
11,Jameson Taillon,Pirates,SP,7100,13.71,11.59,95.864474852071
12,Mike Montgomery,Cubs,SP,7000,13.45,11.94,80.01773271311006
13,Tyler Glasnow,Rays,SP,6900,22.62,13.52,44.47696829793782
14,Drew Pomeranz,Red Sox,SP,6200,11.55,15.61,87.74773680555553
15,Felix Hernandez,Mariners,SP,6100,12.38,11.43,136.91376665514017
16,Jose Ramirez,Indians,3B,6100,10.01,9.86,68.23923855890385
17,Brad Keller,Royals,SP,6000,10.34,9.05,110.0
18,Mookie Betts,Red Sox,OF,5900,10.25,10.58,79.59966888242275
19,Francisco Lindor,Indians,SS,5800,9.67,9.38,65.38104852398335
20,Starling Marte,Pirates,OF,5800,10.89,11.1,59.620163384946444
21,Pablo Lopez,Marlins,SP,5800,16.18,10.47,110.0
22,Gregory Polanco,Pirates,OF,5700,10.18,10.93,54.449869045554024
23,Matt Carpenter,Cardinals,1B/3B,5700,9.09,9.4,54.05122178607035
24,Javier Baez,Cubs,2B/SS,5600,9.45,8.01,64.13821410917309
25,Christian Yelich,Brewers,OF,5600,8.94,7.51,51.76162162162168
26,Sal Romano,Reds,SP,5600,13.63,9.98,110.0
27,Reynaldo Lopez,White Sox,SP,5500,10.07,11.8,110.0
28,Nelson Cruz,Mariners,OF,5500,11.37,9.5,68.47030091953543
29,Carlos Gonzalez,Rockies,OF,5500,9.08,9.57,73.83000226198051
30,J.D. Martinez,Red Sox,OF,5400,9.74,9.82,65.9307705740082
31,Andrew Benintendi,Red Sox,OF,5400,9.41,7.45,69.11054704804795
32,Rougned Odor,Rangers,2B,5400,9.32,8.17,62.01497667629554
33,Nolan Arenado,Rockies,3B,5400,10.06,10.31,72.31398200183644
34,Corey Dickerson,Pirates,OF,5300,11.15,10.04,60.59458378924325
35,Eugenio Suarez,Reds,3B,5300,9.46,8.7,56.13939196531768
36,Whit Merrifield,Royals,2B/OF,5200,8.57,7.74,50.65835598128758
37,Joey Gallo,Rangers,1B/OF,5100,9.31,8.61,66.3770558308846
38,Trevor Story,Rockies,SS,5100,9.42,9.28,69.50711020408157
39,Charlie Blackmon,Rockies,OF,5100,10.58,10.49,63.463094200026426
40,Clayton Richard,Padres,SP,5100,10.81,11.17,106.97080092776086
41,Adalberto Mejia,Twins,SP,5000,10.05,9.36,110.0
42,Ben Zobrist,Cubs,2B/OF,5000,8.39,7.98,51.292640067824365
43,Jesus Aguilar,Brewers,1B,5000,9.95,8.89,65.28386054800623
44,Bryce Harper,Nationals,OF,4900,9.16,8.08,67.88246869827374
45,Bryce Harper,Nationals,OF,4900,8.78,8.08,67.88246869827374
46,Jose Abreu,White Sox,1B,4900,8.8,8.38,61.96995812907139
47,Giancarlo Stanton,Yankees,OF,4900,10.94,10.7,75.71120201830604
48,Alex Cobb,Orioles,SP,4900,11.57,12.78,118.58171111111113
49,Anthony Rizzo,Cubs,1B,4900,9.54,10.12,63.010214314971506
50,Ryan Braun,Brewers,1B/OF,4900,8.72,8.9,77.20172432211673
51,Rhys Hoskins,Phillies,OF,4800,7.73,7.57,74.44728888888882
52,Paul Goldschmidt,Diamondbacks,1B,4800,8.81,10.01,69.89682104347446
53,Marcus Stroman,Blue Jays,SP,4800,12.85,11.23,120.1188243801653
54,Didi Gregorius,Yankees,SS,4800,8.93,9.01,48.586190245371114
55,Trea Turner,Nationals,SS,4700,10.48,9.52,86.7901341364432
56,Trea Turner,Nationals,SS,4700,9.97,9.52,86.7901341364432
57,Aaron Hicks,Yankees,OF,4700,9.23,7.94,48.987771900826274
58,Chad Bettis,Rockies,SP,4700,9.72,8.38,108.83934480151228
59,Adam Frazier,Pirates,2B/OF,4700,8.33,7.27,41.32540736458935
60,Lorenzo Cain,Brewers,OF,4700,9.37,9.74,53.041261654433654
61,Brandon Nimmo,Mets,OF,4700,7.61,7.07,48.01302997399046
62,J.T. Realmuto,Marlins,C,4700,7.23,6.74,52.843523920181035
63,David Peralta,Diamondbacks,OF,4600,8.34,7.78,55.63101967644461
64,A.J. Pollock,Diamondbacks,OF,4600,8.4,9.08,69.36307443004324
65,Juan Soto,Nationals,OF,4600,9.0,7.17,76.78206097253711
66,Juan Soto,Nationals,OF,4600,8.11,7.17,76.78206097253711
67,Mallex Smith,Rays,OF,4600,8.63,8.49,49.29571365583278
68,Khris Davis,Athletics,OF,4600,8.48,8.59,68.22676623067784
69,Manny Machado,Dodgers,SS,4600,8.33,9.9,65.81726563265305
70,Avisail Garcia,White Sox,OF,4500,8.47,7.46,52.047592912250565
71,Jean Segura,Mariners,SS,4500,10.04,9.7,54.09270416441301
72,Mitch Haniger,Mariners,OF,4500,9.62,8.08,62.254482009649344
73,Eddie Rosario,Twins,OF,4500,8.72,7.47,62.1782121810964
74,Edwin Encarnacion,Indians,1B,4500,9.01,9.76,64.64203922186535
75,Francisco Cervelli,Pirates,C,4500,8.58,9.2,34.23239025923987
76,Travis Shaw,Brewers,2B/3B,4500,7.54,7.06,61.9585775047257
77,Jason Vargas,Mets,SP,4500,16.62,11.86,117.71063868681135
78,Eduardo Escobar,Diamondbacks,3B/SS,4400,7.29,6.21,46.051592698536346
79,Shohei Ohtani,Angels,OF,4400,9.82,9.17,64.56226331031411
80,Brian Dozier,Dodgers,2B,4400,7.19,8.32,57.65126843807683
81,Brett Gardner,Yankees,OF,4300,9.06,7.83,51.68558713136128
82,Bartolo Colon,Rangers,SP,4300,7.75,9.79,128.8709114514164
83,Robinson Chirinos,Rangers,C,4300,7.47,8.18,50.50611407109782
84,Elvis Andrus,Rangers,SS,4300,8.38,7.83,43.80860726643621
85,Yonder Alonso,Indians,1B,4300,7.53,7.02,42.97883423721503
86,DJ LeMahieu,Rockies,2B,4300,8.41,8.07,42.08151643722698
87,Eric Hosmer,Padres,1B,4300,8.16,8.4,48.87387657257425
88,Scooter Gennett,Reds,2B,4300,7.85,7.58,51.69223464095282
89,Matt Chapman,Athletics,3B,4300,8.52,7.67,58.2967447957305
90,Asdrubal Cabrera,Phillies,2B/SS,4200,6.62,6.71,49.58396524089152
91,Daniel Descalso,Diamondbacks,2B/3B,4200,6.7,6.82,30.962069017682254
92,Ketel Marte,Diamondbacks,2B/SS,4200,6.91,6.07,37.32386431263645
93,Anthony Rendon,Nationals,3B,4200,9.92,8.63,57.2977869590676
94,Anthony Rendon,Nationals,3B,4200,9.7,8.63,57.2977869590676
95,Max Fried,Braves,SP,4200,12.42,12.05,110.0
96,Xander Bogaerts,Red Sox,SS,4200,7.63,7.47,47.99547361729177
97,Teoscar Hernandez,Blue Jays,OF,4200,8.41,7.9,62.692685301635024
98,Matt Davidson,White Sox,1B/3B,4200,7.07,6.39,65.49957446808493
99,Denard Span,Mariners,OF,4200,9.34,8.43,46.71505452249751
100,Dee Gordon,Mariners,2B/OF,4200,9.5,9.55,54.29642660033635
101,Michael Brantley,Indians,OF,4200,8.38,7.5,46.181346315743895
102,Max Kepler,Twins,OF,4200,6.61,6.99,54.919238835066146
103,Kyle Schwarber,Cubs,OF,4200,8.65,8.82,65.15153596684836
104,Justin Upton,Angels,OF,4200,10.98,8.37,63.56326831849577
105,Yadier Molina,Cardinals,C,4200,8.02,7.19,39.37356606446666
106,Jon Jay,Diamondbacks,OF,4100,7.32,7.91,31.79978934374527
107,Cesar Hernandez,Phillies,2B,4100,6.77,6.64,36.96295812987242
108,Odubel Herrera,Phillies,OF,4100,6.55,6.65,52.003284660634705
109,Nick Williams,Phillies,OF,4100,6.99,6.52,48.7412583236287
