,Name,Team,Position,Salary,DKFG,DKRoto,BATPred,Var
61,Nelson Cruz,Mariners,OF,4500,9.45,8.82,9.54,68.093578884911
62,Ben Zobrist,Cubs,2B/OF,4500,7.8,7.32,6.95,50.99337707231065
63,Kyle Schwarber,Cubs,OF,4500,8.19,8.8,7.51,64.01499999999987
64,Andrelton Simmons,Angels,SS,4400,7.86,7.71,7.73,36.29858795443712
65,Daniel Murphy,Cubs,1B/2B,4400,9.06,7.79,8.05,49.80455026065978
66,Mike Moustakas,Brewers,3B,4400,7.08,5.64,7.46,48.62669375527236
67,Aaron Hicks,Yankees,OF,4400,7.72,7.93,6.93,48.90910415326173
68,Anthony Rendon,Nationals,3B,4300,8.46,8.36,8.53,56.85060410778779
69,Randal Grichuk,Blue Jays,OF,4300,8.13,6.88,7.71,58.601812583742046
71,Denard Span,Mariners,OF,4300,7.99,7.38,7.67,46.804478276754075
72,Eugenio Suarez,Reds,3B,4300,7.97,6.38,7.63,55.37077619718895
73,Matt Chapman,Athletics,3B,4300,7.18,8.36,5.98,61.30026467993328
74,Roman Quinn,Phillies,OF,4300,8.04,5.1,6.28,35.0
75,Kendrys Morales,Blue Jays,1B,4200,8.14,7.22,7.73,60.028592031728884
76,Justin Smoak,Blue Jays,1B,4200,8.13,7.38,8.12,49.41602669887984
77,Matt Duffy,Rays,3B,4200,8.43,6.81,7.65,39.78843056189403
78,Joey Wendle,Rays,2B,4200,8.56,6.87,7.43,39.05346606008739
79,Daniel Palka,White Sox,OF,4200,8.89,7.94,8.25,63.61398660856621
80,Kole Calhoun,Angels,OF,4200,9.41,8.8,9.95,53.87352289184639
81,George Springer,Astros,OF,4200,8.63,8.84,9.35,65.38981666871781
82,Carlos Gonzalez,Rockies,OF,4200,7.29,7.66,8.5,73.05756374089137
83,Brandon Crawford,Giants,SS,4200,7.66,8.16,8.47,42.7534380434674
84,Robinson Cano,Mariners,2B,4200,8.48,7.9,8.99,56.49875080271647
85,Trey Mancini,Orioles,1B/OF,4200,7.51,7.39,6.84,57.92607142857138
86,Ian Happ,Cubs,OF,4200,6.83,6.81,6.31,55.971264897124655
87,Miguel Andujar,Yankees,3B,4200,7.73,7.11,6.61,56.877549755099494
88,Gleyber Torres,Yankees,2B,4200,6.63,5.09,6.02,54.3918005540166
89,Asdrubal Cabrera,Phillies,2B/SS,4200,8.33,7.22,7.93,49.327867202561514
90,Paul DeJong,Cardinals,SS,4100,7.65,7.36,8.16,51.95198745881596
91,Matt Davidson,White Sox,1B/3B,4100,7.58,7.37,7.48,64.82135204203102
92,Tyler Austin,Twins,1B,4100,7.85,6.24,6.36,69.78328741965107
93,Evan Gattis,Astros,C,4100,7.14,5.18,7.76,60.58938248267168
94,Jonathan Villar,Orioles,2B,4100,8.12,7.78,7.3,56.09670213103251
95,Ryan Braun,Brewers,OF,4100,8.84,8.37,8.1,77.15661534098072
96,Todd Frazier,Mets,3B,4100,7.82,7.86,7.64,58.970083862461
97,Joey Votto,Reds,1B,4100,8.34,7.17,8.41,58.5465893692208
98,Khris Davis,Athletics,OF,4100,6.8,7.58,6.24,68.60272491349521
99,Carlos Santana,Phillies,1B,4100,8.61,8.1,8.19,51.99295744000007
100,Derek Dietrich,Marlins,1B/OF,4100,7.29,6.22,6.77,40.385374320027154
101,Justin Bour,Phillies,1B,4100,8.97,5.42,8.56,52.84236135413961
102,Jose Martinez,Cardinals,1B/OF,4000,8.67,8.29,8.17,56.4885772832731
103,Kevin Kiermaier,Rays,OF,4000,8.49,6.5,8.35,51.18274909172516
104,Tim Anderson,White Sox,SS,4000,6.93,7.02,7.1,53.496797935728644
105,Yoan Moncada,White Sox,2B,4000,7.19,7.06,7.61,56.9891599707816
106,Jorge Polanco,Twins,SS,4000,7.13,6.82,6.67,38.49976331360954
107,Tyler White,Astros,1B,4000,8.34,7.55,8.13,61.33345843497842
108,Jonathan Schoop,Brewers,2B,4000,7.88,5.74,7.12,49.74714422057986
109,Willson Contreras,Cubs,C,4000,7.09,5.4,5.99,52.69526467124325
110,Joc Pederson,Dodgers,OF,4000,9.07,9.14,8.48,51.224720541117776
111,Cody Bellinger,Dodgers,1B/OF,4000,9.03,8.1,8.69,74.43111512855826
112,Brett Gardner,Yankees,OF,4000,7.59,7.24,7.04,51.23303038384322
113,Jed Lowrie,Athletics,2B,4000,6.39,5.79,5.89,43.602960219488345
114,Cesar Hernandez,Phillies,2B,4000,7.53,6.34,6.83,37.071150250696036
115,Ryan Zimmerman,Nationals,1B,3900,7.95,6.54,7.87,59.33874321790858
116,Yairo Munoz,Cardinals,2B/SS,3900,6.73,6.61,6.07,38.196311719214776
117,Ji-Man Choi,Rays,1B,3900,8.58,7.47,7.76,36.39309999999997
118,Elvis Andrus,Rangers,SS,3900,8.19,8.2,8.32,43.603357270182535
119,Ronald Guzman,Rangers,1B,3900,7.05,6.32,6.79,53.156478277585535
120,Matt Holliday,Rockies,OF,3900,8.73,9.39,9.26,64.01581549156046
121,Adam Jones,Orioles,OF,3900,7.44,6.81,6.9,56.756254839473705
122,Dee Gordon,Mariners,2B/OF,3900,6.78,5.7,6.41,53.64192335607493
123,Ryon Healy,Mariners,1B,3900,7.74,6.83,7.35,60.83252252170033
124,Hernan Perez,Brewers,2B/OF,3900,8.14,7.55,7.12,42.521672562358376
125,Brian Dozier,Dodgers,2B,3900,7.16,7.34,6.88,57.534863102154105
126,Francisco Cervelli,Pirates,C,3900,8.5,6.38,8.17,34.50691348498714
127,Scott Schebler,Reds,OF,3900,7.5,7.23,6.96,58.05910265807656
129,Stephen Piscotty,Athletics,OF,3900,6.08,4.91,5.14,49.35990871282065
130,Starlin Castro,Marlins,2B,3900,7.31,7.23,6.67,46.73978409968364
131,Nick Williams,Phillies,OF,3900,8.36,5.83,7.48,47.41473546640525
132,Marcell Ozuna,Cardinals,OF,3800,8.38,7.61,8.65,52.20105749814003
133,Willy Adames,Rays,SS,3800,7.13,6.55,6.66,46.190175237000844
134,Yolmer Sanchez,White Sox,3B,3800,7.69,7.53,7.24,34.701131733816105
135,Mitch Garver,Twins,C,3800,7.02,6.77,6.23,40.06688456632655
136,Chris Iannetta,Rockies,C,3800,7.2,7.1,8.17,42.858703480150595
137,Kevin Newman,Pirates,2B/SS,3800,6.62,4.97,5.99,35.0
138,Matt Olson,Athletics,1B,3800,6.88,6.77,5.55,62.269391580161496
139,Jorge Alfaro,Phillies,C,3800,6.83,4.96,5.69,34.877869822485195
140,Yadier Molina,Cardinals,C,3700,7.11,6.86,7.12,39.46982582490171
141,Matt Adams,Cardinals,1B/OF,3700,9.0,7.72,8.86,52.36380355489464
142,Harrison Bader,Cardinals,OF,3700,7.13,6.26,6.94,43.84729138373329
144,Francisco Arcia,Angels,C,3700,6.4,7.01,6.1,35.0
145,Robinson Chirinos,Rangers,C,3700,7.54,7.26,7.93,49.65404593782968
146,Taylor Ward,Angels,3B,3700,7.65,7.67,7.14,35.0
147,Joe Panik,Giants,2B,3700,7.79,8.29,8.06,39.48489757604197
148,Yasmani Grandal,Dodgers,C,3700,7.8,6.8,7.77,54.607704370243184
149,Amed Rosario,Mets,SS,3700,7.4,5.91,6.7,45.23644537587889
150,Corey Dickerson,Pirates,OF,3700,9.22,7.39,9.1,59.56100530404989
151,Jose Peraza,Reds,SS,3700,7.83,8.09,7.49,45.03537457307939
152,Colin Moran,Pirates,3B,3700,7.64,5.96,6.78,32.99061728395061
153,Ramon Laureano,Athletics,OF,3700,6.19,5.07,4.61,35.0
154,Marcus Semien,Athletics,SS,3700,6.61,5.33,5.85,44.63722387467766
155,Billy McKinney,Blue Jays,OF,3600,8.56,8.13,7.31,35.0
156,JaCoby Jones,Tigers,OF,3600,5.39,7.97,5.87,38.565420408163256
157,Mikie Mahtook,Tigers,OF,3600,6.47,5.87,6.74,41.68913524852864
158,Jeimer Candelario,Tigers,3B,3600,7.13,6.78,7.8,43.929012345679006
159,Adrian Beltre,Rangers,3B,3600,7.94,8.71,8.08,57.87583665535814
160,David Fletcher,Angels,2B/3B,3600,7.82,7.38,7.59,26.46460065507685
161,Josh Reddick,Astros,OF,3600,7.26,5.51,6.26,54.949033896495855
162,Tony Kemp,Astros,OF,3600,6.52,4.46,5.57,29.88888888888885
163,Wilmer Flores,Mets,1B,3600,8.07,8.1,7.52,44.353723888917855
164,Michael Conforto,Mets,OF,3600,7.05,6.58,8.24,57.8771937500001
165,Luke Voit,Yankees,1B,3600,6.84,6.59,5.77,44.03570910146611
166,Devon Travis,Blue Jays,2B,3500,7.85,4.31,7.41,45.548879435112454
167,Aledmys Diaz,Blue Jays,SS,3500,7.18,5.39,6.53,49.99149669769019
168,Robbie Grossman,Twins,OF,3500,6.62,5.79,6.33,38.66420021085485
169,Billy Hamilton,Reds,OF,3500,7.98,8.1,7.72,59.45389074578142
170,Gary Sanchez,Yankees,C,3500,7.31,6.97,6.9,88.0791884705921
171,Rafael Ortega,Marlins,OF,3500,7.56,7.25,6.27,32.95795024337477
172,Wilmer Difo,Nationals,2B/3B,3400,6.12,5.82,5.83,29.38927652040205
173,Danny Jansen,Blue Jays,C,3400,6.72,5.92,6.21,35.0
174,Victor Martinez,Tigers,1B,3400,6.82,5.97,6.97,48.8244231570184
175,Welington Castillo,White Sox,C,3400,7.75,6.36,8.08,46.98882676074307
176,Kevan Smith,White Sox,C,3400,5.71,5.31,5.29,25.55663722132085
177,Ehire Adrianza,Twins,SS,3400,6.07,5.85,5.08,28.396573444192647
178,Willians Astudillo,Twins,3B/C,3400,6.91,6.4,5.57,35.0
179,Chris Davis,Orioles,1B,3400,6.96,7.19,7.35,65.67725669823558
180,Tim Beckham,Orioles,3B/SS,3400,6.45,6.66,6.34,45.288243900982316
181,Kyle Seager,Mariners,3B,3400,7.41,6.28,7.91,54.99423916224275
182,Austin Dean,Marlins,OF,3400,6.58,5.04,5.36,35.0
183,Max Kepler,Twins,OF,3300,5.93,5.81,6.43,54.848646986872204
184,Gregor Blanco,Giants,OF,3300,8.25,9.6,7.59,36.783165068029724
185,Renato Nunez,Orioles,3B,3300,6.26,6.42,5.59,23.632568359375
186,Alex Verdugo,Dodgers,OF,3300,8.07,6.84,7.13,35.0
187,Jose Osuna,Pirates,1B/OF,3300,8.47,7.64,6.92,34.100523501893484
188,Neil Walker,Yankees,1B/2B,3300,6.4,5.86,5.64,48.24385483890271
189,Brandon Lowe,Rays,2B/OF,3200,8.41,6.99,7.5,35.0
190,Ronny Rodriguez,Tigers,2B/SS,3200,6.35,5.69,5.93,35.0
191,Logan Forsythe,Twins,2B,3200,6.87,6.79,6.51,41.76806207239277
193,Jabari Blash,Angels,OF,3100,8.75,5.32,8.22,27.79378270236995
194,Brian McCann,Astros,C,3100,7.11,5.63,5.83,55.38949151912728
195,Erik Kratz,Brewers,C,3100,6.66,6.4,5.65,32.276778166888086
196,Austin Jackson,Mets,OF,3100,6.99,5.9,5.76,44.160340854600626
197,Johnny Field,Twins,OF,3000,5.54,4.84,4.73,44.35191430271772
198,Jay Bruce,Mets,OF,3000,6.77,7.31,7.21,65.27586620265807
199,Curt Casali,Reds,C,3000,6.36,4.9,5.52,42.62929135417447
200,Mason Williams,Reds,OF,3000,5.88,6.11,5.36,26.39792899408285
201,Miguel Rojas,Marlins,3B/SS,3000,6.39,5.64,5.49,26.118776062638826
203,Joey Rickard,Orioles,OF,2900,5.94,5.11,5.21,38.723168012302985
204,Jonathan Lucroy,Athletics,C,2800,4.83,2.72,4.17,44.43740780685719
205,Lewis Brinson,Marlins,OF,2800,6.21,4.98,5.68,42.53551020408164
206,Pedro Severino,Nationals,C,2700,5.21,5.28,4.78,18.268742190753844
207,Orlando Arcia,Brewers,SS,2700,5.94,4.03,4.95,36.25233717067143
208,Yadiel Rivera,Marlins,3B/SS,2700,4.45,4.71,3.73,10.083720475328859
209,James McCann,Tigers,C,2600,5.64,6.16,5.9,38.911002872085106
210,Caleb Joseph,Orioles,C,2600,5.17,2.92,4.35,35.36015060807001
