,Name,Team,Position,Salary,DKFG,DKRoto,Var
0,James Paxton,Mariners,SP,11100,20.17,21.69,140.21333802742063
1,Alex Wood,Dodgers,SP,8200,19.31,19.21,107.92212694340492
2,Mike Fiers,Athletics,SP,8000,12.0,12.35,114.63644943355033
3,Jaime Barria,Angels,SP,7300,13.98,16.04,80.0
4,Andrew Suarez,Giants,SP,6300,11.74,11.85,80.0
5,Justin Upton,Angels,OF,4800,9.18,7.86,63.7659552826669
6,Travis Jankowski,Padres,OF,4800,7.65,6.97,39.36746210689576
7,Brian Dozier,Dodgers,2B,4800,9.33,7.14,57.60948126534635
8,Cody Bellinger,Dodgers,1B/OF,4800,7.78,6.61,76.24177394009617
9,Brett Kennedy,Padres,SP,4700,15.13,9.92,80.0
10,Yasmani Grandal,Dodgers,C,4600,7.88,6.72,54.87569805098218
11,Khris Davis,Athletics,OF,4600,7.66,7.87,68.11314208926679
12,Manny Machado,Dodgers,SS,4500,9.21,9.48,65.44783455498414
13,Yasiel Puig,Dodgers,OF,4400,8.18,6.62,58.74413358089927
14,Wil Myers,Padres,OF,4300,9.49,7.92,63.400243676953856
15,Justin Turner,Dodgers,3B,4300,9.28,6.86,42.93212017476657
16,Denard Span,Mariners,OF,4300,7.43,7.62,46.95078353779169
17,Mitch Haniger,Mariners,OF,4300,8.64,8.45,63.286400367158954
18,Andrelton Simmons,Angels,SS,4200,7.58,6.6,36.43900530598164
19,Kole Calhoun,Angels,OF,4100,8.5,8.17,53.95025839793265
20,Andrew McCutchen,Giants,OF,4100,8.38,7.84,62.525411781957466
21,Buster Posey,Giants,C,4100,7.49,7.08,49.255302378073644
22,Nelson Cruz,Mariners,OF,4100,8.83,8.64,68.32771005384922
23,Jean Segura,Mariners,SS,4100,7.96,8.09,54.29891639001517
24,Marcus Semien,Athletics,SS,4100,7.29,6.81,44.88865555555562
25,Hunter Renfroe,Padres,OF,4000,8.54,7.15,61.903939928115165
26,Eric Hosmer,Padres,1B,3900,8.6,7.7,48.784011839159355
27,Cory Spangenberg,Padres,2B/3B,3900,7.76,5.62,42.585655931754495
28,Evan Longoria,Giants,3B,3900,7.75,6.93,57.83223518559576
29,Alen Hanson,Giants,2B/OF,3900,6.81,5.84,36.49023314429738
30,Robinson Cano,Mariners,2B,3900,8.35,7.44,56.48837131550211
31,Matt Chapman,Athletics,3B,3900,7.65,7.32,60.014469959106634
32,Francisco Arcia,Angels,C,3700,6.53,6.72,35.0
33,Manuel Margot,Padres,OF,3700,6.78,3.84,50.75813854953742
34,Matt Kemp,Dodgers,OF,3700,8.4,7.03,63.8340684730095
35,Jed Lowrie,Athletics,2B,3700,6.6,7.1,43.437296276029215
36,Kyle Seager,Mariners,3B,3700,7.29,6.69,55.1603292288124
37,Freddy Galvis,Padres,SS,3600,6.56,5.62,40.73608612072279
38,Steven Duggar,Giants,OF,3600,5.22,4.53,35.0
39,Kaleb Cowart,Angels,2B/3B,3500,6.82,6.78,25.12924701561064
40,Austin Slater,Giants,1B/OF,3500,6.62,6.04,39.962770061728406
41,Dee Gordon,Mariners,2B/OF,3500,6.69,6.37,53.99726209192904
42,Mike Zunino,Mariners,C,3500,7.24,7.07,49.30399693926577
43,Nick Hundley,Giants,C,3400,7.16,6.32,42.31317594493441
44,Mark Canha,Athletics,OF,3400,6.87,6.73,48.73634828297986
45,David Fletcher,Angels,2B/3B,3300,7.33,6.39,35.0
46,Stephen Piscotty,Athletics,OF,3300,5.97,4.88,48.901229209533646
47,Chase d'Arnaud,Giants,2B/3B,3200,7.29,6.12,24.737176852352672
48,Ramon Laureano,Athletics,OF,3200,5.95,6.91,35.0
49,Chad Pinder,Athletics,2B/OF,3100,6.1,5.53,54.14839319470704
50,Cameron Maybin,Mariners,OF,3000,6.37,6.64,45.10091887735505
51,A.J. Ellis,Padres,C,2900,5.95,3.2,31.65875514596356
52,Jonathan Lucroy,Athletics,C,2700,5.35,4.16,44.34556776221525
