,Name,Team,Position,Salary,DKFG,DKRoto,BATPred,Var
50,Justin Turner,Dodgers,3B,4600,8.86,6.6,7.88,32.727007266756665
51,Cody Bellinger,Dodgers,1B/OF,4600,9.1,8.6,8.64,62.56953125
52,Trea Turner,Nationals,SS,4500,9.4,8.71,9.35,71.51925926635931
53,Ben Zobrist,Cubs,2B/OF,4500,8.77,7.68,8.23,46.299613966912496
54,Starling Marte,Pirates,OF,4500,8.98,8.03,9.16,57.64477440799815
56,Xander Bogaerts,Red Sox,SS,4400,6.73,6.85,7.5,46.98291420118343
57,Anthony Rizzo,Cubs,1B,4400,9.31,9.4,9.79,56.90612223837085
58,Ozzie Albies,Braves,2B,4400,7.7,7.04,7.77,60.61528925619836
59,Mallex Smith,Rays,OF,4300,8.63,8.43,7.88,31.84716553933785
60,Whit Merrifield,Royals,2B/OF,4300,8.24,7.75,7.01,55.074063673469404
61,Michael Conforto,Mets,OF,4300,8.34,7.88,8.31,39.17128731097962
62,Nick Markakis,Braves,OF,4300,7.9,6.24,7.63,46.169776670547925
63,Gregory Polanco,Pirates,OF,4300,8.17,8.99,8.94,42.64352709487535
64,Greg Allen,Indians,OF,4200,6.34,6.78,6.11,16.2
65,Yan Gomes,Indians,C,4200,6.27,6.4,7.13,29.975390266299357
66,C.J. Cron,Rays,1B,4200,8.36,7.48,8.03,35.247938639966435
67,Todd Frazier,Mets,3B,4200,8.29,7.06,8.19,45.65195067890136
68,Brett Gardner,Yankees,OF,4200,7.76,7.57,6.39,44.283956479789936
69,Cesar Hernandez,Phillies,2B,4100,7.17,6.97,7.13,33.81640577575656
70,Adam Eaton,Nationals,OF,4100,8.4,8.09,8.43,49.0034560070288
71,Nick Williams,Phillies,OF,4100,6.78,5.52,6.55,37.521395775941244
72,Juan Soto,Nationals,OF,4100,8.81,8.14,9.25,62.30449999999999
73,Jacob Nix,Padres,SP,4100,9.4,4.61,4.08,80.0
74,Gerardo Parra,Rockies,OF,4100,7.62,7.93,8.23,30.232582847534673
75,Freddy Galvis,Padres,SS,4100,6.68,7.47,6.68,27.26460792576555
76,Tyler O'Neill,Cardinals,OF,4100,8.32,5.48,7.42,35.0
77,Jose Bautista,Mets,3B/OF,4100,7.85,6.12,7.6,50.780714789694365
78,Francisco Cervelli,Pirates,C,4100,7.68,5.94,6.94,27.33414257812501
79,Albert Pujols,Angels,1B,4000,7.63,7.59,7.04,74.19273003472223
80,Austin Hedges,Padres,C,4000,7.2,7.76,7.08,19.483059025712212
81,Niko Goodrum,Tigers,2B/OF,4000,7.79,7.01,7.75,28.46705482041588
82,Joc Pederson,Dodgers,OF,4000,9.11,7.95,8.11,30.419078050225025
83,Kevin Plawecki,Mets,C,4000,6.21,6.48,5.77,18.498202879970695
84,Corey Dickerson,Pirates,OF,4000,8.82,8.35,9.18,41.83786165461245
85,Johan Camargo,Braves,3B/SS,4000,7.71,6.46,7.1,31.741044423440446
86,Kole Calhoun,Angels,OF,3900,8.47,8.09,7.7,41.13300328731098
87,Ryan Zimmerman,Nationals,1B,3900,8.55,7.47,8.0,52.786261023880265
88,Anthony Rendon,Nationals,3B,3900,8.74,8.01,8.74,51.549845241573905
89,Maikel Franco,Phillies,3B,3900,7.23,4.66,7.41,37.99159506079744
90,Roman Quinn,Phillies,OF,3900,6.72,6.72,5.72,35.0
91,Mitch Moreland,Red Sox,1B,3900,6.92,6.66,7.86,32.467515570934246
92,Yandy Diaz,Indians,3B,3900,7.06,7.45,6.22,28.475495547256543
93,Ian Kinsler,Red Sox,2B,3900,6.26,6.7,7.14,59.660226696290906
94,Salvador Perez,Royals,C,3900,7.28,7.11,7.29,35.999922601451225
96,Ian Happ,Cubs,OF,3900,8.23,8.12,7.23,36.761281227974
97,Jose Martinez,Cardinals,1B,3900,8.5,8.73,6.99,32.724440018107735
98,Yasmani Grandal,Dodgers,C,3900,8.02,6.48,7.61,34.102121403066576
99,Brian Dozier,Dodgers,2B,3900,7.85,6.51,7.55,56.48344572493613
100,Paul DeJong,Cardinals,SS,3900,7.48,6.75,6.93,50.11066945008436
101,Ender Inciarte,Braves,OF,3900,8.43,7.66,7.69,42.97497102070992
102,Adam Frazier,Pirates,2B/OF,3900,7.61,7.2,6.41,24.11705233179068
103,Starlin Castro,Marlins,2B,3900,6.68,5.88,5.76,39.86939583462365
104,Francisco Arcia,Angels,C,3800,6.28,6.65,5.34,35.0
105,Asdrubal Cabrera,Phillies,2B/SS,3800,7.48,6.5,7.6,41.38637093943835
106,Willy Adames,Rays,2B/SS,3800,6.8,5.67,5.86,35.0
107,Jason Heyward,Cubs,OF,3800,7.85,6.9,7.06,41.74002969203337
108,Willson Contreras,Cubs,C,3800,8.34,7.77,8.19,40.560092168991396
109,Brandon Belt,Giants,1B,3800,7.65,6.46,7.38,41.762413929213636
110,Josh Bell,Pirates,1B,3800,7.55,6.8,7.31,37.464168001493704
111,Derek Dietrich,Marlins,OF,3800,6.6,6.43,6.52,28.601379902816188
112,Gleyber Torres,Yankees,2B,3800,7.17,6.75,5.97,46.83223363980532
113,Lucas Duda,Royals,1B,3700,7.53,7.1,8.05,37.067746929325686
114,Brett Phillips,Royals,OF,3700,5.4,4.92,5.65,17.605709342560555
115,Manuel Margot,Padres,OF,3700,6.59,7.73,6.84,34.917280300994356
116,Jeimer Candelario,Tigers,3B,3700,8.01,7.78,7.46,35.50939450160229
117,Harrison Bader,Cardinals,OF,3700,6.64,5.72,5.78,23.771835604047713
118,Jeff McNeil,Mets,2B,3700,8.52,7.25,7.49,35.0
119,Dominic Smith,Mets,1B/OF,3700,6.59,6.39,5.97,16.999881023200473
120,Colin Moran,Pirates,3B,3700,6.9,6.47,6.16,21.27968255936512
121,Andrelton Simmons,Angels,SS,3600,7.27,6.7,6.57,32.259136475333946
122,Nick Ahmed,Diamondbacks,SS,3600,7.06,5.98,6.89,22.599684440166094
123,Justin Bour,Phillies,1B,3600,7.3,7.74,7.78,35.6582642151132
124,Erik Gonzalez,Indians,2B/3B,3600,6.09,5.67,4.96,7.233605555283878
125,Ji-Man Choi,Rays,1B,3600,8.06,6.53,7.45,17.023100936524454
126,Ryan O'Hearn,Royals,1B,3600,6.19,6.71,5.48,35.0
127,David Bote,Cubs,3B,3600,7.91,7.97,6.97,35.0
128,Steven Duggar,Giants,OF,3600,6.2,5.43,6.51,35.0
129,Dansby Swanson,Braves,SS,3600,6.09,5.5,6.19,28.405484110957595
130,Austin Romine,Yankees,C,3600,5.63,4.45,4.43,14.035577057028155
131,Brian Anderson,Marlins,3B/OF,3600,6.73,6.5,5.73,38.4568888888889
132,Jorge Alfaro,Phillies,C,3500,5.5,5.85,5.4,26.3948288
133,Kevin Kiermaier,Rays,OF,3500,7.51,7.84,7.68,35.92221024943311
134,Jose Iglesias,Tigers,SS,3500,7.55,7.3,7.51,24.402877413527044
135,Yadier Molina,Cardinals,C,3500,7.72,6.65,6.75,31.44302244291422
136,Kolten Wong,Cardinals,2B,3500,6.48,5.28,5.57,27.41298096001173
137,Gorkys Hernandez,Giants,OF,3500,5.55,5.57,5.03,15.14304389834068
138,Jack Reinheimer,Mets,3B/OF,3500,5.01,5.05,4.58,35.0
139,Buster Posey,Giants,C,3500,6.94,5.47,6.34,47.01505529307211
140,Neil Walker,Yankees,1B/2B,3500,6.83,6.45,5.64,39.95547978160685
141,Rafael Ortega,Marlins,OF,3500,7.49,7.15,6.38,21.461669953977648
142,Alex Avila,Diamondbacks,C,3400,6.41,7.15,6.32,25.886153581352477
143,Brock Holt,Red Sox,2B/SS,3400,5.43,6.16,5.8,26.559637188208608
144,Carlos Gomez,Rays,OF,3400,6.83,6.6,6.5,37.78807253204987
145,Matt Duffy,Rays,3B,3400,7.56,6.9,6.8,33.4159122085048
146,Mikie Mahtook,Tigers,OF,3400,6.96,5.73,6.96,24.373538347076696
147,Austin Jackson,Mets,OF,3400,6.97,5.56,5.98,41.92725361117047
148,Brandon Crawford,Giants,SS,3400,6.31,6.77,6.0,29.930280268433947
149,Joe Panik,Giants,2B,3400,6.53,6.19,6.55,35.49246719497061
150,Evan Longoria,Giants,3B,3400,6.68,5.78,5.97,53.250001288285716
151,Miguel Rojas,Marlins,3B/SS,3400,5.46,5.0,4.6,11.284473132526447
152,Austin Dean,Marlins,OF,3400,6.39,4.84,4.97,35.0
153,David Fletcher,Angels,2B/3B,3300,7.15,7.01,6.43,23.57551020408164
154,Taylor Ward,Angels,3B,3300,6.79,5.05,5.76,35.0
155,Brandon Guyer,Indians,OF,3300,6.42,7.56,6.12,18.828274314442037
156,Alex Gordon,Royals,OF,3300,6.77,6.54,6.86,41.30964898367827
157,Austin Slater,Giants,1B/OF,3300,5.91,5.79,5.01,24.548614958448763
158,Kaleb Cowart,Angels,3B,3200,6.63,5.89,5.33,8.335683391003464
159,Tony Wolters,Rockies,C,3200,5.98,6.37,6.2,16.892970521541947
160,Victor Martinez,Tigers,1B,3200,6.81,6.54,6.66,45.202889383140814
161,Matt Wieters,Nationals,C,3100,6.33,6.43,6.43,32.348502783517
162,Michael Perez,Rays,C,3100,6.23,5.12,5.01,35.0
163,Franmil Reyes,Padres,OF,3100,7.34,8.06,6.67,18.639349112426032
164,James McCann,Tigers,C,3100,6.08,6.95,6.69,22.969221571993483
165,Tyler Flowers,Braves,C,3100,6.45,5.41,6.34,23.049874318807937
166,Adeiny Hechavarria,Pirates,SS,3100,6.01,5.39,5.04,22.018031899817053
167,Magneuris Sierra,Marlins,OF,3100,4.85,5.09,4.61,35.0
168,Alcides Escobar,Royals,SS,3000,4.89,3.47,4.63,28.611413042136288
169,Victor Reyes,Tigers,OF,3000,5.65,6.34,5.53,7.2
170,Brandon Lowe,Rays,2B/OF,2900,6.89,6.6,6.24,35.0
171,Rosell Herrera,Royals,OF,2900,6.27,5.96,5.89,16.82663495838288
172,Hunter Dozier,Royals,1B/3B,2900,5.51,5.6,5.0,17.004553887670774
173,Wilmer Difo,Nationals,2B/3B,2800,6.03,6.17,5.88,15.128198770085303
174,Blake Swihart,Red Sox,C/OF,2800,5.04,5.83,5.39,20.446913580246914
175,Ronny Rodriguez,Tigers,2B/3B,2800,6.73,6.01,6.09,35.0
