,Name,Team,Position,Salary,DKFG,DKRoto,Var
0,Tyler Skaggs,Angels,SP,10200,20.99,17.73,97.15749822222223
1,Charlie Morton,Astros,SP,8800,18.91,15.32,118.41558412963043
2,Jon Gray,Rockies,SP,7500,13.76,11.61,159.17127283154431
3,James Shields,White Sox,SP,6000,10.39,11.57,125.04862584521713
4,Mike Trout,Angels,OF,5900,11.85,11.72,111.07023338615109
5,Alex Bregman,Astros,3B,5500,10.44,10.87,75.4547375529632
6,George Springer,Astros,OF,5200,9.67,10.08,78.08353453153651
7,Charlie Blackmon,Rockies,OF,5000,10.2,9.12,76.49112969392691
8,Jose Altuve,Astros,2B,5000,10.29,10.99,77.0313891423047
9,Nolan Arenado,Rockies,3B,5000,9.63,9.97,78.97590507270388
10,Carlos Gonzalez,Rockies,OF,4900,8.23,8.82,72.85603490803811
11,Trevor Story,Rockies,SS,4900,8.5,9.19,74.06121107266435
12,Josh Reddick,Astros,OF,4700,9.13,9.9,46.31634411106783
13,Kyle Tucker,Astros,OF,4600,8.52,7.8,12.25
14,Shohei Ohtani,Angels,OF,4300,8.63,8.87,38.0986920332937
15,Ian Desmond,Rockies,1B,4200,7.93,8.03,57.0469204152249
16,Justin Upton,Angels,OF,4200,9.65,8.7,69.37094993228295
17,Max Stassi,Astros,C,3900,7.29,6.8,22.355452917334343
18,Garrett Hampson,Rockies,2B,3900,7.09,6.4,30.25
19,Avisail Garcia,White Sox,OF,3900,8.33,7.92,46.67491151522998
20,Albert Pujols,Angels,1B,3700,8.25,6.32,93.13229168917435
21,Yoan Moncada,White Sox,2B,3700,7.37,5.67,54.83741296082704
22,Jose Abreu,White Sox,1B,3600,8.42,7.12,73.14940625611993
23,Kole Calhoun,Angels,OF,3600,8.81,8.03,49.59517389588176
24,Tim Anderson,White Sox,SS,3600,8.15,8.42,53.02060525795272
25,Gerardo Parra,Rockies,OF,3500,7.29,8.71,38.25049688372682
26,Andrelton Simmons,Angels,SS,3500,7.32,7.55,40.179005616622355
27,Marwin Gonzalez,Astros,OF/SS,3400,8.54,7.3,31.705095138803117
28,Leury Garcia,White Sox,OF,3300,7.69,6.09,20.60682132963989
29,Yolmer Sanchez,White Sox,3B,3200,6.35,5.89,31.947069943289232
30,Tom Murphy,Rockies,C,3100,6.39,6.62,24.84639053254438
31,Matt Davidson,White Sox,1B/3B,3100,7.06,7.0,40.802266684779454
32,David Fletcher,Angels,3B,3100,6.2,5.26,25.32362122788761
33,Luis Valbuena,Angels,1B/3B,3000,7.28,6.07,31.310935540705703
34,Omar Narvaez,White Sox,C,2900,5.43,5.64,22.26991541472036
35,Jose Briceno,Angels,C,2500,6.3,5.24,16.955017301038062
36,Adam Engel,White Sox,OF,2500,5.73,5.84,20.39542143600417
