,Name,Team,Position,Salary,DKFG,DKRoto,Var
0,Max Scherzer,Nationals,SP,13000,28.44,26.78,140.87434257778526
1,Clayton Kershaw,Dodgers,SP,11600,22.84,23.1,137.44531945962285
2,Zack Greinke,Diamondbacks,SP,11200,19.93,22.23,132.28239335725092
3,Mike Foltynewicz,Braves,SP,10500,18.03,17.78,125.60561541950119
4,Madison Bumgarner,Giants,SP,9600,14.73,18.25,119.43131889738986
5,Nick Pivetta,Phillies,SP,8500,18.43,18.03,110.0
6,Jhoulys Chacin,Brewers,SP,8000,10.11,10.53,98.29460426573942
7,Mike Montgomery,Cubs,SP,7000,14.11,11.0,80.50191622033184
8,Yovani Gallardo,Rangers,SP,6200,11.79,10.66,120.62667705214834
9,Felix Hernandez,Mariners,SP,6100,15.28,13.37,136.85426577565426
10,Tyler Mahle,Reds,SP,6000,7.93,8.04,110.0
11,Mookie Betts,Red Sox,OF,6000,10.93,10.84,79.08399363435424
12,CC Sabathia,Yankees,SP,5900,9.02,12.16,125.00811940202816
13,Javier Baez,Cubs,2B/SS,5800,10.63,8.51,63.47467909345038
14,J.D. Martinez,Red Sox,OF,5700,11.07,10.67,65.72407039886073
15,Pablo Lopez,Marlins,SP,5700,12.43,10.47,110.0
16,Brian Johnson,Red Sox,SP,5500,10.96,10.46,110.0
17,Bryce Harper,Nationals,OF,5400,10.42,9.53,67.66709355647768
18,Juan Soto,Nationals,OF,5300,9.77,8.96,78.01248699271592
19,A.J. Pollock,Diamondbacks,OF,5200,9.08,9.83,69.56692734080664
20,Trea Turner,Nationals,SS,5200,10.08,9.34,84.60947057242674
21,Rhys Hoskins,Phillies,OF,5200,11.12,9.07,74.8650018261505
22,Giancarlo Stanton,Yankees,OF,5100,10.92,10.9,75.69020448416053
23,Andrew Cashner,Orioles,SP,5100,8.85,10.08,93.80383063999994
24,Freddie Freeman,Braves,1B,5100,9.75,9.41,59.536965126297076
25,Manny Machado,Dodgers,SS,5000,9.16,8.33,65.88439227479866
26,Ozzie Albies,Braves,2B,5000,9.66,9.4,67.68461195180335
27,Aaron Hicks,Yankees,OF,4900,8.92,8.26,48.84173938618138
28,Didi Gregorius,Yankees,SS,4900,8.08,7.21,47.816842982090854
29,Andrew Benintendi,Red Sox,OF,4900,9.02,7.32,68.54896866539598
30,Rougned Odor,Rangers,2B,4900,10.02,9.23,60.725252712031406
31,J.T. Realmuto,Marlins,C,4900,8.87,7.22,52.94531578410375
32,Paul Goldschmidt,Diamondbacks,1B,4800,9.56,9.78,69.93615290357383
33,Adam Eaton,Nationals,OF,4800,8.98,8.01,46.20678200692058
34,Ben Zobrist,Cubs,2B/OF,4800,8.2,7.54,51.3172569977591
35,Christian Yelich,Brewers,OF,4800,6.77,6.51,51.35593158099615
36,Anthony Rendon,Nationals,3B,4700,9.46,8.61,57.34186472020217
37,Gleyber Torres,Yankees,2B,4700,8.92,7.74,56.327662255828606
38,Joey Gallo,Rangers,1B/OF,4700,10.25,9.07,64.84732222222235
39,Ian Kinsler,Red Sox,2B,4600,7.89,7.67,59.036134905774155
40,Anthony Rizzo,Cubs,1B,4600,8.75,8.51,62.99093436313259
41,Jean Segura,Mariners,SS,4600,8.43,8.4,54.12400633554471
42,Yasmani Grandal,Dodgers,C,4600,8.38,7.48,54.97118445483481
43,Daniel Murphy,Nationals,1B/2B,4500,8.28,7.77,49.982031859343074
44,Miguel Andujar,Yankees,3B,4500,8.25,7.26,52.25915722885422
45,Adam Jones,Orioles,OF,4500,8.57,7.96,56.88972480902485
46,Wil Myers,Padres,OF,4500,9.87,8.55,63.441140476874466
47,Willson Contreras,Cubs,C,4500,9.22,7.36,54.8423883808499
48,Nelson Cruz,Mariners,OF,4500,9.48,8.5,68.20764276021015
49,Denard Span,Mariners,OF,4500,7.95,8.38,46.705016378686416
50,Matt Adams,Nationals,1B/OF,4400,9.81,7.69,52.65355178482731
51,Joc Pederson,Dodgers,OF,4400,9.25,8.03,50.68120008800336
52,Odubel Herrera,Phillies,OF,4400,9.33,7.43,52.06404219124397
53,Asdrubal Cabrera,Phillies,2B/SS,4400,9.06,7.79,49.60883023287215
54,Nick Ahmed,Diamondbacks,SS,4300,6.95,6.0,42.08300032633654
55,Eduardo Escobar,Diamondbacks,3B/SS,4300,8.03,8.02,46.154417838096435
56,Elvis Andrus,Rangers,SS,4300,8.97,8.42,43.72781827766853
57,Hunter Renfroe,Padres,OF,4300,8.66,7.41,59.953066013672114
58,Randal Grichuk,Blue Jays,OF,4300,8.43,7.51,58.22628911136215
59,Mitch Haniger,Mariners,OF,4300,7.91,7.99,62.76570393843366
60,Derek Dietrich,Marlins,OF,4300,8.97,7.27,40.97868245790613
61,Robinson Chirinos,Rangers,C,4200,8.25,6.61,50.29265777797265
62,Robbie Erlin,Padres,SP,4200,11.49,10.79,82.30200050272911
63,Dee Gordon,Mariners,2B/OF,4200,7.87,7.4,54.33130067946972
64,Jesus Aguilar,Brewers,1B,4200,8.2,6.26,64.94516366103242
65,Nick Markakis,Braves,OF,4200,7.5,6.85,42.94572185917938
