,Name,Team,Position,Salary,DKFG,DKRoto,BATPred,Var
0,Max Scherzer,Nationals,SP,12600,28.22,25.65,27.26,139.56104561506564
1,Jacob deGrom,Mets,SP,12200,14.95,21.97,17.91,115.80900050879072
2,Aaron Nola,Phillies,SP,10600,17.53,24.7,18.1,108.93822006828013
3,Jack Flaherty,Cardinals,SP,10400,19.93,18.28,19.4,109.81024691358023
4,Carlos Carrasco,Indians,SP,10300,21.67,23.94,23.21,177.89850060937496
5,Walker Buehler,Dodgers,SP,10200,13.88,15.05,13.63,158.76275
6,Clay Buchholz,Diamondbacks,SP,10000,14.66,13.59,14.02,135.77483331115246
7,Cole Hamels,Cubs,SP,9800,13.61,19.51,13.17,119.8087888590712
8,Charlie Morton,Astros,SP,9500,21.1,21.24,20.13,116.54400313445612
9,Kyle Freeland,Rockies,SP,9200,14.48,13.83,14.43,85.61163243320885
10,Madison Bumgarner,Giants,SP,9000,19.01,20.22,19.31,118.24566158207122
11,Julio Teheran,Braves,SP,8200,13.21,17.94,15.5,107.85021121883663
12,Lance Lynn,Yankees,SP,7800,18.27,15.46,16.87,112.63365962463013
13,Thomas Pannone,Blue Jays,SP,7300,13.53,13.05,11.27,80.0
14,Kyle Gibson,Twins,SP,7200,9.8,11.77,8.15,109.99193194925027
15,Jakob Junis,Royals,SP,7100,16.54,15.79,16.04,72.5761776859504
16,Brian Johnson,Red Sox,SP,7000,11.74,14.59,10.15,93.90383872922442
17,Anthony DeSclafani,Reds,SP,6900,12.24,13.08,13.38,92.68349934253784
18,Edwin Jackson,Athletics,SP,6700,7.97,11.72,5.87,122.30298442232832
19,Mike Trout,Angels,OF,6000,10.01,9.99,10.33,74.12185406058619
20,J.D. Martinez,Red Sox,OF,5900,11.43,10.57,11.16,66.49523920343917
21,Junior Guerra,Brewers,SP,5900,13.86,14.22,14.08,74.62938081206748
22,Mookie Betts,Red Sox,OF,5800,11.51,10.06,10.61,79.9360529907795
23,Christian Yelich,Brewers,OF,5700,11.23,10.04,9.68,51.74455502365542
24,James Shields,White Sox,SP,5700,9.04,12.09,4.49,123.84258672209744
25,Justin Turner,Dodgers,3B,5600,10.59,8.26,10.63,44.009572224325524
26,Manny Machado,Dodgers,SS,5500,10.79,9.54,10.79,65.79429884976597
27,Jose Ramirez,Indians,3B,5500,10.21,10.33,11.04,68.75509280217292
28,Felix Hernandez,Mariners,SP,5500,17.16,17.04,14.88,137.5835046835938
29,Max Muncy,Dodgers,1B/3B,5400,11.27,9.44,10.11,47.917600000000064
30,Andrew Benintendi,Red Sox,OF,5300,10.33,9.5,9.68,67.35273826306128
31,Alex Bregman,Astros,3B/SS,5300,9.82,9.88,9.24,53.19067952249778
