,Name,Team,Position,Salary,DKFG,DKRoto,Var
58,Cesar Hernandez,Phillies,2B,4600,8.41,7.08,37.1261976254391
59,George Springer,Astros,OF,4600,8.75,9.64,66.08349477682796
60,Eric Thames,Brewers,1B/OF,4600,7.73,6.6,57.15121965169154
61,Yonder Alonso,Indians,1B,4600,8.04,7.27,42.64289205284317
62,Gregory Polanco,Pirates,OF,4600,7.12,7.51,53.9533438448522
63,Bartolo Colon,Rangers,SP,4500,12.04,8.97,128.84697660134103
64,Daniel Descalso,Diamondbacks,2B/3B,4500,7.32,6.18,31.045014840416247
65,Asdrubal Cabrera,Phillies,2B/SS,4500,8.31,7.11,49.65682225103575
66,Salvador Perez,Royals,C,4500,8.43,8.43,45.776119347086436
67,Avisail Garcia,White Sox,OF,4500,8.48,8.34,52.28961023184772
68,Justin Upton,Angels,OF,4500,8.52,7.55,63.48271080856889
69,Albert Pujols,Angels,1B,4500,7.98,6.45,72.06845221562916
70,Carlos Gonzalez,Rockies,OF,4500,7.97,8.24,73.83606473981423
71,Scooter Gennett,Reds,2B,4500,7.99,8.13,51.44728696808723
72,Matt Chapman,Athletics,3B,4500,8.63,8.79,59.41326463205168
73,Elvis Andrus,Rangers,SS,4400,7.45,7.26,43.73541801461311
74,Nick Markakis,Braves,OF,4400,8.05,7.31,42.646201816993226
75,Odubel Herrera,Phillies,OF,4400,8.05,6.49,52.21101254103203
76,Joey Votto,Reds,1B,4400,7.99,9.44,58.84380987248062
77,Brett Gardner,Yankees,OF,4400,9.04,8.49,51.80755096632555
78,Edwin Encarnacion,Indians,1B,4400,8.2,9.12,64.70785958067978
79,Trea Turner,Nationals,SS,4300,9.77,9.86,83.43328143502484
80,Carlos Santana,Phillies,1B,4300,8.3,7.73,52.30630543151857
82,Shohei Ohtani,Angels,OF,4300,7.73,8.07,45.79138321995465
83,Max Muncy,Dodgers,1B/3B,4300,8.13,7.39,46.564089759995
84,Gleyber Torres,Yankees,2B,4300,9.09,7.88,47.47738917353532
85,Michael Brantley,Indians,OF,4300,8.75,8.25,46.26462842777467
86,Jon Jay,Diamondbacks,OF,4200,7.79,8.42,31.75284558074913
87,Brian Anderson,Marlins,3B/OF,4200,8.25,8.11,39.626094674556214
88,Brandon Nimmo,Mets,OF,4200,8.08,7.11,48.58082686789235
89,Michael Conforto,Mets,OF,4200,8.45,7.58,58.340405843082685
90,Mitch Moreland,Red Sox,1B,4200,8.24,7.99,47.338677163854214
91,Whit Merrifield,Royals,2B/OF,4200,8.57,8.35,50.63655647382924
92,Yoan Moncada,White Sox,2B,4200,7.27,7.21,61.29386316295464
93,Jose Abreu,White Sox,1B,4200,8.91,8.51,61.90997613584894
94,Jean Segura,Mariners,SS,4200,7.94,6.84,54.14807298893776
95,Homer Bailey,Reds,SP,4200,10.83,10.65,148.80688720999407
96,Jesus Aguilar,Brewers,1B,4200,8.86,7.08,65.5858050230173
97,Chris Taylor,Dodgers,OF/SS,4200,8.88,7.9,55.58090294378807
98,Matt Kemp,Dodgers,OF,4200,9.23,7.35,63.92855351022079
99,Travis Shaw,Brewers,2B/3B,4200,8.38,6.44,62.21807137728267
100,Yasiel Puig,Dodgers,OF,4200,8.44,6.61,57.8013114203804
101,Lorenzo Cain,Brewers,OF,4200,8.31,7.09,53.04498013178418
102,Miguel Andujar,Yankees,3B,4200,8.11,6.32,53.27601232862154
103,Jonathan Schoop,Orioles,2B,4200,7.7,8.18,50.03509305407189
104,Eddie Rosario,Twins,OF,4200,8.64,7.39,62.502334504753065
105,Kyle Schwarber,Cubs,OF,4200,7.49,7.6,65.68452743464549
106,Jed Lowrie,Athletics,2B,4200,7.6,8.0,43.13451180341863
107,Adalberto Mondesi,Royals,2B/SS,4100,7.41,5.93,40.035923052396654
108,Tim Anderson,White Sox,SS,4100,8.18,8.37,52.335368705937455
109,Lucas Duda,Royals,1B,4100,8.83,7.84,53.802255999666436
110,C.J. Cron,Rays,1B,4100,8.05,7.31,55.36431957042085
111,Kole Calhoun,Angels,OF,4100,7.95,6.67,53.436826523545655
112,Yadier Molina,Cardinals,C,4100,8.0,6.9,39.3692249281597
113,Nelson Cruz,Mariners,OF,4100,8.48,7.36,68.31469935159845
114,Jeimer Candelario,Tigers,3B,4100,8.48,7.71,47.627973615916936
115,Adam Jones,Orioles,OF,4100,7.23,7.4,56.880775951814826
116,Randal Grichuk,Blue Jays,OF,4100,7.13,7.51,58.583490304709215
117,Matt Olson,Athletics,1B,4100,8.92,8.88,65.99677169421486
118,Ryan Zimmerman,Nationals,1B,4000,8.85,8.97,58.51286308915628
119,Maikel Franco,Phillies,3B,4000,7.75,6.8,58.37912049790823
120,Matt Davidson,White Sox,1B/3B,4000,7.59,7.74,64.92284111177177
121,Andrelton Simmons,Angels,SS,4000,7.2,5.79,36.401492879631405
122,Ryne Stanek,Rays,RP,4000,15.49,8.21,24.30179376714677
123,Trevor Story,Rockies,SS,4000,8.03,6.86,70.1673877771769
124,Evan Gattis,Astros,C,4000,8.06,6.72,60.34303256986226
125,Jason Heyward,Cubs,OF,4000,7.48,7.58,47.61689326167262
126,Robinson Chirinos,Rangers,C,3900,6.11,5.93,49.845852616589575
127,Ender Inciarte,Braves,OF,3900,7.33,6.66,44.503167850784074
128,Starlin Castro,Marlins,2B,3900,8.23,8.28,46.66018077309638
129,Johan Camargo,Braves,3B/SS,3900,7.62,6.66,39.700474518730005
130,Daniel Murphy,Nationals,1B/2B,3900,7.52,6.91,49.14548175425298
131,Ian Desmond,Rockies,1B,3900,7.73,6.99,51.15983399364565
132,Yairo Munoz,Cardinals,2B/SS,3900,6.85,4.27,43.099365234375
133,Mitch Haniger,Mariners,OF,3900,7.34,6.57,63.63269054178143
134,Dee Gordon,Mariners,2B/OF,3900,7.97,6.61,54.32982678137411
135,Jose Peraza,Reds,SS,3900,7.97,8.08,43.19364673115282
136,Mike Moustakas,Brewers,3B,3900,9.52,7.36,48.4595287532936
137,Neil Walker,Yankees,1B/2B,3900,7.16,7.08,48.03378808050734
138,Teoscar Hernandez,Blue Jays,OF,3900,7.32,7.59,63.0
139,Curtis Granderson,Blue Jays,OF,3900,8.04,7.44,65.58880847680608
140,Ronald Guzman,Rangers,1B,3800,6.32,6.51,44.17657426694439
141,Adrian Beltre,Rangers,3B,3800,7.29,7.39,58.01954559702868
142,Justin Bour,Marlins,1B,3800,6.99,6.81,53.23984586164039
143,Paul DeJong,Cardinals,SS,3800,7.9,8.21,53.751586647065174
144,Josh Reddick,Astros,OF,3800,8.3,6.97,55.04962231226133
145,Tucker Barnhart,Reds,C,3800,6.55,6.41,29.304674516944623
146,Phillip Ervin,Reds,OF,3800,7.04,6.74,37.34413223140494
147,Justin Smoak,Blue Jays,1B,3800,7.99,7.16,49.669219264700615
148,Cameron Maybin,Marlins,OF,3700,7.51,6.16,45.530286997965575
149,Leury Garcia,White Sox,OF,3700,7.68,7.64,34.65351450497548
150,Yolmer Sanchez,White Sox,3B,3700,6.47,5.71,35.446878647038275
151,Jorge Bonifacio,Royals,OF,3700,7.53,6.97,38.55709342560552
152,Denard Span,Mariners,OF,3700,7.42,6.43,46.67055170868698
153,Kyle Tucker,Astros,OF,3700,6.8,5.41,36.515555555555565
154,Niko Goodrum,Tigers,2B/OF,3700,8.56,7.66,49.21082899305552
155,Jose Iglesias,Tigers,SS,3700,6.44,5.5,31.37437906875815
156,Brian Dozier,Twins,2B,3700,7.28,6.4,57.1821056605307
157,Melky Cabrera,Indians,OF,3700,6.79,5.23,45.43413806228371
158,David Freese,Pirates,1B/3B,3700,7.34,6.21,38.050424338851684
159,Nick Martini,Athletics,OF,3700,7.14,7.11,46.40830449826992
160,Marcus Semien,Athletics,SS,3700,6.52,7.04,43.378986501978005
161,Kendrys Morales,Blue Jays,1B,3700,7.47,6.57,59.71292320750993
162,Stephen Piscotty,Athletics,OF,3700,7.14,7.48,49.05634353741493
163,Dustin Fowler,Athletics,OF,3700,6.69,5.45,53.32813759742008
164,Aledmys Diaz,Blue Jays,SS,3700,6.0,6.32,50.07712063820018
165,Jose Bautista,Mets,3B/OF,3600,7.19,6.96,62.92941780666301
166,Francisco Arcia,Angels,C,3600,5.43,4.23,30.25
167,Daniel Robertson,Rays,2B/SS,3600,7.15,7.08,34.77892488430049
168,Ryon Healy,Mariners,1B,3600,6.68,5.6,62.9744188267251
169,J.D. Davis,Astros,1B/3B,3600,7.32,5.51,33.0493435943866
170,Jim Adduci,Tigers,1B,3600,7.7,7.3,29.489231043075844
171,Josh Harrison,Pirates,2B,3600,7.43,5.75,44.92866941015107
172,Yangervis Solarte,Blue Jays,2B/3B,3600,6.73,6.49,49.23044745057202
173,Alex Avila,Diamondbacks,C,3500,6.23,7.25,40.307099384132435
174,Kurt Suzuki,Braves,C,3500,7.69,6.87,38.55757896691792
175,Dansby Swanson,Braves,SS,3500,6.41,5.5,38.39700943878609
176,Miguel Rojas,Marlins,3B/SS,3500,6.72,5.46,25.97833625853437
177,Eduardo Nunez,Red Sox,2B/3B,3500,6.87,6.48,49.4888353489543
178,Rosell Herrera,Royals,OF,3500,7.46,7.15,26.56147271531888
179,Omar Narvaez,White Sox,C,3500,5.4,4.27,22.026311773144933
180,Kevin Kiermaier,Rays,OF,3500,7.27,7.36,52.02219810230746
181,David Fletcher,Angels,3B,3500,6.2,4.18,28.07638888888889
182,Marcell Ozuna,Cardinals,OF,3500,7.73,7.41,52.51227052833422
183,Max Kepler,Twins,OF,3500,6.41,5.81,55.49233886574232
184,Jason Kipnis,Indians,2B,3500,6.91,7.2,53.09573518005543
185,Francisco Cervelli,Pirates,C,3500,7.05,6.59,34.03403263999998
186,Addison Russell,Cubs,SS,3500,6.55,6.0,45.36426899063481
187,Jose Martinez,Cardinals,1B,3400,7.78,6.37,57.08988642509457
188,Ben Gamel,Mariners,OF,3400,6.4,4.54,38.267649382361405
189,Chris Davis,Orioles,1B,3400,6.45,7.11,65.29085019316089
190,Austin Romine,Yankees,C,3400,6.55,4.45,29.087732289070754
191,Mark Trumbo,Orioles,OF,3400,6.71,7.1,60.480484220752366
192,Trey Mancini,Orioles,1B/OF,3400,6.22,6.19,55.4996587355756
193,Jorge Polanco,Twins,SS,3400,6.75,5.91,39.050010130965816
194,Miguel Sano,Twins,1B/3B,3400,6.56,6.25,58.88581714889671
195,Joe Mauer,Twins,1B,3400,7.06,6.12,45.47465903423084
196,Scott Kingery,Phillies,SS,3300,7.13,4.18,29.569599999999994
197,Carlos Gomez,Rays,OF,3300,7.28,5.85,54.28566378193958
198,Gerardo Parra,Rockies,OF,3300,6.57,5.95,42.57114299348764
199,Dexter Fowler,Cardinals,OF,3300,6.89,5.54,50.647903775807656
200,Billy Hamilton,Reds,OF,3300,6.38,6.93,59.595702892078236
201,Tim Beckham,Orioles,3B/SS,3300,7.0,7.71,45.54403979238762
202,Logan Morrison,Twins,1B,3300,7.09,6.42,47.50458638176055
203,Jordy Mercer,Pirates,SS,3300,6.07,5.85,35.081946721439984
204,Russell Martin,Blue Jays,C,3300,6.9,6.34,47.028270514374135
205,Brandon Drury,Blue Jays,2B/3B,3300,5.4,5.04,44.073480587760955
206,Martin Prado,Marlins,3B,3200,7.09,6.46,41.927323922077285
207,Wilmer Flores,Mets,1B/3B,3200,8.14,8.17,44.76943726593072
208,Matt Duffy,Rays,3B,3200,7.88,5.88,40.788695987654364
209,Adeiny Hechavarria,Rays,SS,3200,6.18,5.39,29.57978449050086
210,Luis Valbuena,Angels,1B/3B,3200,6.43,6.04,42.76414352099699
211,Harrison Bader,Cardinals,OF,3200,6.58,5.32,42.54816866728228
212,Tom Murphy,Rockies,C,3200,6.04,5.29,50.79065743944636
213,Mason Williams,Reds,OF,3200,5.99,5.68,30.214285714285715
214,Victor Martinez,Tigers,1B,3200,7.3,6.79,49.075651211404235
215,Victor Reyes,Tigers,OF,3200,5.97,5.95,22.309155766944126
216,Logan Forsythe,Dodgers,2B/3B,3200,6.92,5.32,41.90747887812964
217,Jose Osuna,Pirates,1B/OF,3200,7.64,6.22,35.44921875
218,Jeff McNeil,Mets,2B/3B,3100,7.79,6.68,14.16
219,Alex Gordon,Royals,OF,3100,6.42,7.08,45.483774984358185
220,Willy Adames,Rays,2B/SS,3100,6.07,5.1,23.21484375
221,Mike Zunino,Mariners,C,3100,6.15,5.51,48.23511553381669
222,Marwin Gonzalez,Astros,OF/SS,3100,7.34,5.9,40.593889483860686
223,Sean Rodriguez,Pirates,2B/OF,3100,6.37,4.93,35.37927793875794
224,Devin Mesoraco,Mets,C,3000,6.58,6.37,46.545045618294154
225,Matt Wieters,Nationals,C,3000,5.85,5.24,48.431633690828235
226,Amed Rosario,Mets,SS,3000,7.32,7.84,38.0948591820988
227,Adam Engel,White Sox,OF,3000,6.39,6.31,33.501634349030525
228,Max Stassi,Astros,C,3000,6.39,5.44,36.39986024980345
229,Austin Barnes,Dodgers,C,3000,6.44,5.76,29.110068168786693
230,Sandy Leon,Red Sox,C,2900,5.97,4.64,38.15316290130807
231,Caleb Joseph,Orioles,C,2900,5.11,4.75,36.13444378346213
232,Jonathan Lucroy,Athletics,C,2900,5.8,5.54,44.283267671435574
233,James McCann,Tigers,C,2800,6.54,6.17,39.4232451856194
234,Brandon Dixon,Reds,1B/2B,2800,7.56,5.4,10.126721763085396
235,Erik Kratz,Brewers,C,2800,6.55,5.63,32.435165405273445
236,Orlando Arcia,Brewers,SS,2800,5.84,5.1,37.15283719376679
237,Joey Rickard,Orioles,OF,2800,5.42,5.52,39.267239719192645
238,Jake Cave,Twins,OF,2800,5.95,5.58,66.98615916955018
239,Alcides Escobar,Royals,SS,2700,5.48,5.06,32.749346268078696
240,Jesus Sucre,Rays,C,2700,5.69,4.64,25.69568914427066
241,Greg Allen,Indians,OF,2700,5.68,5.63,26.74775510204081
242,Roberto Perez,Indians,C,2600,5.25,5.38,33.49421030739711
243,Andrew Romine,Mariners,2B/SS,2500,4.66,3.26,21.8707236546292
