,Name,Team,Position,Salary,DKFG,DKRoto,Var
30,Jed Lowrie,Athletics,2B,5200,9.2,7.99,47.299696453209975
31,Manny Machado,Dodgers,SS,5100,10.29,9.81,71.60048168772654
32,Ozzie Albies,Braves,2B,5100,8.96,7.92,69.30562499999999
33,Matt Chapman,Athletics,3B,5100,9.12,8.92,51.177514792899416
34,Xander Bogaerts,Red Sox,SS,5000,7.95,8.8,53.33306499723279
35,Bryce Harper,Nationals,OF,5000,9.28,9.56,88.03941603742416
36,Matt Olson,Athletics,1B,4900,10.19,10.1,45.709357277882795
37,Brandon Nimmo,Mets,OF,4900,8.25,8.03,28.691402803646703
38,J.T. Realmuto,Marlins,C,4900,8.07,6.65,51.250060092542526
39,Lucas Giolito,White Sox,SP,4800,10.76,11.13,116.31230142332417
40,Mallex Smith,Rays,OF,4800,7.44,6.74,41.29805901087675
41,A.J. Pollock,Diamondbacks,OF,4800,9.19,8.86,61.8297912975204
42,Chris Taylor,Dodgers,OF/SS,4700,9.64,8.27,47.755373961218844
43,Juan Soto,Nationals,OF,4700,8.48,7.46,87.73444444444445
44,Matt Kemp,Dodgers,OF,4600,9.74,8.25,67.6472892937273
45,Stephen Piscotty,Athletics,OF,4600,9.51,7.88,59.992066115702464
46,Marcus Semien,Athletics,SS,4600,9.1,9.42,45.12524245235285
47,C.J. Cron,Rays,1B,4600,8.36,7.72,43.26164471342114
48,Justin Upton,Angels,OF,4600,8.28,8.02,67.33016162576419
49,Adam Eaton,Nationals,OF,4600,8.79,7.06,62.45602790083891
50,Freddie Freeman,Braves,1B,4500,8.83,6.92,66.15294295562454
51,Brian Dozier,Twins,2B,4500,8.13,7.95,72.67477420408684
52,Justin Smoak,Blue Jays,1B,4500,9.59,9.03,36.127096105932075
53,Avisail Garcia,White Sox,OF,4500,8.5,8.11,45.355212031713116
54,Jose Altuve,Astros,2B,4500,9.77,9.5,75.10101044060833
55,Antonio Senzatela,Rockies,SP,4500,10.75,8.74,64.55472615576845
56,Eric Thames,Brewers,1B/OF,4500,7.63,8.38,55.56333298625572
57,Jean Segura,Mariners,SS,4500,8.79,8.58,61.390191516907166
58,Michael Conforto,Mets,OF,4500,8.39,8.04,54.621337890625
59,Trea Turner,Nationals,SS,4500,9.38,9.09,105.90754686748915
60,Yoan Moncada,White Sox,2B,4400,8.73,8.56,59.027364663890545
61,Paul Goldschmidt,Diamondbacks,1B,4400,9.18,9.21,88.34622764293094
62,Starling Marte,Pirates,OF,4400,8.56,6.76,74.51312909617437
63,Joe Mauer,Twins,1B,4300,7.72,7.5,63.51199809904718
64,Mitch Moreland,Red Sox,1B,4300,8.21,7.67,39.601920376213634
65,Jose Abreu,White Sox,1B,4300,9.28,9.07,70.18517994567678
66,Randal Grichuk,Blue Jays,OF,4300,8.45,7.0,44.943616
67,Daniel Palka,White Sox,OF,4300,8.34,7.28,42.42585829072315
68,Teoscar Hernandez,Blue Jays,OF,4300,8.81,7.91,54.20640625
69,Kevin Kiermaier,Rays,OF,4300,8.47,9.25,48.26316838732645
70,Jesus Aguilar,Brewers,1B,4300,7.57,7.72,30.531674569769308
71,Albert Pujols,Angels,1B,4300,7.27,7.2,90.80649001528285
72,Ian Kinsler,Angels,2B,4300,6.6,6.66,73.80793153728085
73,Shohei Ohtani,Angels,OF,4300,7.61,7.79,35.25390625
74,David Peralta,Diamondbacks,OF,4300,8.62,8.27,56.46919121956417
75,Wil Myers,Padres,OF,4300,8.37,7.9,65.40569327929116
76,Daniel Descalso,Diamondbacks,2B/3B,4300,7.24,6.23,20.124696433389946
77,Mark Reynolds,Nationals,1B,4300,7.18,6.45,49.37313814738079
78,Tim Anderson,White Sox,SS,4200,7.57,6.95,56.6235462897958
79,Garrett Hampson,Rockies,2B,4200,8.04,8.64,25.0
80,Jonathan Schoop,Orioles,2B,4200,8.23,7.62,46.92044296548802
81,Matt Duffy,Rays,3B,4200,8.18,5.78,43.671817698272726
82,Lorenzo Cain,Brewers,OF,4200,7.88,7.23,62.9592210453697
83,Denard Span,Mariners,OF,4200,7.51,7.04,59.91074546944415
84,Mitch Haniger,Mariners,OF,4200,8.68,7.76,48.30824397240625
85,Andrelton Simmons,Angels,SS,4200,6.86,6.31,40.239716446124774
86,Jose Bautista,Mets,3B/OF,4200,7.36,7.09,63.35674431961116
87,Brian Anderson,Marlins,3B/OF,4200,8.04,7.97,52.5625
88,Jorge Polanco,Twins,SS,4100,6.68,7.64,55.5147137866165
89,Max Kepler,Twins,OF,4100,6.9,7.21,46.04084317864093
90,Kendrys Morales,Blue Jays,1B,4100,8.93,8.32,50.1008513765617
91,Ryne Stanek,Rays,RP,4100,17.09,7.9,23.929138928444285
92,Travis Shaw,Brewers,3B,4100,6.88,7.32,57.3265306122449
93,Kole Calhoun,Angels,OF,4100,7.67,8.19,55.40731528068291
94,Daniel Murphy,Nationals,1B/2B,4100,8.17,6.77,51.35369246942633
95,Nick Markakis,Braves,OF,4000,7.04,6.3,54.629489619377175
96,John Axford,Blue Jays,RP,4000,13.53,8.1,21.766657360014378
97,Evan Gattis,Astros,C,4000,8.45,7.23,54.097696603822314
98,Ariel Jurado,Rangers,SP,4000,5.54,11.34,0.0
99,Brett Anderson,Athletics,SP,4000,10.33,7.02,121.58487244897968
100,Ji-Man Choi,Rays,1B,4000,7.93,6.44,12.826392644672794
101,Nelson Cruz,Mariners,OF,4000,9.48,8.44,79.133988093735
102,Ryon Healy,Mariners,1B,4000,7.71,7.87,54.815169167856176
103,Hunter Renfroe,Padres,OF,4000,7.41,7.49,56.760863417852775
104,Ketel Marte,Diamondbacks,2B/SS,4000,6.95,6.85,37.390217683418435
105,Gregory Polanco,Pirates,OF,4000,7.61,6.88,60.72898272954829
106,Logan Morrison,Twins,1B,3900,7.44,7.87,42.341231561319034
107,Curtis Granderson,Blue Jays,OF,3900,9.76,9.33,67.75451586572798
108,Aledmys Diaz,Blue Jays,SS,3900,7.15,6.29,46.045918367346935
109,Kyle Tucker,Astros,OF,3900,7.47,5.28,26.265625
110,Josh Reddick,Astros,OF,3900,8.4,8.41,44.13295334660768
111,Tom Murphy,Rockies,C,3900,7.75,6.12,15.123456790123456
112,Andrew McCutchen,Giants,OF,3900,7.07,7.32,79.0720574802157
113,Dee Gordon,Mariners,2B/OF,3900,8.47,8.17,56.83662793622052
114,Corey Dickerson,Pirates,OF,3900,8.64,5.65,52.17445074564167
115,Starlin Castro,Marlins,2B,3900,7.65,7.49,47.115159591460454
116,Johan Camargo,Braves,3B/SS,3800,7.4,6.42,31.04081632653061
117,Mitch Garver,Twins,C,3800,6.38,5.65,24.57627885921231
118,Rafael Devers,Red Sox,3B,3800,8.01,6.24,51.1225
119,Yangervis Solarte,Blue Jays,2B/3B,3800,8.12,7.3,42.090641348940494
120,Joey Gallo,Rangers,1B/OF,3800,6.91,6.67,53.653292222808226
121,Adam Jones,Orioles,OF,3800,7.55,6.94,58.979548990369345
122,Christian Villanueva,Padres,3B,3800,6.64,6.64,50.539173553719
123,Cameron Maybin,Marlins,OF,3800,7.17,5.69,44.553732297983494
124,Dansby Swanson,Braves,SS,3700,6.26,5.29,37.47188775510204
125,Yolmer Sanchez,White Sox,3B,3700,8.15,7.47,34.111641646849
126,Elvis Andrus,Rangers,SS,3700,6.56,6.31,55.02509977700575
127,Rougned Odor,Rangers,2B,3700,6.72,7.1,57.6113495871092
128,Adeiny Hechavarria,Rays,SS,3700,6.27,6.11,24.34421123737902
129,Brandon Crawford,Giants,SS,3700,6.68,7.25,38.310290111952455
130,Steven Duggar,Giants,OF,3700,6.36,6.75,59.51020408163265
131,Jose Reyes,Mets,3B/SS,3700,6.56,6.41,83.3574653260359
132,Wilmer Flores,Mets,1B/3B,3700,7.81,7.69,31.431530104119517
133,Justin Bour,Marlins,1B,3700,6.84,5.5,45.20649084539626
134,Ender Inciarte,Braves,OF,3600,6.58,4.85,53.879982178658956
135,Noel Cuevas,Rockies,OF,3600,7.97,8.25,7.7722681359045
136,Mark Trumbo,Orioles,OF,3600,7.31,7.2,53.64713825896588
137,Tim Beckham,Orioles,3B,3600,7.85,7.31,46.28585405883096
138,Jace Peterson,Orioles,3B/OF,3600,5.93,5.42,26.47410329461612
139,Alen Hanson,Giants,2B/OF,3600,7.68,7.59,14.845155709342563
140,Kyle Seager,Mariners,3B,3600,8.38,8.63,53.2648305588585
141,Amed Rosario,Mets,SS,3600,7.78,7.28,27.878400000000006
142,Miguel Sano,Twins,1B/3B,3500,7.85,6.66,65.22989638388724
143,Jake Cave,Twins,OF,3500,6.69,6.64,33.2318339100346
144,Jurickson Profar,Rangers,3B/SS,3500,5.79,5.78,30.005274047628703
145,Hunter Pence,Giants,OF,3500,5.4,5.21,62.52922963989084
146,Evan Longoria,Giants,3B,3500,6.3,5.98,63.83828180814184
147,Buster Posey,Giants,C,3500,6.85,8.02,63.05754942019722
148,David Fletcher,Angels,3B,3500,5.86,5.82,25.0
149,Manuel Margot,Padres,OF,3500,7.3,6.99,36.5102700373456
151,Tyler Flowers,Braves,C,3400,7.2,6.39,26.72919798353943
152,Marwin Gonzalez,Astros,OF/SS,3400,7.67,6.45,33.444977353186175
153,Jonathan Lucroy,Athletics,C,3400,7.3,7.2,43.58378703027353
154,Trey Mancini,Orioles,1B/OF,3400,6.88,7.06,47.51523803974128
155,Pablo Sandoval,Giants,1B/3B,3400,5.72,5.88,45.92600717248989
156,Devin Mesoraco,Mets,C,3400,6.38,5.53,29.56069486618177
157,Martin Prado,Marlins,3B,3400,6.58,6.55,47.95316935767818
158,Russell Martin,Blue Jays,C,3300,7.48,6.15,50.99599940477553
159,Max Stassi,Astros,C,3300,7.16,6.16,16.431441326530617
160,Austin Barnes,Dodgers,C,3200,6.86,5.88,10.633270321361056
161,Yasiel Puig,Dodgers,OF,3200,8.81,7.4,57.1104081632653
162,Jeff McNeil,Mets,3B,3200,7.74,5.75,6.25
163,Miguel Rojas,Marlins,3B/SS,3200,6.09,4.67,13.923382965644427
164,Sandy Leon,Red Sox,C,3100,6.04,6.26,31.34526488919668
165,Robinson Chirinos,Rangers,C,3100,5.14,5.69,32.229805546059644
166,Ronald Guzman,Rangers,1B,3100,5.29,4.02,39.905413444378354
167,Chris Davis,Orioles,1B,3100,6.97,7.16,57.506944444444436
168,Caleb Joseph,Orioles,C,3100,5.58,4.6,21.697253617546775
169,Mike Zunino,Mariners,C,3100,6.98,7.37,32.445704154128535
170,Freddy Galvis,Padres,SS,3100,5.57,5.49,30.895539694400775
171,Eric Hosmer,Padres,1B,3100,6.55,6.35,57.133608360084686
172,Jose Pirela,Padres,2B/OF,3100,6.4,6.8,35.907036836728565
173,Adrian Beltre,Rangers,3B,3000,6.16,5.8,62.43504874801282
174,Austin Hedges,Padres,C,3000,5.49,5.66,25.0
175,Francisco Cervelli,Pirates,C,3000,6.73,5.8,32.608278182629384
176,Josh Harrison,Pirates,2B,3000,6.01,5.8,39.04783001609028
177,Colin Moran,Pirates,3B,3000,6.85,6.34,30.15685147945992
178,Adam Engel,White Sox,OF,2900,6.05,5.25,22.1841
179,Jordy Mercer,Pirates,SS,2900,5.48,4.71,30.105780896668392
180,Carlos Tocci,Rangers,OF,2800,4.0,4.49,4.225308641975308
182,Guillermo Heredia,Mariners,OF,2700,5.58,4.54,19.81898491083676
