,Name,Team,Position,Salary,DKFG,DKRoto,Var
128,Tim Anderson,White Sox,SS,3800,7.28,6.02,51.57580246913577
129,Albert Pujols,Angels,1B,3800,8.72,8.0,71.90179494613359
130,Robinson Cano,Mariners,2B,3800,7.81,6.31,56.48837131550211
131,Freddy Galvis,Padres,SS,3800,5.85,5.49,40.73608612072279
132,Tyler Austin,Twins,1B,3800,10.05,8.95,67.55951909102924
133,Dansby Swanson,Braves,SS,3700,6.08,5.19,38.0756638466429
134,Derek Dietrich,Marlins,OF,3700,8.36,8.07,40.716328166351474
135,Brian Anderson,Marlins,3B/OF,3700,8.22,7.76,38.28156956004753
136,Yoan Moncada,White Sox,2B,3700,8.76,8.81,59.48387641968629
138,Joe Panik,Giants,2B,3700,7.54,6.97,39.95345175107085
139,Dee Gordon,Mariners,2B/OF,3700,6.42,5.02,53.99726209192904
140,Ryon Healy,Mariners,1B,3700,7.8,6.0,61.77608888545961
141,Ketel Marte,Diamondbacks,2B/SS,3700,6.95,5.69,37.335428994082896
142,Josh Harrison,Pirates,2B,3700,6.58,6.13,44.69305621653776
143,Rafael Ortega,Marlins,OF,3600,7.71,7.19,29.37136423343966
145,Yolmer Sanchez,White Sox,3B,3600,8.26,7.16,35.18334487534632
146,Kolten Wong,Cardinals,2B,3600,6.38,4.27,38.931411979007024
147,Mike Zunino,Mariners,C,3600,6.99,4.99,49.30399693926577
148,Austin Hedges,Padres,C,3600,6.1,5.94,42.599019875691575
149,Joe Mauer,Twins,1B,3600,7.8,7.66,45.37242135291084
150,Jim Adduci,Tigers,1B,3600,9.07,6.79,30.85187145557661
151,Willson Contreras,Cubs,C,3600,6.95,5.58,54.013883104262064
152,Ian Desmond,Rockies,1B,3500,6.73,6.06,50.8656212373245
153,Matt Duffy,Rays,3B,3500,7.91,7.08,40.034686090877535
154,Curt Casali,Reds,C,3500,6.84,6.58,40.66867684548122
155,Kyle Seager,Mariners,3B,3500,7.1,6.27,55.1603292288124
156,Mitch Garver,Twins,C,3500,7.96,6.85,42.09214782864423
157,David Fletcher,Angels,2B/3B,3400,8.75,7.9,35.0
158,Adeiny Hechavarria,Pirates,SS,3400,5.87,4.48,29.681767191475764
159,Matt Wieters,Nationals,C,3300,6.74,5.61,48.26114829932015
160,Miguel Rojas,Marlins,3B/SS,3300,6.31,5.98,26.135671915825238
161,Magneuris Sierra,Marlins,OF,3300,5.7,6.38,35.0
162,Carlos Gomez,Rays,OF,3300,7.23,5.53,54.26434190875038
163,Alex Gordon,Royals,OF,3300,7.72,7.66,45.53042085811492
164,Rosell Herrera,Royals,OF,3300,7.18,7.54,24.03402366863906
165,Cameron Maybin,Mariners,OF,3300,7.1,6.62,45.10091887735505
166,Victor Martinez,Tigers,1B,3300,7.46,6.8,48.956187360067815
167,Ehire Adrianza,Twins,SS,3300,6.8,5.59,28.210545552270965
168,Mikie Mahtook,Tigers,OF,3300,7.41,6.38,39.778095733610776
169,Addison Russell,Cubs,SS,3300,6.0,4.49,44.60316271745121
170,Johnny Field,Twins,OF,3200,7.31,6.18,46.004108996539756
171,Victor Reyes,Tigers,OF,3200,6.22,5.75,21.100913343729104
172,Alcides Escobar,Royals,SS,3100,5.75,5.45,32.87736601970356
173,Sandy Leon,Red Sox,C,3000,6.07,5.56,37.13201827465738
174,Rene Rivera,Angels,C,3000,7.66,7.23,33.39475563717993
175,Carlos Tocci,Rangers,OF,3000,5.28,5.65,35.0
176,Brandon Dixon,Reds,1B/OF,2900,7.84,6.41,35.0
177,John Ryan Murphy,Diamondbacks,C,2900,5.69,5.62,28.772655489453825
178,Ronny Rodriguez,Tigers,2B/3B,2900,7.45,4.96,35.0
179,Erik Kratz,Brewers,C,2800,6.31,4.32,31.785339187327814
180,James McCann,Tigers,C,2800,6.53,5.66,39.075357696367995
181,Guillermo Heredia,Mariners,OF,2600,5.78,3.54,23.351888448197275
