,Name,Team,Position,Salary,DKFG,DKRoto,Var
0,Mike Foltynewicz,Braves,SP,11100,19.0,18.55,126.53664796596365
1,David Price,Red Sox,SP,9800,16.7,19.2,128.22723889185352
2,Rich Hill,Dodgers,SP,9300,15.62,22.05,136.47460978996088
3,Madison Bumgarner,Giants,SP,9000,18.24,21.22,118.28598108475796
4,Zack Godley,Diamondbacks,SP,8700,23.16,18.91,116.23841508125248
5,Andrew Heaney,Angels,SP,8500,14.87,13.63,102.71081212175147
6,Miles Mikolas,Cardinals,SP,8300,13.34,15.82,108.52179387261488
7,Joe Musgrove,Pirates,SP,7800,13.65,15.81,80.33065491675337
8,Tyler Glasnow,Rays,SP,7200,11.11,10.63,50.07953318012065
9,Antonio Senzatela,Rockies,SP,7000,12.51,12.97,66.6931862745098
10,Wei-Yin Chen,Marlins,SP,6900,10.24,9.82,75.10673612356126
11,Wade Miley,Brewers,SP,6700,10.48,10.31,114.06535790437773
12,Matt Harvey,Reds,SP,6500,11.33,10.9,134.92160944
13,Mookie Betts,Red Sox,OF,6300,11.2,10.32,80.53968288094582
14,Dylan Covey,White Sox,SP,6300,13.43,10.56,80.0
15,Tyler Chatwood,Cubs,SP,6300,12.16,13.46,102.37414213988924
16,Brad Keller,Royals,SP,6100,12.39,12.01,80.0
17,J.D. Martinez,Red Sox,OF,5800,10.78,9.75,66.77286092757517
18,Andrew Benintendi,Red Sox,OF,5600,9.85,9.04,68.86204355564624
19,Freddie Freeman,Braves,1B,5400,9.6,9.13,59.11577582425986
20,Erasmo Ramirez,Mariners,SP,5400,13.23,13.27,83.04422078159237
21,Clayton Richard,Padres,SP,5300,12.97,12.03,106.4039733840304
22,Paul Goldschmidt,Diamondbacks,1B,5300,9.61,10.11,69.99465756186805
23,Matt Carpenter,Cardinals,1B/3B,5200,8.92,8.28,54.419092044981326
24,Ryan Carpenter,Tigers,SP,5200,10.76,10.8,80.0
25,Justin Upton,Angels,OF,5100,10.87,9.91,63.7659552826669
26,Bryce Harper,Nationals,OF,5000,9.83,8.44,67.59556727335409
27,Javier Baez,Cubs,2B/SS,4900,8.87,8.07,64.20205245543308
28,Nick Markakis,Braves,OF,4800,8.0,6.53,43.014567329236066
29,Ozzie Albies,Braves,2B,4800,9.06,8.04,64.90397923875429
30,Xander Bogaerts,Red Sox,SS,4800,8.24,7.93,48.684553564083885
31,Eugenio Suarez,Reds,3B,4800,8.77,6.69,55.41717553741482
32,Cody Bellinger,Dodgers,1B/OF,4800,8.34,7.46,76.24177394009617
33,Ryan Zimmerman,Nationals,1B,4700,10.46,7.84,59.27941848390458
34,Juan Soto,Nationals,OF,4700,9.25,7.29,71.48593864134405
35,Jurickson Profar,Rangers,3B/SS,4700,7.75,7.0,36.634081196581285
36,Manny Machado,Dodgers,SS,4700,8.7,7.98,65.44783455498414
37,Nolan Arenado,Rockies,3B,4600,9.05,8.27,72.22001391692395
38,David Dahl,Rockies,OF,4600,7.45,7.31,34.99029126213592
39,Anthony Rendon,Nationals,3B,4600,9.9,10.05,57.06796410414568
40,Rougned Odor,Rangers,2B,4600,8.43,7.61,62.286665381116066
41,Martin Perez,Rangers,SP,4600,6.05,9.73,94.0073787352071
42,Harrison Bader,Cardinals,OF,4600,7.56,7.36,45.22388244776494
43,Christian Yelich,Brewers,OF,4600,9.07,8.43,51.54724720466686
44,Max Muncy,Dodgers,1B/3B,4600,7.69,6.64,48.0222287846653
45,Joc Pederson,Dodgers,OF,4600,9.29,8.43,51.853404838926146
46,A.J. Pollock,Diamondbacks,OF,4600,9.37,9.7,68.83648888888875
47,Travis Jankowski,Padres,OF,4600,7.03,7.27,39.36746210689576
48,Miguel Sano,Twins,1B/3B,4600,10.05,9.18,58.14224875499739
49,Ian Kinsler,Red Sox,2B,4500,7.94,8.03,59.10263719533005
50,Joey Gallo,Rangers,1B/OF,4500,8.18,8.17,67.50521603374638
51,Paul DeJong,Cardinals,SS,4500,8.62,6.87,52.9410579652636
52,Eduardo Escobar,Diamondbacks,3B/SS,4500,8.27,7.06,46.074965284293526
53,Kohl Stewart,Twins,SP,4500,10.99,11.37,80.0
54,Anthony Rizzo,Cubs,1B,4500,8.37,8.82,62.80016707129262
55,Charlie Blackmon,Rockies,OF,4400,9.56,9.05,63.24216354211517
56,J.T. Realmuto,Marlins,C,4400,8.79,7.42,52.39219484759964
57,Trea Turner,Nationals,SS,4400,10.33,10.51,85.68818477644321
58,Eric Thames,Brewers,1B/OF,4400,7.46,6.78,57.12170011806388
59,Travis Shaw,Brewers,2B/3B,4400,8.12,6.74,62.45775348820217
60,Carlos Gonzalez,Rockies,OF,4300,8.24,8.25,73.5008987193913
61,Adalberto Mondesi,Royals,2B/SS,4300,7.41,5.75,38.594057739247496
62,Kole Calhoun,Angels,OF,4300,8.66,7.49,53.95025839793265
63,Scooter Gennett,Reds,2B,4300,7.4,6.57,51.417274886377925
64,Jose Martinez,Cardinals,1B,4300,9.27,8.69,57.021625708884706
65,Mike Moustakas,Brewers,3B,4300,8.9,7.63,48.20425674009639
66,Nelson Cruz,Mariners,OF,4300,9.65,7.52,68.32771005384922
67,Justin Turner,Dodgers,3B,4300,8.81,6.83,42.93212017476657
68,Mitch Haniger,Mariners,OF,4300,8.87,7.33,63.286400367158954
69,Starling Marte,Pirates,OF,4300,9.06,8.41,59.557535692207864
70,Ender Inciarte,Braves,OF,4200,7.34,7.0,44.84063208764516
71,Trevor Story,Rockies,SS,4200,8.4,7.3,70.28312939843718
72,Johan Camargo,Braves,3B/SS,4200,7.86,6.27,40.70890421647263
73,Salvador Perez,Royals,C,4200,8.42,7.78,45.732555873849115
74,Jose Abreu,White Sox,1B,4200,8.86,8.29,61.83228231332706
75,Elvis Andrus,Rangers,SS,4200,8.62,9.01,43.76593592166564
76,Brandon Belt,Giants,1B,4200,10.84,10.26,52.74063471220186
77,Yasmani Grandal,Dodgers,C,4200,8.16,8.25,54.87569805098218
78,Brian Dozier,Dodgers,2B,4200,7.79,7.83,57.60948126534635
79,Wil Myers,Padres,OF,4200,7.68,8.07,63.400243676953856
80,Jorge Polanco,Twins,SS,4200,8.59,7.59,37.84195774393945
81,Niko Goodrum,Tigers,2B/OF,4200,8.93,8.1,49.293830485649345
82,Daniel Murphy,Nationals,1B/2B,4100,8.27,7.39,49.892167821214436
83,Mallex Smith,Rays,OF,4100,8.26,6.41,49.275902366863896
84,Lucas Duda,Royals,1B,4100,8.56,7.93,53.52909430849442
85,Daniel Palka,White Sox,OF,4100,8.62,7.09,68.94532871972315
86,Brett Phillips,Royals,OF,4100,6.63,6.7,33.9208984375
87,Andrelton Simmons,Angels,SS,4100,8.16,7.44,36.43900530598164
88,Nomar Mazara,Rangers,OF,4100,7.76,7.98,47.39957004123261
89,Andrew McCutchen,Giants,OF,4100,10.14,8.31,62.525411781957466
90,Brandon Crawford,Giants,SS,4100,8.34,7.87,42.92513220833506
91,Jose Peraza,Reds,SS,4100,7.69,7.09,42.52576989619379
92,Phillip Ervin,Reds,OF,4100,7.38,6.41,45.59753460207615
93,Yadier Molina,Cardinals,C,4100,8.95,7.47,39.58659062753648
94,Lorenzo Cain,Brewers,OF,4100,8.55,6.56,52.903088155759875
95,Yasiel Puig,Dodgers,OF,4100,7.39,6.64,58.74413358089927
96,Nick Ahmed,Diamondbacks,SS,4100,7.15,6.95,44.209316436789706
97,Cory Spangenberg,Padres,2B/3B,4100,5.82,5.0,42.585655931754495
98,Jeimer Candelario,Tigers,3B,4100,8.83,8.11,47.05455624543461
99,Elias Diaz,Pirates,C,4100,6.9,5.6,33.916564547924786
100,Gregory Polanco,Pirates,OF,4100,8.28,8.86,54.13023311000972
101,Jefry Rodriguez,Nationals,RP,4000,14.23,15.65,80.0
102,Tommy Pham,Rays,OF,4000,8.32,7.04,67.53172171235373
103,Willy Adames,Rays,2B/SS,4000,6.54,5.87,35.0
104,Whit Merrifield,Royals,2B/OF,4000,8.95,8.91,50.96602893455924
105,Isiah Kiner-Falefa,Rangers,2B/3B,4000,6.85,7.14,43.24761245674739
106,Steven Duggar,Giants,OF,4000,6.9,6.26,35.0
107,Buster Posey,Giants,C,4000,8.91,7.64,49.255302378073644
108,Marcell Ozuna,Cardinals,OF,4000,9.05,7.58,52.18288167317709
109,Jedd Gyorko,Cardinals,2B/3B,4000,8.0,7.93,50.18484129708807
110,Hunter Renfroe,Padres,OF,4000,7.09,6.38,61.903939928115165
111,Jason Heyward,Cubs,OF,4000,7.49,7.07,47.363361256085504
112,Josh Bell,Pirates,1B,4000,7.47,7.84,45.14354540722067
113,Starlin Castro,Marlins,2B,3900,7.48,7.61,46.47317155175805
114,Joey Wendle,Rays,2B/OF,3900,7.02,6.38,36.64691358024691
115,Evan Longoria,Giants,3B,3900,8.93,8.2,57.83223518559576
116,Billy Hamilton,Reds,OF,3900,5.67,6.46,59.09617596723067
117,Dilson Herrera,Reds,2B/OF,3900,7.74,6.22,45.911525490974
118,Chris Taylor,Dodgers,OF/SS,3900,6.92,6.17,54.37868480725632
119,Eric Hosmer,Padres,1B,3900,7.36,6.74,48.784011839159355
120,Logan Forsythe,Twins,2B/3B,3900,8.46,7.97,41.45248414344724
121,Corey Dickerson,Pirates,OF,3900,8.62,8.01,60.18765654538888
122,Kyle Schwarber,Cubs,OF,3900,7.71,7.61,64.42158998675721
123,Kurt Suzuki,Braves,C,3800,6.84,6.32,38.44272535451359
124,DJ LeMahieu,Rockies,2B,3800,7.74,5.75,42.14283525417915
125,Eduardo Nunez,Red Sox,2B/3B,3800,7.54,6.57,49.431301692197984
126,C.J. Cron,Rays,1B,3800,7.92,6.11,55.51258742577082
127,Avisail Garcia,White Sox,OF,3800,8.19,8.19,53.181521175262795
