,Name,Team,Position,Salary,DKFG,DKRoto,Var
0,Rich Hill,Dodgers,SP,9600,19.32,22.28,137.5848142954956
1,Kyle Freeland,Rockies,SP,8600,13.32,12.79,81.23729016632375
2,Anibal Sanchez,Braves,SP,8000,19.58,15.16,129.348805093239
5,Jakob Junis,Royals,SP,7500,15.69,14.55,77.49339250493097
6,Chase Anderson,Brewers,SP,7400,12.13,12.94,81.82328744000003
7,Nick Kingham,Pirates,SP,7300,11.84,13.69,138.10491735537187
8,Nick Tropeano,Angels,SP,7100,16.57,16.06,84.19612856099343
9,Luke Weaver,Cardinals,SP,7000,20.52,16.98,142.22923607355327
10,Mike Trout,Angels,OF,6000,10.13,10.69,74.21956026608764
11,Dylan Covey,White Sox,SP,5900,13.56,12.13,121.58962799167531
12,Pablo Lopez,Marlins,SP,5700,14.26,11.99,64.32359999999998
13,Javier Baez,Cubs,2B/SS,5200,8.92,8.02,62.9282684445165
14,Freddie Freeman,Braves,1B,5100,10.28,10.48,59.64717124272626
15,Starling Marte,Pirates,OF,5100,9.04,8.33,59.74053128689511
16,Matt Carpenter,Cardinals,1B/3B,5000,7.57,8.0,53.95626620848895
17,Christian Yelich,Brewers,OF,5000,7.61,6.94,51.53741768073096
18,J.T. Realmuto,Marlins,C,4900,7.81,7.51,53.098949038270895
19,Nolan Arenado,Rockies,3B,4900,8.01,8.92,72.35333300534752
20,Anthony Rizzo,Cubs,1B,4900,9.61,9.01,63.074993849304064
21,Manny Machado,Dodgers,SS,4800,8.99,8.93,65.92523978330453
22,Ozzie Albies,Braves,2B,4700,8.9,8.77,68.35153482880753
23,Salvador Perez,Royals,C,4700,8.39,8.39,45.776119347086436
24,Charlie Blackmon,Rockies,OF,4700,8.61,8.97,63.70018325617281
25,Nick Markakis,Braves,OF,4600,7.54,6.63,42.646201816993226
26,Carlos Gonzalez,Rockies,OF,4600,7.49,8.06,73.83606473981423
27,Yasmani Grandal,Dodgers,C,4600,8.25,6.8,54.13020142229808
28,Gregory Polanco,Pirates,OF,4600,7.34,7.0,53.9533438448522
29,Trevor Story,Rockies,SS,4500,7.45,6.61,70.1673877771769
30,Joc Pederson,Dodgers,OF,4500,9.07,8.22,50.890046073914135
31,Max Muncy,Dodgers,1B/3B,4500,9.28,7.96,46.564089759995
32,Daniel Palka,White Sox,OF,4400,8.64,8.11,74.60979964292802
33,Shohei Ohtani,Angels,OF,4400,7.34,7.56,45.79138321995465
34,Chris Taylor,Dodgers,OF/SS,4400,7.14,7.23,55.58090294378807
36,Derek Dietrich,Marlins,OF,4300,8.13,8.24,41.08209183673451
37,Brian Anderson,Marlins,3B/OF,4300,7.61,7.75,39.626094674556214
38,Whit Merrifield,Royals,2B/OF,4300,8.92,8.43,50.63655647382924
39,Adalberto Mondesi,Royals,2B/SS,4300,7.24,5.99,40.035923052396654
40,Justin Upton,Angels,OF,4300,8.0,7.88,63.48271080856889
41,C.J. Cron,Rays,1B,4300,7.61,7.87,55.36431957042085
42,Jesus Aguilar,Brewers,1B,4300,8.48,7.62,65.5858050230173
43,Willson Contreras,Cubs,C,4300,8.13,6.73,53.51656282385849
44,Kyle Schwarber,Cubs,OF,4300,8.69,7.22,65.68452743464549
45,Johan Camargo,Braves,3B/SS,4200,7.4,6.49,39.700474518730005
46,Albert Pujols,Angels,1B,4200,7.42,6.5,72.06845221562916
48,Lucas Duda,Royals,1B,4100,8.58,7.85,53.802255999666436
49,Jose Abreu,White Sox,1B,4100,8.76,9.04,61.90997613584894
50,Avisail Garcia,White Sox,OF,4100,8.49,9.15,52.28961023184772
52,Yoan Moncada,White Sox,2B,4100,8.46,7.95,61.29386316295464
53,Mallex Smith,Rays,OF,4100,6.65,6.79,47.392122473733366
54,Ian Desmond,Rockies,1B,4100,7.0,8.11,51.15983399364565
55,Lorenzo Cain,Brewers,OF,4100,8.33,7.59,53.04498013178418
56,David Freese,Pirates,1B/3B,4100,7.28,6.53,38.050424338851684
57,Jason Heyward,Cubs,OF,4100,8.05,7.99,47.61689326167262
58,Starlin Castro,Marlins,2B,4000,6.94,7.2,46.66018077309638
59,Ender Inciarte,Braves,OF,4000,6.85,6.36,44.503167850784074
60,Yadier Molina,Cardinals,C,4000,7.88,7.3,39.3692249281597
61,Marcell Ozuna,Cardinals,OF,4000,7.81,7.32,52.51227052833422
62,Paul DeJong,Cardinals,SS,4000,7.92,8.47,53.751586647065174
63,Cody Bellinger,Dodgers,1B/OF,4000,8.97,7.6,76.45839916690619
64,Leury Garcia,White Sox,OF,3900,7.13,6.43,34.65351450497548
65,Kole Calhoun,Angels,OF,3900,7.77,7.64,53.436826523545655
66,Andrelton Simmons,Angels,SS,3900,7.21,5.89,36.401492879631405
67,Kevin Kiermaier,Rays,OF,3900,8.34,8.64,52.02219810230746
68,Ryan Braun,Brewers,1B/OF,3900,8.12,7.56,77.3685156264183
69,Jorge Bonifacio,Royals,OF,3800,7.47,8.21,38.55709342560552
70,Yairo Munoz,Cardinals,2B/SS,3800,7.09,6.13,43.099365234375
71,Ryan McMahon,Rockies,1B,3800,6.1,5.99,15.2412109375
72,Mike Moustakas,Brewers,3B,3800,7.43,6.07,48.4595287532936
74,Justin Bour,Marlins,1B,3700,7.94,7.74,53.23984586164039
75,Tim Anderson,White Sox,SS,3700,6.51,6.42,52.335368705937455
76,Matt Duffy,Rays,3B,3700,7.18,6.43,40.788695987654364
77,Dexter Fowler,Cardinals,OF,3700,6.6,6.55,50.647903775807656
78,Jordan Luplow,Pirates,OF,3700,8.24,7.08,48.17437499999998
79,Dansby Swanson,Braves,SS,3600,6.1,5.49,38.39700943878609
80,Yolmer Sanchez,White Sox,3B,3600,7.63,7.7,35.446878647038275
81,Rosell Herrera,Royals,OF,3600,7.05,6.86,26.56147271531888
82,Josh Harrison,Pirates,2B,3600,6.7,6.42,44.92866941015107
83,Addison Russell,Cubs,SS,3600,6.46,5.7,45.36426899063481
84,Magneuris Sierra,Marlins,OF,3500,5.14,5.13,26.226331360946737
