,Name,Team,Position,Salary,DKFG,DKRoto,Var
50,Cesar Hernandez,Phillies,2B,4400,8.54,8.3,42.33078392037344
51,Juan Soto,Nationals,OF,4400,8.59,7.05,87.73444444444445
52,Trea Turner,Nationals,SS,4400,9.67,7.19,105.90754686748915
53,Marcus Semien,Athletics,SS,4300,9.3,8.66,45.12524245235285
54,Joey Votto,Reds,1B,4300,8.67,7.88,82.90700484760822
55,Eric Thames,Brewers,1B/OF,4300,8.13,9.24,55.56333298625572
56,Lorenzo Cain,Brewers,OF,4300,8.15,7.32,62.9592210453697
57,Mike Moustakas,Royals,3B,4300,8.32,6.85,42.594194097428776
58,Jose Peraza,Reds,SS,4200,8.25,8.73,35.647923875432525
59,Matt Duffy,Rays,3B,4200,8.51,7.53,43.671817698272726
60,Gleyber Torres,Yankees,2B,4200,7.92,7.79,45.852244897959174
61,Josh Bell,Pirates,1B,4200,7.4,7.01,48.22530864197532
62,Michael Conforto,Mets,OF,4200,8.22,7.67,54.621337890625
63,Matt Kemp,Dodgers,OF,4100,8.88,7.68,67.6472892937273
64,Mitch Moreland,Red Sox,1B,4100,8.41,7.76,39.601920376213634
65,Stephen Piscotty,Athletics,OF,4100,9.3,8.19,59.992066115702464
66,Joey Gallo,Rangers,1B/OF,4100,9.93,7.73,53.653292222808226
67,Kevin Kiermaier,Rays,OF,4100,9.1,9.23,48.26316838732645
68,Salvador Perez,Royals,C,4100,7.08,6.71,41.20547306473518
69,Aaron Hicks,Yankees,OF,4100,8.84,7.78,34.247222773259274
70,Miguel Andujar,Yankees,3B,4100,7.83,7.21,54.4644
71,Asdrubal Cabrera,Mets,2B,4100,8.19,8.26,55.56850806059578
72,Chris Taylor,Dodgers,OF/SS,4000,7.43,6.66,47.755373961218844
73,Cody Bellinger,Dodgers,1B/OF,4000,9.28,8.13,63.740101791261814
74,Joe Mauer,Twins,1B,4000,7.19,7.44,63.51199809904718
75,Jorge Polanco,Twins,SS,4000,6.63,5.87,55.5147137866165
76,Matt Chapman,Athletics,3B,4000,9.26,7.55,51.177514792899416
77,Carlos Santana,Phillies,1B,4000,9.01,8.15,61.112879398171245
78,Nick Williams,Phillies,OF,4000,8.6,8.09,46.181523875592546
79,Hunter Wood,Rays,RP,4000,14.18,8.84,11.96913125
80,Daniel Murphy,Nationals,1B/2B,4000,8.6,7.22,51.35369246942633
81,Brian Anderson,Marlins,3B/OF,4000,8.25,7.65,52.5625
83,Rougned Odor,Rangers,2B,3900,9.1,7.45,57.6113495871092
84,Willie Calhoun,Rangers,OF,3900,8.05,5.4,27.801652892561982
85,Dustin Fowler,Athletics,OF,3900,8.39,6.56,26.972944849115507
86,Maikel Franco,Phillies,3B,3900,8.76,6.1,46.97520710059171
87,Jorge Alfaro,Phillies,C,3900,6.94,5.64,40.47592152199762
88,Andrew McCutchen,Giants,OF,3900,8.46,8.76,79.0720574802157
89,Whit Merrifield,Royals,2B/OF,3900,7.87,7.76,57.17482302246845
90,Justin Bour,Marlins,1B,3900,7.38,6.05,45.20649084539626
91,Nick Markakis,Braves,OF,3800,7.32,7.01,54.629489619377175
92,Max Kepler,Twins,OF,3800,6.65,5.7,46.04084317864093
93,Elvis Andrus,Rangers,SS,3800,8.59,7.79,55.02509977700575
94,Phillip Ervin,Reds,OF,3800,7.42,6.67,26.7538644470868
95,Jonathan Schoop,Orioles,2B,3800,9.04,8.92,46.92044296548802
96,Travis Shaw,Brewers,3B,3800,7.29,8.14,57.3265306122449
97,Lucas Duda,Royals,1B,3800,7.36,7.18,43.35936200378071
98,Johan Camargo,Braves,3B/SS,3700,7.45,5.41,31.04081632653061
99,Robbie Grossman,Twins,OF,3700,7.04,6.06,44.42735207100593
100,Adam Duvall,Reds,OF,3700,8.34,8.34,43.23733444398167
101,Buster Posey,Giants,C,3700,8.09,7.85,63.05754942019722
102,Jorge Bonifacio,Royals,OF,3700,7.06,6.12,42.158500297559996
103,Jose Bautista,Mets,3B/OF,3700,7.0,6.97,63.35674431961116
104,Starlin Castro,Marlins,2B,3700,8.1,7.58,47.115159591460454
105,Kurt Suzuki,Braves,C,3600,7.82,6.11,37.0651063621693
106,Rafael Devers,Red Sox,3B,3600,7.79,6.62,51.1225
107,Billy Hamilton,Reds,OF,3600,6.51,5.72,56.85610158164402
108,Adam Jones,Orioles,OF,3600,8.32,8.3,58.979548990369345
109,Jordan Luplow,Pirates,OF,3600,7.99,6.6,34.81
110,Ender Inciarte,Braves,OF,3500,6.47,5.14,53.879982178658956
111,Dansby Swanson,Braves,SS,3500,6.26,4.74,37.47188775510204
112,Mark Trumbo,Orioles,1B/OF,3500,8.42,7.7,53.64713825896588
113,Jordy Mercer,Pirates,SS,3500,6.32,5.23,30.105780896668392
114,Elias Diaz,Pirates,C,3500,7.26,7.45,30.33214524392961
115,Cameron Maybin,Marlins,OF,3500,7.2,6.62,44.553732297983494
116,Mitch Garver,Twins,C,3400,7.2,6.16,24.57627885921231
117,Scott Kingery,Phillies,SS,3400,7.54,6.2,28.17159763313609
118,Renato Nunez,Orioles,3B/OF,3400,8.01,6.3,14.3601108033241
119,Tim Beckham,Orioles,3B,3400,8.52,7.83,46.28585405883096
120,Jace Peterson,Orioles,3B/OF,3400,5.79,4.91,26.47410329461612
121,David Freese,Pirates,1B/3B,3400,7.32,6.55,38.0204368622449
122,Amed Rosario,Mets,SS,3400,6.54,5.55,27.878400000000006
123,Ronald Guzman,Rangers,1B,3300,7.63,5.77,39.905413444378354
124,Adeiny Hechavarria,Rays,SS,3300,6.56,5.5,24.34421123737902
125,Trey Mancini,Orioles,1B/OF,3300,7.67,6.41,47.51523803974128
126,Austin Slater,Giants,OF,3300,7.37,5.62,26.01
127,Josh Harrison,Pirates,2B,3300,7.89,6.63,39.04783001609028
128,Adrian Beltre,Rangers,3B,3200,8.5,9.02,62.43504874801282
129,Tucker Barnhart,Reds,C,3200,7.18,6.8,25.22371253188776
130,Brandon Crawford,Giants,SS,3200,6.73,6.17,38.310290111952455
131,Austin Romine,Yankees,C,3200,6.41,4.86,14.265565964494591
132,Wilmer Flores,Mets,1B/3B,3200,8.04,7.34,31.431530104119517
133,Miguel Rojas,Marlins,3B/SS,3200,6.01,4.78,13.923382965644427
134,Robinson Chirinos,Rangers,C,3100,7.52,7.76,32.229805546059644
135,Nick Hundley,Giants,C,3100,7.52,5.49,35.57180720221607
136,Alex Gordon,Royals,OF,3100,5.52,4.75,50.575923110618675
137,Jonathan Lucroy,Athletics,C,3000,6.8,5.57,43.58378703027353
138,Nick Martini,Athletics,OF,3000,8.57,7.84,11.390625
139,Chase d'Arnaud,Giants,2B/3B,2900,7.83,7.36,16.82518861454047
140,Brad Miller,Brewers,1B/2B,2900,6.22,5.6,36.60587996629318
141,Matt Wieters,Nationals,C,2900,6.26,4.93,41.69334478575177
142,Martin Prado,Marlins,3B,2900,6.81,5.02,47.95316935767818
143,Chris Davis,Orioles,1B,2800,8.01,7.0,57.506944444444436
144,Tyler Saladino,Brewers,SS,2800,6.18,5.96,29.584779035792558
145,Alcides Escobar,Royals,SS,2800,4.73,4.03,35.38310048440454
146,Bobby Wilson,Twins,C,2700,5.11,4.14,12.213185595567868
147,Jesus Sucre,Rays,C,2600,6.15,3.24,18.66575549062117
148,Yadiel Rivera,Marlins,3B/SS,2600,5.02,4.68,4.060835629017447
