,Name,Team,Position,Salary,DKFG,DKRoto,BATPred,Var
0,Justin Verlander,Astros,SP,12900,24.17,24.99,22.23,127.19448730146578
1,Clayton Kershaw,Dodgers,SP,11800,28.43,27.72,26.72,136.6590779019035
2,Corey Kluber,Indians,SP,11000,23.83,26.68,22.99,158.1262995702253
3,J.A. Happ,Yankees,SP,9300,17.96,20.69,21.57,104.41869997002432
4,Mike Fiers,Athletics,SP,8800,11.67,12.52,10.8,115.40729752066113
5,Jameson Taillon,Pirates,SP,8300,15.13,16.63,13.35,94.14125256812288
6,Anibal Sanchez,Braves,SP,8200,19.44,15.92,17.48,128.8882056982149
7,Jhoulys Chacin,Brewers,SP,8100,14.18,11.17,12.68,100.83690421840755
8,Robbie Ray,Diamondbacks,SP,8000,18.83,19.73,22.27,123.49094323345335
9,German Marquez,Rockies,SP,7800,14.86,12.45,13.92,110.11708958333332
10,Sonny Gray,Yankees,SP,7500,15.74,15.25,17.52,129.71565347222224
11,Wade LeBlanc,Mariners,SP,7200,13.26,12.86,8.7,75.2280579379223
12,Jaime Barria,Angels,SP,7000,10.33,8.49,10.72,80.0
13,Wei-Yin Chen,Marlins,SP,6300,14.26,12.45,16.48,74.71860099117774
14,Jose Ramirez,Indians,3B,5800,11.09,9.39,11.11,56.79167043911272
15,Paul Goldschmidt,Diamondbacks,1B,5700,10.31,9.98,9.9,74.86735772007452
16,Mike Trout,Angels,OF,5600,8.67,8.68,8.43,89.53733299911333
17,Matt Carpenter,Cardinals,1B/3B,5500,10.75,10.55,10.79,51.75803402646503
18,Charlie Blackmon,Rockies,OF,5400,11.08,11.09,11.41,60.44376430693126
19,Nolan Arenado,Rockies,3B,5400,10.52,10.99,11.03,62.74957792102714
20,Christian Yelich,Brewers,OF,5400,9.11,9.02,9.04,56.58319195991153
21,Trevor Story,Rockies,SS,5300,10.06,8.73,10.57,59.88809073724008
22,Giancarlo Stanton,Yankees,OF,5300,11.92,10.09,9.99,65.81309348231997
23,Giancarlo Stanton,Yankees,OF,5300,11.92,10.09,9.87,65.81309348231997
24,Giancarlo Stanton,Yankees,OF,5300,11.92,10.4,9.99,65.81309348231997
25,Giancarlo Stanton,Yankees,OF,5300,11.92,10.4,9.87,65.81309348231997
26,Giancarlo Stanton,Yankees,OF,5300,11.29,10.09,9.99,65.81309348231997
27,Giancarlo Stanton,Yankees,OF,5300,11.29,10.09,9.87,65.81309348231997
28,Giancarlo Stanton,Yankees,OF,5300,11.29,10.4,9.99,65.81309348231997
29,Giancarlo Stanton,Yankees,OF,5300,11.29,10.4,9.87,65.81309348231997
30,Aaron Hicks,Yankees,OF,5200,9.69,8.88,8.83,32.95247053553932
31,Aaron Hicks,Yankees,OF,5200,9.69,8.88,8.09,32.95247053553932
32,Aaron Hicks,Yankees,OF,5200,9.69,9.15,8.83,32.95247053553932
33,Aaron Hicks,Yankees,OF,5200,9.69,9.15,8.09,32.95247053553932
