,Name,Team,Position,Salary,DKFG,DKRoto,Var
0,James Paxton,Mariners,SP,12900,23.52,23.25,142.8295909972299
1,Jose Berrios,Twins,SP,11000,21.96,19.69,180.17968603668052
2,Corey Kluber,Indians,SP,10100,21.72,26.0,159.751550831025
3,Freddy Peralta,Brewers,SP,9300,23.99,16.25,110.0
4,Zack Wheeler,Mets,SP,8400,14.58,16.47,91.07467482422929
5,Kenta Maeda,Dodgers,SP,8300,15.88,20.09,105.83400224813292
7,Zach Eflin,Phillies,SP,8000,15.42,14.67,110.0
8,Dylan Bundy,Orioles,SP,7600,15.72,13.34,151.87887988439698
9,Tyler Anderson,Rockies,SP,7400,16.64,12.58,94.5996670630202
10,Clay Buchholz,Diamondbacks,SP,7300,15.73,14.73,134.54206085816224
11,Mike Minor,Rangers,SP,7100,17.11,12.67,93.00822970897545
12,Edwin Jackson,Athletics,SP,6400,16.4,14.35,122.3007356092665
13,Jose Urena,Marlins,SP,6300,12.25,10.91,75.84093877551021
14,Jordan Zimmermann,Tigers,SP,6200,11.58,12.27,111.04575641276037
15,Matt Harvey,Reds,SP,6100,7.99,8.85,133.79062743737197
16,Andrew Suarez,Giants,SP,6000,12.29,10.37,110.0
17,Felix Pena,Angels,SP,5900,8.45,10.6,110.0
18,Jose Ramirez,Indians,3B,5900,11.25,10.29,68.23923855890385
19,Mike Trout,Angels,OF,5800,9.56,7.53,74.12185406058619
20,Jeremy Hellickson,Nationals,SP,5700,12.62,13.21,95.9393435551802
21,Francisco Lindor,Indians,SS,5700,10.77,10.08,65.38104852398335
22,Ivan Nova,Pirates,SP,5600,13.79,12.69,104.550991872265
23,Austin Gomber,Cardinals,SP,5600,13.68,11.63,110.0
24,Bryce Harper,Nationals,OF,5500,10.8,10.03,67.88246869827374
25,Bryce Harper,Nationals,OF,5500,10.62,10.03,67.88246869827374
26,Trea Turner,Nationals,SS,5500,10.79,10.12,86.7901341364432
27,Trea Turner,Nationals,SS,5500,10.23,10.12,86.7901341364432
28,Marco Estrada,Blue Jays,SP,5400,13.28,13.07,102.787687428645
29,Christian Yelich,Brewers,OF,5400,7.53,7.17,51.76162162162168
30,Khris Davis,Athletics,OF,5300,8.93,8.73,68.22676623067784
31,Rhys Hoskins,Phillies,OF,5300,10.74,9.73,74.44728888888882
32,Charlie Blackmon,Rockies,OF,5200,8.08,9.16,63.463094200026426
33,Juan Soto,Nationals,OF,5100,9.91,7.88,76.78206097253711
34,Juan Soto,Nationals,OF,5100,9.74,7.88,76.78206097253711
35,Rougned Odor,Rangers,2B,5100,8.94,9.86,62.01497667629554
36,Nolan Arenado,Rockies,3B,5100,7.87,8.8,72.31398200183644
37,Matt Carpenter,Cardinals,1B/3B,5100,9.37,9.17,54.05122178607035
38,Paul Goldschmidt,Diamondbacks,1B,5000,9.96,10.15,69.89682104347446
39,Eugenio Suarez,Reds,3B,5000,9.13,7.81,56.13939196531768
40,Eugenio Suarez,Reds,3B,5000,9.04,7.81,56.13939196531768
41,Gregory Polanco,Pirates,OF,5000,7.97,7.86,54.449869045554024
42,A.J. Pollock,Diamondbacks,OF,4900,9.8,10.13,69.36307443004324
43,Nelson Cruz,Mariners,OF,4900,9.62,7.5,68.47030091953543
44,Carlos Gonzalez,Rockies,OF,4900,6.63,8.18,73.83000226198051
45,Jesus Aguilar,Brewers,1B,4900,8.13,8.41,65.28386054800623
46,Starling Marte,Pirates,OF,4900,9.85,9.68,59.620163384946444
47,J.T. Realmuto,Marlins,C,4900,8.95,7.12,52.843523920181035
