,Name,Team,Position,Salary,DKFG,DKRoto,Var
0,Chris Sale,Red Sox,SP,13000,27.81,29.86,190.442869840444
1,Jacob deGrom,Mets,SP,12000,26.08,25.44,115.60387999999986
2,Freddy Peralta,Brewers,SP,10300,23.56,17.04,152.7488888888889
3,Mike Foltynewicz,Braves,SP,10000,17.91,17.98,129.00868061562858
4,Carlos Carrasco,Indians,SP,9500,20.81,20.92,179.23606973493042
5,Kenta Maeda,Dodgers,SP,9300,19.47,21.12,106.78640791027159
6,Luke Weaver,Cardinals,SP,7700,19.92,19.87,146.19512343749997
7,Joey Lucchesi,Padres,SP,7500,13.6,12.87,96.70846153846152
8,Marco Gonzales,Mariners,SP,7000,10.29,12.95,95.912730859375
9,Tyler Mahle,Reds,SP,6800,11.19,13.74,70.26622933884299
10,Sonny Gray,Yankees,SP,6500,15.74,14.61,126.2588063194306
11,Jaime Barria,Angels,SP,6300,12.24,10.65,69.19879774305554
12,Dylan Bundy,Orioles,SP,6100,13.99,15.32,152.6734406299899
13,Mookie Betts,Red Sox,OF,6000,11.21,11.65,98.48591311921871
14,Carlos Rodon,White Sox,SP,6000,14.32,12.05,104.05444335937504
15,Paul Goldschmidt,Diamondbacks,1B,5900,10.9,10.63,93.180050433385
16,Mike Trout,Angels,OF,5900,10.49,10.71,111.22359666594332
17,Francisco Lindor,Indians,SS,5700,9.39,10.28,81.4299926089586
18,Jose Ramirez,Indians,3B,5700,9.61,10.22,66.77551596271634
19,J.D. Martinez,Red Sox,OF,5600,11.33,11.39,69.33428461336321
20,Nolan Arenado,Rockies,3B,5600,10.66,11.82,78.37974926363208
21,Aaron Judge,Yankees,OF,5500,10.69,9.76,102.18408169563324
22,Chris Bassitt,Athletics,SP,5400,9.59,13.32,79.61679336072665
23,Charlie Blackmon,Rockies,OF,5400,11.21,11.5,75.95050645046273
24,Andrew Benintendi,Red Sox,OF,5300,10.06,10.94,75.40879108996539
25,Trevor Story,Rockies,SS,5300,9.74,10.46,72.37845583738739
26,Sam Gaviglio,Blue Jays,RP,5200,13.15,12.57,45.79763888888888
27,Freddie Freeman,Braves,1B,5200,10.28,9.32,71.1034639747431
28,Manny Machado,Orioles,SS,5200,8.3,8.88,70.11113866296371
29,German Marquez,Rockies,SP,5100,13.48,12.42,108.95393066927731
30,A.J. Pollock,Diamondbacks,OF,5100,10.39,9.28,64.90139735303171
31,Xander Bogaerts,Red Sox,SS,5000,8.32,9.15,58.11045805082552
32,Alex Bregman,Astros,3B,5000,9.19,8.9,74.20675837808244
33,Jose Altuve,Astros,2B,5000,9.06,10.27,77.78123168579147
34,Giancarlo Stanton,Yankees,OF,5000,10.3,9.65,81.48767212213187
35,Aaron Hicks,Yankees,OF,5000,9.25,8.72,40.456358536559016
36,Dan Straily,Marlins,SP,5000,17.31,12.99,98.32366721189163
37,Ozzie Albies,Braves,2B,4900,9.08,8.25,84.13317479191439
38,Eugenio Suarez,Reds,3B,4900,7.11,6.53,52.932006771314256
39,Christian Yelich,Brewers,OF,4900,9.09,8.12,67.84980032640263
40,Lorenzo Cain,Brewers,OF,4800,8.98,7.77,60.23557383799861
41,Jake Lamb,Diamondbacks,3B,4700,9.76,10.05,55.608979591836736
42,Didi Gregorius,Yankees,SS,4700,8.45,8.44,44.3329384600721
43,Jesus Aguilar,Brewers,1B,4700,8.84,8.31,29.91691389794949
44,Eric Thames,Brewers,1B/OF,4700,9.7,8.7,51.76881566235962
45,Nick Markakis,Braves,OF,4600,7.85,7.3,57.82466539186653
46,Max Muncy,Dodgers,1B/3B,4600,8.2,6.67,31.03105122511197
47,Michael Brantley,Indians,OF,4500,9.11,9.24,61.475151640083475
48,Edwin Encarnacion,Indians,1B,4500,8.25,7.12,68.59893017360896
49,Jose Peraza,Reds,SS,4500,6.99,6.59,42.22896701961647
50,Shelby Miller,Diamondbacks,SP,4500,11.25,7.9,103.76003342647681
51,Miguel Andujar,Yankees,3B,4500,8.17,6.36,55.05273586343545
52,Wil Myers,Padres,OF,4500,7.58,6.88,65.62979206832172
53,Joey Votto,Reds,1B,4400,7.92,7.79,83.54369168933687
54,Scooter Gennett,Reds,2B,4400,7.83,6.71,44.145615437877424
55,George Springer,Astros,OF,4400,8.8,8.92,78.15674715756609
56,Khris Davis,Athletics,OF,4400,6.77,6.87,61.814439001162185
57,Brett Gardner,Yankees,OF,4400,8.65,8.69,55.537706975720006
58,Mitch Haniger,Mariners,OF,4400,8.94,8.52,64.22037286423702
59,DJ LeMahieu,Rockies,2B,4300,9.18,9.36,46.20345627118474
60,Ian Desmond,Rockies,1B/OF,4300,7.98,7.82,56.238152282693065
61,Mark Trumbo,Orioles,1B/OF,4300,6.79,8.54,55.16348075006268
62,Jean Segura,Mariners,SS,4300,8.83,8.44,59.95657171619201
63,Travis Shaw,Brewers,3B,4300,8.46,7.3,56.783294670862816
64,Yoan Moncada,White Sox,2B,4200,7.5,8.78,54.390625
65,Jed Lowrie,Athletics,2B/3B,4200,6.5,6.34,45.135141457100595
66,Jon Jay,Diamondbacks,OF,4200,8.67,8.58,34.11819298378961
67,Nelson Cruz,Mariners,OF,4200,10.19,8.72,71.82590731206956
68,Matt Kemp,Dodgers,OF,4200,8.78,7.05,70.17410839237544
69,Chris Taylor,Dodgers,OF/SS,4200,8.73,8.26,43.62849953076597
70,Bartolo Colon,Rangers,SP,4100,6.0,9.55,128.95328576008447
71,Mitch Moreland,Red Sox,1B,4100,9.05,9.53,40.725733711002185
72,Tommy Pham,Cardinals,OF,4100,9.23,9.4,53.918760225564526
73,Cody Bellinger,Dodgers,1B/OF,4100,7.68,7.22,80.5914256198347
74,Brian Anderson,Marlins,3B/OF,4100,6.66,6.39,49.97027348394768
75,Ender Inciarte,Braves,OF,4000,8.05,7.49,55.29561647051618
76,Justin Smoak,Blue Jays,1B,4000,8.24,7.21,36.7596043091752
77,Rafael Devers,Red Sox,3B,4000,8.47,7.32,57.86487514863257
78,Yolmer Sanchez,White Sox,3B,4000,7.18,7.11,31.996468032142538
79,Scott Schebler,Reds,OF,4000,7.63,7.31,45.875736202268065
80,Kyle Tucker,Astros,OF,4000,7.47,5.36,20.25
81,Evan Gattis,Astros,C,4000,7.84,6.99,50.933601869901416
82,Nick Ahmed,Diamondbacks,SS,4000,7.21,7.15,26.36172372119731
83,Starlin Castro,Marlins,2B,4000,6.45,5.73,49.97183980903533
