,Name,Team,Position,Salary,DKFG,DKRoto,BATPred,Var
52,Jose Martinez,Cardinals,1B/OF,4200,8.35,8.13,7.47,56.4885772832731
53,Marcell Ozuna,Cardinals,OF,4200,8.24,6.75,7.8,52.20105749814003
54,Joey Votto,Reds,1B,4200,8.91,7.17,8.78,58.5465893692208
55,Trey Mancini,Orioles,1B/OF,4200,8.31,7.42,8.09,57.92607142857138
56,Brett Gardner,Yankees,OF,4200,6.04,4.85,6.57,51.23303038384322
57,Starlin Castro,Marlins,2B,4200,7.02,7.39,6.88,46.73978409968364
58,Brian Anderson,Marlins,3B/OF,4200,7.42,7.52,6.86,36.86704854991178
59,Matt Davidson,White Sox,1B/3B,4100,7.97,8.12,7.88,64.82135204203102
60,Tim Anderson,White Sox,SS,4100,8.73,7.57,8.21,53.496797935728644
61,Yoan Moncada,White Sox,2B,4100,7.67,6.58,7.11,56.9891599707816
62,Mitch Garver,Twins,C,4100,8.78,6.81,7.79,40.06688456632655
63,Nomar Mazara,Rangers,OF,4100,8.18,7.83,8.47,46.788561116212655
64,Scott Schebler,Reds,OF,4100,7.64,6.07,7.27,58.05910265807656
65,Jose Peraza,Reds,SS,4100,7.93,7.64,6.97,45.03537457307939
66,Adam Jones,Orioles,OF,4100,8.18,7.78,7.87,56.756254839473705
67,Jonathan Villar,Orioles,2B,4100,9.36,9.25,8.41,56.09670213103251
68,Carlos Santana,Phillies,1B,4100,8.01,6.48,7.82,51.99295744000007
69,Ryan Braun,Brewers,1B/OF,4000,9.92,7.14,9.07,77.15661534098072
70,Ian Kinsler,Red Sox,2B,4000,8.35,7.33,8.41,58.964040097327455
71,Eduardo Nunez,Red Sox,2B/3B,4000,8.42,6.22,8.3,49.62111020212762
72,Joe Mauer,Twins,1B,4000,8.5,7.2,7.8,45.36180609390832
73,Miguel Sano,Twins,1B/3B,4000,11.03,7.9,10.99,58.35295288888898
74,Max Kepler,Twins,OF,4000,8.14,6.86,8.28,54.848646986872204
75,Gabriel Moya,Twins,RP,4000,12.67,6.13,5.41,28.60925535077289
76,Paul DeJong,Cardinals,SS,4000,8.0,7.36,7.09,51.95198745881596
77,Yadier Molina,Cardinals,C,4000,7.74,6.97,7.25,39.46982582490171
78,Cesar Hernandez,Phillies,2B,4000,7.35,7.64,7.99,37.071150250696036
79,Yolmer Sanchez,White Sox,3B,3900,6.72,6.86,5.73,34.701131733816105
80,Jake Cave,Twins,OF,3900,7.43,7.08,7.27,51.20915712799167
81,Phillip Ervin,Reds,OF,3900,7.14,5.56,5.93,43.45953360768175
82,Ryan O'Hearn,Royals,1B,3900,7.83,8.35,7.1,35.0
83,Niko Goodrum,Tigers,2B/OF,3900,7.11,7.23,7.27,47.259070142434815
84,Jeimer Candelario,Tigers,3B,3900,7.06,7.47,8.01,43.929012345679006
85,Kyle Schwarber,Cubs,OF,3900,7.11,6.91,7.23,64.01499999999987
86,Robbie Grossman,Twins,OF,3800,7.62,5.08,7.37,38.66420021085485
87,Luke Voit,Yankees,1B,3800,8.0,7.02,6.97,44.03570910146611
88,Ben Zobrist,Cubs,2B/OF,3800,7.23,7.59,6.55,50.99337707231065
89,Daniel Murphy,Cubs,1B/2B,3800,8.58,7.85,8.37,49.80455026065978
90,Maikel Franco,Phillies,3B,3800,8.0,6.43,7.7,57.0308157453141
91,Billy Hamilton,Reds,OF,3700,8.09,8.15,6.88,59.45389074578142
92,Tucker Barnhart,Reds,C,3700,6.26,5.55,5.9,29.817370193437306
93,Alex Gordon,Royals,OF,3700,7.59,7.41,7.9,45.686341938509074
94,Wilmer Difo,Nationals,2B/3B,3600,6.68,5.61,6.12,29.38927652040205
95,Robinson Chirinos,Rangers,C,3600,8.06,7.62,8.54,49.65404593782968
96,Elvis Andrus,Rangers,SS,3600,8.94,7.63,9.0,43.603357270182535
97,Yairo Munoz,Cardinals,2B/SS,3600,6.68,4.66,5.56,38.196311719214776
98,Harrison Bader,Cardinals,OF,3600,7.21,5.92,6.4,43.84729138373329
99,Brian Goodwin,Royals,OF,3600,7.55,6.71,7.19,50.44763749380656
100,Hunter Dozier,Royals,1B/3B,3600,7.32,7.72,7.13,27.340622837370248
101,Mikie Mahtook,Tigers,OF,3600,5.9,5.42,6.46,41.68913524852864
102,Rafael Ortega,Marlins,OF,3600,6.96,8.2,6.48,32.95795024337477
103,Kevin Pillar,Blue Jays,OF,3600,7.11,6.22,6.14,44.17611182682537
104,Billy McKinney,Blue Jays,OF,3600,8.47,8.06,7.05,35.0
105,Jose Bautista,Phillies,3B/OF,3600,7.29,6.58,7.45,63.072668997245046
106,Adrian Beltre,Rangers,3B,3500,8.67,8.63,8.24,57.87583665535814
107,Chris Davis,Orioles,1B,3500,7.67,7.44,7.68,65.67725669823558
108,Jorge Bonifacio,Royals,OF,3500,7.5,6.95,6.58,37.51429980276136
109,Renato Nunez,Orioles,3B,3500,7.24,6.61,6.3,23.632568359375
110,Brett Phillips,Royals,OF,3500,6.29,5.86,6.24,31.3422222222222
111,Jim Adduci,Tigers,1B,3500,7.45,7.89,6.81,30.33984375
112,Ryan LaMarre,White Sox,OF,3400,6.88,6.5,4.95,21.75111111111116
113,Matt Wieters,Nationals,C,3300,6.7,6.46,6.49,47.98922706201596
114,Adam Engel,White Sox,OF,3300,6.4,6.01,5.18,36.49735607041985
115,Tim Beckham,Orioles,3B/SS,3300,7.53,6.9,7.08,45.288243900982316
116,Victor Martinez,Tigers,1B,3300,6.6,6.89,6.75,48.8244231570184
117,Austin Romine,Yankees,C,3300,6.44,6.83,6.37,31.271978684413643
118,JaCoby Jones,Tigers,OF,3300,5.08,4.23,4.96,38.565420408163256
119,Devon Travis,Blue Jays,2B,3300,6.3,5.44,5.53,45.548879435112454
120,Willson Contreras,Cubs,C,3300,6.78,4.9,5.67,52.69526467124325
121,Scott Kingery,Phillies,SS,3300,6.83,5.39,6.93,30.748099676118716
122,Joey Rickard,Orioles,OF,3200,6.81,5.61,6.17,38.723168012302985
123,Erik Kratz,Brewers,C,3100,7.67,5.31,6.61,32.276778166888086
125,Ronny Rodriguez,Tigers,2B/SS,3100,6.56,5.6,5.32,35.0
126,Magneuris Sierra,Marlins,OF,3100,5.06,4.72,5.08,35.0
127,Logan Forsythe,Twins,2B,3000,9.23,9.04,8.59,41.76806207239277
128,Kevan Smith,White Sox,C,2900,6.92,5.94,5.64,25.55663722132085
129,Lewis Brinson,Marlins,OF,2900,6.56,6.8,6.24,42.53551020408164
130,Orlando Arcia,Brewers,SS,2800,6.89,5.36,6.39,36.25233717067143
131,Sandy Leon,Red Sox,C,2700,6.8,4.74,6.16,36.7417339445819
132,Greg Garcia,Cardinals,2B/SS,2700,6.25,6.88,5.5,18.06507054352357
133,Caleb Joseph,Orioles,C,2700,5.87,3.03,5.2,35.36015060807001
134,James McCann,Tigers,C,2700,5.15,3.11,4.97,38.911002872085106
135,Chad Wallach,Marlins,C,2600,5.13,5.4,4.89,35.0
