"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Justin Verlander","Astros","TEX @ HOU",".61","7.10","28.25","5.27","3.20","1.05",".14",".89","2.16","9.30","30.23","48.65","28.40","8700"
"Luis Severino","Yankees","KC @ NYY",".55","6.48","26.18","5.57","3.61","1.05",".08",".83","1.68","7.70","25.10","41.24","23.30","15890"
"Patrick Corbin","Diamondbacks","ARI @ SD",".45","6.40","26.20","5.56","3.49","1.20",".12",".75","1.98","7.00","22.69","38.09","21.09","9323"
"Jacob deGrom","Mets","NYM @ PIT",".42","6.49","26.76","6.01","4.06","1.15",".18",".63","1.83","6.46","21.30","36.36","19.77","10954"
"Mike Clevinger","Indians","CLE @ DET",".45","6.32","26.65","6.14","4.09","1.23",".25",".58","2.22","6.01","19.05","33.84","17.82","12808"
"Johnny Cueto","Giants","MIL @ SF",".32","6.26","25.95","5.67","3.65","1.14",".15",".73","2.02","5.75","18.79","32.52","17.30","6893"
"Ryne Stanek","Rays","TB @ BAL",".36","5.69","24.44","5.39","3.40","1.00",".06",".92","2.45","6.45","18.19","32.04","17.09","15947"
"CC Sabathia","Yankees","",".52","5.84","24.65","5.60","3.76","1.00",".07",".77","2.12","5.59","17.97","31.52","16.72","404"
"Gio Gonzalez","Nationals","WSH @ MIA",".44","6.24","26.85","6.03","4.30","1.17",".13",".43","2.77","5.33","17.12","31.67","16.13","7448"
"Rick Porcello","Red Sox","MIN @ BOS",".41","6.07","25.63","6.25","3.68","1.49",".15",".93","1.65","5.83","17.73","31.28","16.44","2717"
"Tyson Ross","Padres","ARI @ SD",".30","6.08","26.18","5.32","3.41","1.14",".15",".63","3.30","5.68","16.81","31.04","15.81","7872"
"Vince Velasquez","Phillies","PHI @ CIN",".40","5.66","24.45","5.35","3.40",".97",".11",".87","2.68","5.90","16.71","30.17","15.72","11189"
"Miles Mikolas","Cardinals","CHC @ STL",".38","6.18","25.99","6.46","4.43","1.16",".11",".77","1.58","4.82","16.21","29.16","14.91","9803"
"Jhoulys Chacin","Brewers","MIL @ SF",".41","5.91","24.60","5.36","3.64","1.15",".20",".37","2.12","4.52","16.48","28.87","15.08","2608"
"Alex Wood","Dodgers","LAD @ ATL",".43","5.88","24.85","6.17","4.21","1.23",".13",".60","1.63","4.87","16.17","28.95","14.93","13781"
"Trevor Richards","Marlins","WSH @ MIA",".29","5.70","24.66","5.44","3.55","1.11",".10",".67","2.73","5.30","15.34","28.34","14.36","19309"
"Kevin Gausman","Orioles","TB @ BAL",".32","5.91","25.38","6.42","4.37","1.21",".13",".71","1.91","5.14","15.20","28.21","14.18","14107"
"John Axford","Blue Jays","TOR @ CWS",".39","5.31","24.22","6.00","3.94","1.06",".15",".85","2.38","5.12","13.27","26.98","13.53","9059"
"Jose Quintana","Cubs","CHC @ STL",".32","5.56","24.35","5.84","3.75","1.19",".07",".83","2.42","5.17","14.18","26.78","13.35","11423"
"Felix Hernandez","Mariners","SEA @ LAA",".39","5.77","24.82","5.79","3.70","1.12",".09",".88","2.33","4.42","13.86","25.99","12.84","4772"
"Max Fried","Braves","LAD @ ATL",".25","5.35","23.81","5.25","3.08","1.17",".11",".89","3.05","5.28","13.41","25.75","12.73","13743"
"Trevor Williams","Pirates","NYM @ PIT",".30","6.02","25.54","5.76","3.84","1.17",".14",".62","2.35","3.96","13.83","25.80","12.63","16977"
"Jake Odorizzi","Twins","MIN @ BOS",".30","5.62","24.74","6.02","3.34","1.44",".13","1.11","2.43","5.09","13.11","25.39","12.33","6397"
"Matt Harvey","Reds","PHI @ CIN",".27","5.65","24.69","6.27","3.80","1.19",".11","1.17","2.06","4.84","12.80","24.72","11.95","11713"
"Blaine Hardy","Tigers","CLE @ DET",".28","5.93","25.35","6.57","4.35","1.37",".15",".70","1.62","3.88","12.63","24.12","11.52","6499"
"Jaime Barria","Angels","SEA @ LAA",".30","5.51","23.72","5.97","3.86","1.12",".09",".90","1.76","4.21","12.62","23.67","11.60","18356"
"Lucas Giolito","White Sox","TOR @ CWS",".28","5.54","24.68","5.51","3.19","1.12",".07","1.12","3.15","4.43","11.40","23.16","10.76","15474"
"Antonio Senzatela","Rockies","OAK @ COL",".32","5.52","24.23","6.10","3.58","1.35",".20",".97","2.09","4.16","11.57","22.76","10.75","15488"
"Brett Anderson","Athletics","OAK @ COL",".34","5.40","24.01","6.74","4.22","1.40",".26",".86","1.72","4.25","10.96","22.33","10.33","8223"
"Brad Keller","Royals","KC @ NYY",".18","5.27","23.87","6.11","4.00","1.13",".09",".90","2.60","3.66","8.53","19.12","8.08","15734"
"Ariel Jurado","Rangers","TEX @ HOU",".18","5.36","24.17","7.08","4.45","1.49",".16",".97","1.61","2.53","6.04","15.33","5.54","17030"
"Heath Fillmyer","Royals","",".15","4.93","22.83","6.19","3.69","1.03",".07","1.39","2.44","3.23","5.69","14.95","5.47","17466"
