"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Giancarlo Stanton","Yankees","","DH","4.61","1.32",".67",".20",".01",".44",".97",".97",".02",".01",".56",".98","10.76","16.82","12.54","4949"
"Rhys Hoskins","Phillies","PHI @ CIN","LF","4.78","1.16",".57",".23",".01",".35",".88",".80",".04",".04",".67","1.01","9.77","15.22","11.32","16472"
"Giancarlo Stanton","Yankees","KC @ NYY","DH","4.57","1.23",".69",".19",".01",".34",".85",".88",".03",".01",".56","1.02","9.59","15.00","11.20","4949"
"Nolan Arenado","Rockies","OAK @ COL","3B","4.46","1.29",".70",".30",".04",".26",".79",".79",".03",".02",".49",".61","9.13","14.25","10.75","9777"
"Khris Davis","Athletics","OAK @ COL","DH","4.60","1.11",".53",".23",".02",".33",".77",".90",".01",".01",".52","1.14","9.16","14.35","10.64","9112"
"Mookie Betts","Red Sox","MIN @ BOS","RF","4.64","1.23",".66",".32",".03",".22",".78",".59",".15",".06",".55",".66","8.98","13.92","10.60","13611"
"J.D. Martinez","Red Sox","MIN @ BOS","DH","4.42","1.18",".59",".26",".02",".31",".70",".85",".01",".01",".42","1.14","8.85","13.84","10.37","6184"
"Matt Olson","Athletics","OAK @ COL","1B","4.50","1.06",".52",".22",".01",".30",".74",".83",".02",".01",".59",".99","8.80","13.76","10.19","14344"
"Manny Machado","Dodgers","LAD @ ATL","SS","4.84","1.25",".74",".28",".01",".22",".80",".66",".05",".04",".58",".62","8.75","13.62","10.29","11493"
"Mike Trout","Angels","SEA @ LAA","CF","4.38","1.08",".62",".20",".03",".23",".71",".62",".11",".05",".83",".85","8.79","13.63","10.23","10155"
"Trevor Story","Rockies","OAK @ COL","SS","4.36","1.23",".64",".33",".05",".21",".68",".80",".07",".04",".40","1.02","8.63","13.48","10.19","12564"
"Alex Bregman","Astros","TEX @ HOU","3B","4.54","1.26",".73",".32",".04",".18",".80",".64",".09",".06",".47",".45","8.57","13.33","10.14","17678"
"Aaron Hicks","Yankees","KC @ NYY","CF","4.68","1.12",".70",".21",".02",".19",".82",".62",".10",".06",".71",".68","8.59","13.35","10.02","5297"
"Aaron Hicks","Yankees","","CF","4.39","1.08",".65",".17",".02",".23",".75",".71",".08",".05",".64",".63","8.53","13.30","9.95","5297"
"Greg Bird","Yankees","","1B","4.18","1.01",".50",".21",".01",".29",".73",".79",".02",".01",".60",".78","8.54","13.35","9.88","14131"
"Gleyber Torres","Yankees","","2B","4.29","1.18",".73",".19",".02",".24",".71",".79",".09",".05",".39",".85","8.42","13.16","9.95","16997"
"Didi Gregorius","Yankees","","SS","4.50","1.31",".84",".22",".02",".24",".75",".74",".04",".03",".33",".41","8.38","13.09","9.99","6012"
"Joey Votto","Reds","PHI @ CIN","1B","4.42","1.06",".64",".21",".01",".21",".73",".58",".02",".01",".97",".70","8.47","13.14","9.77","4314"
"Curtis Granderson","Blue Jays","TOR @ CWS","LF","4.95",".99",".51",".21",".02",".24",".74",".58",".05",".03",".85","1.11","8.46","13.13","9.76","4747"
"Jose Ramirez","Indians","CLE @ DET","3B","4.63","1.26",".74",".30",".05",".17",".66",".67",".10",".05",".46",".51","8.32","12.95","9.89","13510"
"Charlie Blackmon","Rockies","OAK @ COL","CF","4.69","1.35",".89",".21",".07",".18",".74",".53",".11",".07",".42",".77","8.27","12.82","9.97","7859"
"Odubel Herrera","Phillies","PHI @ CIN","CF","4.67","1.32",".82",".24",".02",".22",".70",".72",".05",".04",".32",".88","8.26","12.88","9.88","11476"
"Matt Kemp","Dodgers","LAD @ ATL","LF","4.63","1.22",".72",".26",".01",".23",".66",".81",".02",".00",".45",".97","8.27","12.94","9.74","5631"
"Carlos Santana","Phillies","PHI @ CIN","1B","4.57","1.01",".52",".22",".02",".25",".70",".74",".02",".01",".70",".57","8.34","13.01","9.62","2396"
"Justin Smoak","Blue Jays","TOR @ CWS","1B","4.72","1.02",".55",".22",".01",".24",".71",".64",".01",".01",".85",".92","8.33","12.96","9.59","9054"
"Jose Altuve","Astros","TEX @ HOU","2B","4.44","1.41",".99",".26",".03",".13",".66",".65",".10",".05",".41",".41","8.10","12.60","9.77","5417"
"Chris Taylor","Dodgers","LAD @ ATL","SS","4.96","1.17",".68",".29",".06",".14",".71",".52",".11",".06",".65","1.25","8.16","12.65","9.64","13757"
"Gleyber Torres","Yankees","KC @ NYY","2B","4.35","1.19",".75",".21",".02",".21",".66",".74",".08",".05",".42",".87","8.11","12.66","9.61","16997"
"Nelson Cruz","Mariners","SEA @ LAA","DH","4.50","1.09",".63",".17",".01",".28",".66",".79",".01",".01",".49",".96","8.10","12.68","9.48","2434"
"Brett Gardner","Yankees","","LF","4.73","1.24",".86",".18",".03",".16",".79",".53",".10",".05",".56",".51","8.07","12.54","9.60","9927"
"Andrew Benintendi","Red Sox","MIN @ BOS","LF","4.53","1.12",".65",".27",".04",".16",".71",".60",".10",".07",".56",".84","8.07","12.55","9.50","17901"
"Stephen Piscotty","Athletics","OAK @ COL","RF","4.81","1.24",".73",".30",".03",".18",".75",".57",".05",".03",".48",".86","8.03","12.47","9.51","13367"
"Eugenio Suarez","Reds","PHI @ CIN","3B","4.34","1.04",".58",".19",".01",".25",".61",".80",".03",".02",".55","1.08","8.05","12.59","9.37","12552"
"George Springer","Astros","TEX @ HOU","CF","4.64","1.22",".77",".23",".02",".19",".76",".57",".06",".04",".48",".65","8.01","12.45","9.51","12856"
"Bryce Harper","Nationals","WSH @ MIA","RF","4.70",".91",".51",".19",".01",".19",".68",".58",".06",".03","1.00","1.08","8.11","12.59","9.28","11579"
"Ian Desmond","Rockies","OAK @ COL","1B","4.58","1.21",".79",".20",".04",".17",".76",".55",".13",".07",".38",".96","7.92","12.31","9.47","6885"
"Scooter Gennett","Reds","PHI @ CIN","2B","4.53","1.22",".74",".23",".02",".23",".73",".63",".02",".02",".37","1.01","7.92","12.34","9.41","10339"
"Greg Bird","Yankees","KC @ NYY","1B","4.24",".98",".52",".20",".01",".25",".67",".73",".02",".01",".62",".82","7.99","12.49","9.25","14131"
"Eddie Rosario","Twins","MIN @ BOS","LF","4.65","1.30",".77",".29",".03",".20",".63",".65",".08",".06",".22",".93","7.84","12.21","9.46","12155"
"Ronald Acuna","Braves","LAD @ ATL","LF","4.63","1.25",".78",".27",".03",".18",".64",".51",".16",".11",".37","1.11","7.86","12.17","9.47","18401"
"Asdrubal Cabrera","Phillies","PHI @ CIN","2B","4.47","1.21",".73",".25",".01",".21",".65",".73",".02",".01",".38",".71","7.86","12.28","9.31","4962"
"Jose Abreu","White Sox","TOR @ CWS","1B","4.44","1.19",".71",".25",".02",".21",".65",".68",".01",".01",".45",".80","7.84","12.24","9.28","15676"
"Trea Turner","Nationals","WSH @ MIA","SS","4.81","1.17",".83",".20",".04",".10",".67",".48",".28",".12",".43",".93","7.78","12.05","9.38","16252"
"Francisco Lindor","Indians","CLE @ DET","SS","4.84","1.27",".80",".27",".04",".17",".66",".57",".08",".06",".37",".65","7.77","12.07","9.32","12916"
"Paul Goldschmidt","Diamondbacks","ARI @ SD","1B","4.72","1.03",".62",".21",".02",".18",".67",".51",".09",".04",".74","1.23","7.86","12.18","9.18","9218"
"Jed Lowrie","Athletics","OAK @ COL","2B","4.70","1.22",".75",".31",".02",".14",".70",".60",".01",".00",".60",".72","7.81","12.15","9.20","4418"
"Max Muncy","Dodgers","LAD @ ATL","1B","4.74",".97",".57",".19",".01",".19",".68",".62",".03",".02",".82","1.16","7.87","12.25","9.07","13301"
"Matt Chapman","Athletics","OAK @ COL","3B","4.39","1.05",".54",".25",".04",".21",".62",".69",".03",".03",".50",".98","7.79","12.15","9.12","16505"
"A.J. Pollock","Diamondbacks","ARI @ SD","CF","4.62","1.09",".64",".26",".03",".16",".59",".62",".15",".07",".46",".78","7.76","12.06","9.19","9256"
"Didi Gregorius","Yankees","KC @ NYY","SS","4.46","1.25",".83",".23",".02",".18",".66",".70",".04",".02",".34",".42","7.66","11.97","9.14","6012"
"Nick Williams","Phillies","PHI @ CIN","RF","4.36","1.13",".66",".20",".03",".23",".59",".71",".05",".03",".35","1.02","7.64","11.93","9.07","14330"
"Matt Adams","Nationals","WSH @ MIA","1B","4.60","1.11",".65",".24",".01",".20",".61",".79",".01",".01",".43","1.02","7.65","12.00","8.98","9393"
"Marcus Semien","Athletics","OAK @ COL","SS","4.92","1.25",".80",".27",".04",".14",".65",".51",".09",".05",".43",".81","7.59","11.77","9.10","12533"
"Kendrys Morales","Blue Jays","TOR @ CWS","DH","4.62","1.08",".67",".21",".00",".21",".61",".71",".01",".01",".55",".86","7.62","11.91","8.93","8610"
"Enrique Hernandez","Dodgers","LAD @ ATL","SS","4.52",".94",".50",".21",".03",".21",".64",".71",".02",".02",".60",".86","7.64","11.95","8.84","10472"
"Anthony Rizzo","Cubs","CHC @ STL","1B","4.80","1.20",".76",".24",".02",".18",".66",".49",".04",".03",".52",".54","7.53","11.67","8.98","3473"
"Edwin Encarnacion","Indians","CLE @ DET","DH","4.53","1.05",".63",".19",".01",".22",".60",".72",".01",".00",".52",".85","7.50","11.74","8.78","2151"
"Teoscar Hernandez","Blue Jays","TOR @ CWS","RF","4.41",".97",".52",".21",".03",".20",".58",".64",".11",".07",".47","1.14","7.50","11.69","8.81","13066"
"Yasiel Puig","Dodgers","LAD @ ATL","RF","4.31","1.03",".59",".23",".02",".19",".55",".63",".08",".04",".55",".71","7.50","11.67","8.81","14225"
"Ozzie Albies","Braves","LAD @ ATL","2B","4.51","1.21",".76",".25",".05",".15",".65",".53",".14",".08",".24",".71","7.41","11.51","8.96","16556"
"Freddie Freeman","Braves","LAD @ ATL","1B","4.40","1.20",".75",".26",".02",".16",".59",".57",".04",".03",".46",".83","7.41","11.52","8.83","5361"
"Jake Bauers","Rays","TB @ BAL","LF","4.63","1.05",".64",".25",".01",".15",".58",".58",".10",".07",".57","1.00","7.43","11.55","8.74","15194"
"Yoan Moncada","White Sox","TOR @ CWS","2B","4.67",".99",".61",".18",".03",".17",".62",".50",".12",".07",".60","1.48","7.41","11.50","8.73","17232"
"Cesar Hernandez","Phillies","PHI @ CIN","2B","4.90","1.22",".90",".19",".03",".10",".69",".38",".13",".07",".59",".91","7.37","11.38","8.84","10556"
"Mitch Haniger","Mariners","SEA @ LAA","RF","4.60","1.06",".64",".22",".02",".18",".62",".62",".05",".04",".51","1.08","7.38","11.50","8.68","14274"
"Lourdes Gurriel","Blue Jays","TOR @ CWS","2B","4.84","1.23",".85",".21",".02",".16",".65",".56",".11",".06",".27",".95","7.27","11.32","8.79","19238"
"Adam Eaton","Nationals","WSH @ MIA","LF","4.92","1.27",".91",".23",".05",".09",".64",".39",".10",".05",".58",".73","7.29","11.26","8.79","11205"
"Miguel Andujar","Yankees","","3B","4.08","1.19",".73",".26",".01",".18",".59",".70",".03",".02",".25",".54","7.26","11.36","8.68","15878"
"Jean Segura","Mariners","SEA @ LAA","SS","4.70","1.31",".95",".25",".02",".09",".62",".51",".16",".08",".26",".64","7.20","11.18","8.79","5933"
"Jose Martinez","Cardinals","CHC @ STL","1B","4.33","1.15",".76",".23",".01",".16",".61",".62",".03",".02",".48",".68","7.26","11.32","8.61","7996"
"Dustin Fowler","Athletics","OAK @ COL","CF","4.16","1.11",".67",".20",".10",".14",".50",".64",".15",".09",".20",".86","7.16","11.17","8.67","17098"
"Whit Merrifield","Royals","","2B","4.66","1.20",".80",".24",".02",".13",".54",".42",".18",".08",".39",".86","7.19","11.10","8.72","11281"
"Paul DeJong","Cardinals","CHC @ STL","SS","4.44","1.10",".65",".24",".01",".20",".61",".64",".01",".01",".37","1.18","7.22","11.27","8.55","18015"
"Juan Soto","Nationals","WSH @ MIA","LF","4.48",".99",".63",".21",".02",".13",".57",".58",".05",".03",".76",".88","7.29","11.34","8.48","20123"
"Javier Baez","Cubs","CHC @ STL","2B","4.48","1.26",".85",".23",".02",".15",".55",".64",".08",".05",".21",".95","7.14","11.14","8.66","12979"
"David Peralta","Diamondbacks","ARI @ SD","LF","4.83","1.18",".77",".23",".04",".14",".65",".44",".06",".04",".48",".89","7.20","11.16","8.62","2136"
"Randal Grichuk","Blue Jays","TOR @ CWS","RF","4.19",".92",".45",".22",".02",".24",".58",".70",".03",".02",".39","1.09","7.24","11.32","8.45","10243"
"Evan Gattis","Astros","TEX @ HOU","DH","4.13","1.02",".58",".22",".01",".21",".59",".71",".02",".01",".35",".66","7.18","11.25","8.45","11003"
"Matt Carpenter","Cardinals","CHC @ STL","3B","4.67",".97",".54",".25",".01",".16",".63",".47",".02",".01",".74","1.11","7.24","11.22","8.41","8090"
"Avisail Garcia","White Sox","TOR @ CWS","RF","4.34","1.18",".79",".19",".02",".17",".57",".67",".03",".02",".32","1.01","7.10","11.09","8.50","5760"
"Corey Dickerson","Pirates","NYM @ PIT","LF","4.53","1.31",".81",".28",".06",".17",".59",".47",".04",".03",".19",".81","7.07","10.95","8.64","10762"
"Kyle Schwarber","Cubs","CHC @ STL","LF","4.26",".95",".57",".14",".02",".22",".56",".65",".03",".02",".52","1.05","7.16","11.18","8.38","16478"
"Michael Conforto","Mets","NYM @ PIT","CF","4.48","1.02",".63",".21",".02",".16",".57",".60",".03",".02",".61",".91","7.17","11.16","8.39","16376"
"Yadier Molina","Cardinals","CHC @ STL","C","4.56","1.17",".78",".24",".01",".15",".67",".51",".06",".04",".39",".62","7.10","11.04","8.48","7007"
"Kyle Seager","Mariners","SEA @ LAA","3B","4.39","1.04",".59",".24",".01",".20",".56",".66",".01",".01",".39",".80","7.11","11.11","8.38","9785"
"Marcell Ozuna","Cardinals","CHC @ STL","LF","4.23","1.13",".75",".20",".02",".17",".60",".65",".02",".01",".39",".80","7.08","11.06","8.41","10324"
"Daniel Palka","White Sox","TOR @ CWS","DH","4.25",".92",".52",".14",".03",".24",".56",".66",".05",".03",".40","1.38","7.10","11.10","8.34","14897"
"C.J. Cron","Rays","TB @ BAL","DH","4.52","1.06",".64",".23",".01",".19",".57",".67",".02",".02",".39","1.14","7.08","11.07","8.36","12546"
"Starling Marte","Pirates","NYM @ PIT","CF","4.42","1.18",".83",".19",".04",".13",".56",".44",".21",".09",".26",".95","7.01","10.85","8.56","9241"
"Kevin Kiermaier","Rays","TB @ BAL","CF","4.85","1.12",".76",".19",".04",".13",".58",".46",".13",".08",".45","1.13","7.06","10.93","8.47","11038"
"Josh Reddick","Astros","TEX @ HOU","RF","4.24","1.17",".79",".22",".04",".12",".59",".64",".04",".03",".36",".49","7.03","10.98","8.40","3892"
"Wil Myers","Padres","ARI @ SD","RF","4.38",".97",".54",".22",".02",".19",".57",".48",".11",".06",".48","1.22","7.09","10.98","8.37","10047"
"Justin Upton","Angels","SEA @ LAA","LF","4.29",".95",".56",".19",".00",".19",".55",".67",".05",".03",".51","1.24","7.09","11.07","8.28","5222"
"Tommy Pham","Cardinals","CHC @ STL","CF","4.13",".98",".65",".17",".02",".15",".53",".54",".13",".06",".58",".97","7.04","10.95","8.31","2967"
"Steven Souza Jr.","Diamondbacks","ARI @ SD","RF","4.51",".91",".55",".19",".02",".16",".53",".59",".07",".04",".66","1.20","7.07","11.00","8.23","5667"
"Cody Bellinger","Dodgers","LAD @ ATL","1B","4.42",".94",".54",".20",".03",".18",".55",".62",".04",".02",".53","1.19","7.03","10.96","8.21","15998"
"Mitch Moreland","Red Sox","MIN @ BOS","1B","4.32",".99",".55",".24",".02",".18",".57",".64",".01",".01",".45",".95","7.01","10.95","8.21","3086"
"Brandon Nimmo","Mets","NYM @ PIT","CF","4.69","1.03",".66",".21",".04",".12",".60",".43",".06",".04",".67","1.10","7.00","10.84","8.25","12927"
"Yulieski Gurriel","Astros","TEX @ HOU","1B","4.34","1.28",".86",".30",".01",".11",".57",".73",".02",".01",".19",".35","6.88","10.80","8.29","19198"
"Michael Brantley","Indians","CLE @ DET","LF","4.73","1.32",".96",".25",".02",".09",".63",".50",".08",".04",".25",".42","6.84","10.64","8.35","4106"
"Jonathan Schoop","Orioles","TB @ BAL","2B","4.48","1.13",".69",".22",".01",".21",".57",".57",".01",".01",".27","1.01","6.87","10.71","8.23","11265"
"Yangervis Solarte","Blue Jays","TOR @ CWS","2B","4.52","1.05",".67",".21",".01",".16",".57",".67",".02",".01",".42",".56","6.89","10.77","8.12","5352"
"Daniel Murphy","Nationals","WSH @ MIA","2B","4.39","1.15",".73",".29",".02",".11",".51",".63",".02",".01",".44",".50","6.87","10.71","8.17","4316"
"Dee Gordon","Mariners","SEA @ LAA","2B","4.82","1.35","1.09",".18",".05",".03",".54",".37",".29",".11",".17",".62","6.75","10.42","8.47","8203"
"Adam Duvall","Reds","PHI @ CIN","LF","4.13",".86",".42",".19",".02",".24",".50",".69",".03",".02",".39","1.22","6.90","10.80","8.05","10950"
"Brian Dozier","Twins","MIN @ BOS","2B","4.54",".99",".56",".23",".02",".18",".52",".60",".07",".03",".38","1.10","6.88","10.72","8.13","9810"
"Ian Happ","Cubs","CHC @ STL","CF","4.15",".99",".61",".17",".02",".19",".47",".60",".06",".04",".45","1.23","6.84","10.66","8.10","17919"
"Yolmer Sanchez","White Sox","TOR @ CWS","3B","4.55","1.10",".75",".20",".05",".10",".62",".48",".10",".06",".40",".86","6.80","10.56","8.15","11602"
"Leonys Martin","Tigers","CLE @ DET","CF","4.56","1.03",".68",".18",".05",".11",".54",".41",".16",".08",".45","1.14","6.77","10.47","8.12","11846"
"J.T. Realmuto","Marlins","WSH @ MIA","C","4.41","1.13",".74",".25",".03",".12",".53",".55",".04",".03",".40",".80","6.74","10.49","8.07","11739"
"Rafael Devers","Red Sox","MIN @ BOS","3B","4.12","1.01",".56",".24",".02",".20",".51",".62",".03",".02",".30",".98","6.75","10.54","8.01","17350"
"Nicholas Castellanos","Tigers","CLE @ DET","RF","4.35","1.14",".69",".25",".06",".14",".52",".57",".02",".02",".32","1.04","6.73","10.48","8.08","11737"
"Ji-Man Choi","Rays","TB @ BAL","1B","4.42",".93",".57",".19",".01",".15",".56",".56",".04",".02",".62","1.15","6.80","10.59","7.93","5452"
"Brian Anderson","Marlins","WSH @ MIA","RF","4.51","1.12",".74",".25",".03",".11",".61",".42",".03",".02",".55",".78","6.76","10.47","8.04","18289"
"Matt Duffy","Rays","TB @ BAL","3B","4.74","1.34","1.02",".24",".01",".07",".57",".46",".09",".06",".31",".71","6.66","10.34","8.18","13836"
"Willson Contreras","Cubs","CHC @ STL","C","4.37","1.09",".73",".21",".02",".14",".55",".58",".04",".03",".42",".82","6.72","10.48","8.01","11609"
"Xander Bogaerts","Red Sox","MIN @ BOS","SS","4.22","1.05",".63",".25",".02",".14",".55",".59",".04",".03",".37",".87","6.70","10.45","7.95","12161"
"Garrett Hampson","Rockies","OAK @ COL","2b","4.05","1.13",".79",".21",".06",".07",".48",".50",".18",".12",".33",".63","6.62","10.27","8.04","19262"
"Miguel Sano","Twins","MIN @ BOS","3B","4.44",".92",".48",".20",".01",".23",".52",".62",".01",".00",".36","1.73","6.68","10.44","7.85","12164"
"Noel Cuevas","Rockies","OAK @ COL","RF","4.26","1.16",".80",".20",".07",".08",".52",".61",".08",".05",".27",".67","6.59","10.30","7.97","11894"
"Jorge Bonifacio","Royals","","RF","4.44","1.01",".63",".19",".01",".17",".50",".56",".02",".02",".45","1.29","6.61","10.30","7.83","12174"
"Neil Walker","Yankees","","1B","3.96",".97",".63",".16",".01",".16",".57",".58",".01",".01",".51",".60","6.61","10.31","7.75","7539"
"Tim Beckham","Orioles","TB @ BAL","3B","4.61","1.08",".70",".20",".02",".16",".54",".49",".05",".03",".35","1.29","6.54","10.17","7.85","7949"
"Tom Murphy","Rockies","OAK @ COL","C","3.94",".95",".49",".25",".03",".19",".49",".65",".02",".01",".28","1.15","6.56","10.26","7.75","13499"
"Wilmer Flores","Mets","NYM @ PIT","1B","4.59","1.16",".77",".26",".01",".13",".54",".57",".02",".02",".30",".44","6.50","10.15","7.81","5827"
"Scott Kingery","Phillies","PHI @ CIN","SS","4.25","1.08",".70",".22",".02",".14",".47",".56",".11",".06",".24",".89","6.49","10.11","7.84","17975"
"Lorenzo Cain","Brewers","MIL @ SF","CF","4.59","1.14",".84",".20",".03",".06",".54",".35",".16",".07",".44",".86","6.49","10.01","7.88","9077"
"Christian Yelich","Brewers","MIL @ SF","LF","4.49","1.09",".73",".23",".03",".10",".52",".48",".07",".03",".43","1.04","6.50","10.09","7.79","11477"
"Neil Walker","Yankees","KC @ NYY","1B","4.14",".99",".67",".18",".01",".14",".54",".57",".01",".01",".54",".65","6.53","10.18","7.67","7539"
"Jeff McNeil","Mets","NYM @ PIT","2b","4.28","1.07",".70",".21",".03",".13",".49",".59",".04",".02",".35",".57","6.47","10.10","7.74","15362"
"Jose Peraza","Reds","PHI @ CIN","SS","4.65","1.18",".91",".17",".04",".07",".57",".38",".16",".09",".29",".65","6.42","9.94","7.88","13593"
"Ryon Healy","Mariners","SEA @ LAA","1B","4.17","1.06",".66",".19",".00",".21",".52",".64",".01",".01",".18",".94","6.43","10.07","7.71","15447"
"Kole Calhoun","Angels","SEA @ LAA","RF","4.60","1.00",".64",".19",".02",".15",".59",".44",".04",".03",".45",".96","6.46","10.03","7.67","11200"
"Marwin Gonzalez","Astros","TEX @ HOU","LF","4.02","1.05",".68",".23",".03",".11",".53",".53",".04",".03",".39",".68","6.43","10.01","7.67","5497"
"Niko Goodrum","Tigers","CLE @ DET","1B","4.25",".94",".55",".22",".05",".13",".46",".54",".09",".05",".40","1.27","6.44","10.02","7.65","12092"
"Shohei Ohtani","Angels","SEA @ LAA","DH","4.49",".93",".57",".18",".02",".16",".61",".45",".03",".02",".49","1.24","6.47","10.05","7.61","19755"
