"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Matt Kemp","Dodgers","MIL @ LAD","LF","4.50","1.17",".72",".22",".01",".23",".63",".71",".01",".01",".44",".94","7.81","12.20","9.23","5631"
"Andrew McCutchen","Giants","SF @ SD","RF","4.81","1.16",".70",".26",".02",".18",".69",".49",".06",".03",".64",".88","7.84","12.14","9.25","9847"
"Alex Bregman","Astros","HOU @ SEA","3B","4.69","1.23",".75",".30",".02",".16",".69",".54",".10",".06",".41",".59","7.76","12.05","9.26","17678"
"A.J. Pollock","Diamondbacks","TEX @ ARI","CF","4.28","1.17",".65",".30",".06",".15",".58",".73",".11",".07",".28",".58","7.73","12.07","9.22","9256"
"Didi Gregorius","Yankees","BAL @ NYY","SS","4.48","1.17",".73",".22",".02",".20",".64",".70",".04",".02",".39",".60","7.71","12.05","9.15","6012"
"Gleyber Torres","Yankees","BAL @ NYY","2B","4.27","1.07",".64",".20",".02",".21",".64",".71",".08",".05",".40","1.08","7.71","12.05","9.09","16997"
"Aaron Hicks","Yankees","BAL @ NYY","CF","4.36",".92",".54",".16",".02",".19",".65",".64",".08",".05",".75",".84","7.79","12.13","9.00","5297"
"Greg Bird","Yankees","BAL @ NYY","1B","4.16",".87",".42",".18",".01",".26",".65",".69",".02",".01",".67","1.06","7.80","12.17","8.96","14131"
"Francisco Lindor","Indians","CLE @ MIN","SS","4.82","1.17",".70",".26",".02",".19",".66",".54",".08",".05",".42",".71","7.67","11.90","9.14","12916"
"Ronald Acuna","Braves","MIA @ ATL","LF","4.69","1.17",".75",".26",".02",".15",".65",".48",".16",".10",".46","1.10","7.63","11.81","9.13","18401"
"Brett Gardner","Yankees","BAL @ NYY","LF","4.70","1.11",".77",".17",".03",".13",".73",".50",".11",".05",".64",".72","7.66","11.88","9.04","9927"
"Matt Olson","Athletics","TOR @ OAK","1B","4.16",".94",".45",".19",".01",".29",".62",".70",".02",".01",".46",".90","7.66","11.97","8.92","14344"
"Ozzie Albies","Braves","MIA @ ATL","2B","4.57","1.21",".76",".27",".06",".12",".70",".51",".13",".08",".32",".66","7.56","11.73","9.09","16556"
"Starling Marte","Pirates","CHC @ PIT","CF","4.49","1.22",".84",".21",".04",".13",".61",".47",".22",".11",".36",".83","7.52","11.63","9.13","9241"
"Christian Yelich","Brewers","MIL @ LAD","LF","4.77","1.21",".76",".25",".01",".18",".65",".46",".08",".05",".49","1.17","7.56","11.70","9.04","11477"
"Jesus Aguilar","Brewers","MIL @ LAD","1B","4.45","1.01",".55",".19",".00",".27",".60",".72",".01",".01",".42","1.29","7.56","11.82","8.86","11342"
"Khris Davis","Athletics","TOR @ OAK","DH","4.27",".96",".46",".20",".01",".28",".63",".74",".01",".01",".37","1.09","7.57","11.85","8.83","9112"
"Lucas Duda","Royals","KC @ CWS","1B","4.39",".93",".46",".19",".01",".28",".60",".65",".01",".01",".57","1.11","7.60","11.85","8.83","2502"
"Nicholas Castellanos","Tigers","CIN @ DET","RF","4.36","1.25",".74",".28",".06",".17",".62",".64",".02",".02",".29",".73","7.49","11.68","8.98","11737"
"Jose Abreu","White Sox","KC @ CWS","1B","4.35","1.15",".66",".26",".02",".20",".60",".66",".01",".01",".42",".72","7.53","11.74","8.91","15676"
"Ryan Zimmerman","Nationals","NYM @ WSH","1B","4.21","1.09",".62",".22",".01",".24",".58",".78",".01",".01",".32",".77","7.50","11.76","8.85","4220"
"Juan Soto","Nationals","NYM @ WSH","LF","4.50","1.09",".72",".17",".02",".18",".70",".51",".06",".04",".58",".85","7.50","11.65","8.85","20123"
"Chris Taylor","Dodgers","MIL @ LAD","SS","4.73","1.12",".71",".25",".04",".13",".65",".44",".11",".06",".60","1.18","7.49","11.58","8.88","13757"
"Wil Myers","Padres","SF @ SD","RF","4.32","1.06",".62",".23",".02",".20",".58",".62",".10",".05",".40","1.08","7.45","11.60","8.82","10047"
"Eugenio Suarez","Reds","CIN @ DET","3B","4.46","1.04",".62",".20",".03",".20",".57",".71",".02",".02",".50",".98","7.41","11.58","8.70","12552"
"David Peralta","Diamondbacks","TEX @ ARI","LF","4.39","1.29",".82",".27",".07",".12",".60",".63",".04",".02",".28",".63","7.31","11.40","8.83","2136"
"Bryce Harper","Nationals","NYM @ WSH","RF","4.31",".88",".52",".15",".01",".21",".61",".64",".04",".02",".71","1.06","7.40","11.54","8.54","11579"
"George Springer","Astros","HOU @ SEA","CF","4.80","1.20",".79",".23",".01",".18",".64",".50",".07",".04",".38",".81","7.29","11.32","8.75","12856"
"Matt Chapman","Athletics","TOR @ OAK","3B","4.47","1.03",".55",".24",".03",".20",".64",".57",".04",".03",".44","1.03","7.33","11.41","8.63","16505"
"Michael Brantley","Indians","CLE @ MIN","LF","4.71","1.29",".87",".28",".01",".13",".65",".53",".08",".04",".31",".43","7.25","11.26","8.75","4106"
"Matt Carpenter","Cardinals","COL @ STL","3B","4.58",".98",".51",".26",".02",".19",".65",".44",".02",".01",".73","1.17","7.38","11.43","8.58","8090"
"Justin Upton","Angels","LAA @ TB","LF","4.54",".91",".53",".17",".00",".21",".56",".69",".05",".02",".61","1.50","7.34","11.47","8.52","5222"
"Anthony Rizzo","Cubs","CHC @ PIT","1B","4.79","1.16",".71",".28",".02",".16",".64",".47",".04",".03",".52",".68","7.28","11.29","8.65","3473"
"Nelson Cruz","Mariners","HOU @ SEA","DH","4.28",".94",".55",".15",".01",".23",".57",".68",".01",".01",".56","1.08","7.29","11.39","8.48","2434"
"Niko Goodrum","Tigers","CIN @ DET","1B","4.27","1.06",".61",".24",".06",".16",".55",".63",".08",".05",".37",".91","7.20","11.23","8.56","12092"
"Eddie Rosario","Twins","CLE @ MIN","LF","4.42","1.20",".74",".26",".04",".17",".56",".56",".09",".06",".25",".94","7.15","11.12","8.64","12155"
"Jeimer Candelario","Tigers","CIN @ DET","3B","4.47","1.06",".61",".25",".05",".15",".67",".54",".01",".01",".50",".77","7.21","11.21","8.48","13621"
"Michael Conforto","Mets","NYM @ WSH","CF","4.39",".99",".60",".17",".02",".21",".57",".61",".02",".02",".56","1.02","7.21","11.24","8.45","16376"
"Carlos Santana","Phillies","PHI @ BOS","1B","4.56",".86",".48",".21",".02",".15",".60",".61",".02",".02",".83",".73","7.26","11.31","8.30","2396"
"Yasiel Puig","Dodgers","MIL @ LAD","RF","4.08","1.01",".62",".19",".01",".20",".50",".65",".07",".04",".47",".70","7.15","11.15","8.44","14225"
"Salvador Perez","Royals","KC @ CWS","C","4.49","1.02",".56",".19",".01",".26",".58",".70",".01",".01",".25",".93","7.12","11.15","8.43","7304"
"Buster Posey","Giants","SF @ SD","C","4.70","1.26",".87",".28",".01",".10",".64",".47",".04",".03",".50",".50","7.11","11.03","8.52","9166"
"J.T. Realmuto","Marlins","MIA @ ATL","C","4.63","1.27",".81",".33",".03",".10",".57",".58",".05",".03",".36",".75","7.08","11.03","8.52","11739"
"Travis Shaw","Brewers","MIL @ LAD","3B","4.34",".96",".53",".21",".00",".23",".58",".60",".03",".02",".49",".92","7.16","11.16","8.38","11982"
"Whit Merrifield","Royals","KC @ CWS","2B","4.72","1.16",".76",".26",".03",".11",".53",".43",".17",".09",".42",".82","7.09","10.96","8.57","11281"
"Avisail Garcia","White Sox","KC @ CWS","RF","4.26","1.18",".76",".21",".04",".17",".55",".63",".03",".03",".30",".89","7.06","11.01","8.48","5760"
"Enrique Hernandez","Dodgers","MIL @ LAD","SS","4.39",".91",".52",".18",".02",".20",".59",".64",".02",".02",".57",".84","7.14","11.15","8.29","10472"
"Evan Longoria","Giants","SF @ SD","3B","4.59","1.14",".70",".27",".02",".16",".57",".64",".02",".01",".35",".74","7.03","10.97","8.36","9368"
"Cesar Hernandez","Phillies","PHI @ BOS","2B","4.90","1.12",".85",".18",".03",".06",".62",".40",".13",".07",".69","1.10","7.06","10.91","8.41","10556"
"Asdrubal Cabrera","Phillies","PHI @ BOS","2B","4.47","1.10",".68",".25",".01",".15",".55",".68",".02",".01",".41",".91","7.03","10.99","8.31","4962"
"Mitch Moreland","Red Sox","PHI @ BOS","1B","4.33","1.00",".58",".22",".03",".18",".57",".65",".01",".01",".47",".83","7.03","10.98","8.24","3086"
"Edwin Encarnacion","Indians","CLE @ MIN","DH","4.49",".93",".55",".17",".00",".21",".57",".68",".01",".01",".52",".99","7.04","11.02","8.20","2151"
"Max Muncy","Dodgers","MIL @ LAD","1B","4.28",".85",".51",".15",".01",".19",".58",".58",".03",".02",".74","1.06","7.06","10.99","8.13","13301"
"Josh Reddick","Astros","HOU @ SEA","RF","4.58","1.25",".86",".25",".02",".13",".55",".58",".04",".03",".31",".60","6.86","10.69","8.30","3892"
"Lorenzo Cain","Brewers","MIL @ LAD","CF","4.66","1.15",".84",".19",".01",".10",".61",".39",".15",".07",".49",".95","6.91","10.68","8.31","9077"
"Brian Anderson","Marlins","MIA @ ATL","RF","4.74","1.22",".82",".29",".03",".08",".63",".47",".03",".02",".49",".74","6.89","10.70","8.25","18289"
"Javier Baez","Cubs","CHC @ PIT","2B","4.46","1.21",".79",".25",".03",".14",".51",".63",".08",".04",".18","1.08","6.81","10.63","8.27","12979"
"Curtis Granderson","Blue Jays","TOR @ OAK","LF","4.76",".87",".47",".19",".02",".19",".57",".46",".04",".02",".66","1.25","6.92","10.72","8.04","4747"
"C.J. Cron","Rays","LAA @ TB","DH","4.32",".99",".57",".23",".01",".18",".52",".66",".02",".02",".42","1.12","6.85","10.71","8.05","12546"
"Miguel Andujar","Yankees","BAL @ NYY","3B","4.06","1.09",".65",".25",".01",".17",".56",".63",".03",".02",".27",".74","6.80","10.63","8.11","15878"
"Eric Hosmer","Padres","SF @ SD","1B","4.21","1.07",".70",".20",".01",".16",".53",".59",".03",".02",".45",".75","6.82","10.64","8.09","3516"
"Wilmer Flores","Mets","NYM @ WSH","1B","4.50","1.15",".74",".22",".00",".18",".56",".59",".02",".01",".27",".53","6.78","10.59","8.14","5827"
"Justin Smoak","Blue Jays","TOR @ OAK","1B","4.54",".91",".50",".23",".00",".18",".56",".55",".01",".00",".64","1.06","6.89","10.73","7.99","9054"
"Starlin Castro","Marlins","MIA @ ATL","2B","4.86","1.36",".98",".28",".01",".08",".60",".46",".03",".02",".35",".73","6.75","10.48","8.23","4579"
"Brandon Nimmo","Mets","NYM @ WSH","CF","4.61","1.00",".63",".20",".03",".14",".59",".41",".06",".04",".62","1.31","6.85","10.60","8.08","12927"
"Yonder Alonso","Indians","CLE @ MIN","1B","4.38","1.03",".65",".21",".00",".17",".53",".62",".01",".01",".45",".85","6.81","10.64","8.04","2530"
"Tim Anderson","White Sox","KC @ CWS","SS","4.59","1.12",".74",".20",".04",".14",".57",".48",".13",".07",".26","1.11","6.75","10.48","8.18","15172"
"Evan Gattis","Astros","HOU @ SEA","DH","4.36","1.06",".63",".21",".01",".20",".56",".63",".01",".01",".27",".78","6.78","10.59","8.06","11003"
"Nick Markakis","Braves","MIA @ ATL","RF","4.37","1.17",".79",".30",".01",".07",".57",".60",".01",".01",".52",".46","6.79","10.60","8.05","5930"
"Trevor Story","Rockies","COL @ STL","SS","4.30",".95",".53",".21",".02",".19",".51",".57",".07",".04",".40","1.43","6.79","10.58","8.03","12564"
"Joey Votto","Reds","CIN @ DET","1B","4.55","1.01",".71",".18",".02",".11",".56",".47",".02",".01",".81",".78","6.84","10.60","7.99","4314"
"Shin-Soo Choo","Rangers","TEX @ ARI","DH","4.73",".97",".63",".21",".01",".12",".59",".33",".06",".04",".82","1.09","6.85","10.56","8.01","3174"
"Odubel Herrera","Phillies","PHI @ BOS","CF","4.67","1.13",".77",".21",".03",".12",".55",".58",".06",".03",".35","1.16","6.71","10.47","8.05","11476"
"Albert Pujols","Angels","LAA @ TB","1B","4.44","1.03",".66",".16",".00",".21",".51",".69",".01",".01",".33",".70","6.73","10.54","7.98","1177"
"Carlos Gonzalez","Rockies","COL @ STL","RF","4.41","1.01",".59",".23",".01",".18",".53",".59",".03",".02",".40","1.14","6.74","10.51","7.97","7287"
"Kole Calhoun","Angels","LAA @ TB","RF","4.85",".97",".61",".18",".02",".17",".60",".46",".04",".03",".55","1.21","6.75","10.48","7.95","11200"
"Nick Hundley","Giants","SF @ SD","C","4.39","1.03",".60",".24",".01",".18",".50",".65",".02",".01",".32","1.00","6.67","10.43","7.91","3376"
"Yadier Molina","Cardinals","COL @ STL","C","4.49","1.16",".80",".22",".01",".13",".61",".46",".06",".04",".33",".76","6.63","10.30","8.00","7007"
"JaCoby Jones","Tigers","CIN @ DET","LF","4.58","1.07",".67",".23",".06",".12",".56",".46",".10",".07",".32","1.07","6.64","10.30","7.98","14818"
"Scooter Gennett","Reds","CIN @ DET","2B","4.67","1.20",".83",".22",".03",".13",".60",".51",".03",".02",".29",".95","6.61","10.29","7.99","10339"
"Paul DeJong","Cardinals","COL @ STL","SS","4.37","1.05",".64",".21",".02",".18",".55",".57",".02",".01",".33","1.33","6.64","10.36","7.90","18015"
"Eduardo Escobar","Diamondbacks","TEX @ ARI","SS","4.17","1.06",".59",".28",".06",".13",".52",".63",".03",".02",".28",".72","6.62","10.35","7.90","6153"
"Shohei Ohtani","Angels","LAA @ TB","DH","4.73",".87",".52",".16",".02",".17",".62",".48",".03",".02",".57","1.49","6.64","10.33","7.73","19755"
"Eric Thames","Brewers","MIL @ LAD","1B","4.23",".84",".44",".17",".02",".21",".50",".56",".04",".03",".49","1.42","6.62","10.31","7.73","3711"
"Jean Segura","Mariners","HOU @ SEA","SS","4.47","1.18",".86",".22",".02",".07",".53",".43",".16",".07",".31",".79","6.50","10.08","7.94","5933"
"Maikel Franco","Phillies","PHI @ BOS","3B","4.36","1.04",".64",".22",".01",".18",".53",".64",".01",".01",".28",".68","6.52","10.21","7.75","12179"
"Jeff McNeil","Mets","NYM @ WSH","2b","4.20","1.04",".66",".19",".02",".16",".49",".56",".04",".03",".38",".67","6.53","10.17","7.79","15362"
"Jose Peraza","Reds","CIN @ DET","SS","4.78","1.24",".94",".18",".06",".05",".53",".40",".17",".09",".25",".56","6.45","9.98","7.97","13593"
"Jose Martinez","Cardinals","COL @ STL","1B","4.16","1.09",".74",".21",".01",".13",".53",".55",".03",".02",".42",".85","6.52","10.16","7.78","7996"
"Kurt Suzuki","Braves","MIA @ ATL","C","4.27","1.04",".68",".25",".00",".11",".55",".66",".01",".00",".41",".43","6.53","10.23","7.69","8259"
"Matt Duffy","Rays","LAA @ TB","3B","4.51","1.27",".96",".23",".02",".06",".54",".45",".08",".05",".35",".71","6.45","10.00","7.88","13836"
"Joey Gallo","Rangers","TEX @ ARI","LF","4.32",".69",".31",".16",".02",".21",".49",".56",".04",".03",".67","1.56","6.61","10.29","7.56","14128"
"Matt Davidson","White Sox","KC @ CWS","DH","4.16",".81",".43",".16",".01",".21",".53",".59",".01",".01",".53","1.38","6.55","10.23","7.59","7226"
"Marcell Ozuna","Cardinals","COL @ STL","LF","4.27","1.12",".77",".19",".02",".14",".51",".59",".02",".01",".32",".99","6.44","10.06","7.73","10324"
"Ian Desmond","Rockies","COL @ STL","1B","4.61",".95",".63",".15",".02",".16",".56",".43",".12",".05",".41","1.44","6.48","10.05","7.73","6885"
"Rougned Odor","Rangers","TEX @ ARI","","4.63",".94",".55",".21",".04",".14",".54",".44",".11",".08",".42","1.24","6.49","10.06","7.71","12282"
"Dee Gordon","Mariners","HOU @ SEA","2B","4.59","1.25",".99",".17",".05",".03",".48",".32",".28",".12",".21",".77","6.36","9.80","7.97","8203"
"Johan Camargo","Braves","MIA @ ATL","3B","4.15","1.01",".63",".25",".03",".11",".50",".60",".02",".01",".45",".71","6.45","10.08","7.62","14950"
"Manuel Margot","Padres","SF @ SD","CF","4.41","1.08",".72",".23",".06",".07",".55",".38",".16",".09",".33",".74","6.41","9.91","7.77","14712"
"Jose Osuna","Pirates","CHC @ PIT","1B","4.20","1.03",".62",".26",".02",".13",".49",".59",".04",".02",".32",".76","6.42","10.02","7.64","12937"
"Jonathan Schoop","Orioles","BAL @ NYY","2B","4.47","1.07",".63",".22",".00",".22",".52",".51",".01",".01",".19","1.17","6.39","9.95","7.70","11265"
"Jim Adduci","Tigers","CIN @ DET","OF","4.06","1.10",".71",".24",".04",".11",".52",".51",".07",".05",".28",".75","6.38","9.93","7.70","6448"
"Roman Quinn","Phillies","PHI @ BOS","RF","4.14",".96",".67",".16",".05",".08",".46",".45",".20",".12",".43","1.01","6.41","9.92","7.70","13546"
"Jed Lowrie","Athletics","TOR @ OAK","2B","4.37","1.03",".62",".27",".01",".12",".54",".51",".01",".01",".47",".73","6.43","10.02","7.60","4418"
"Jon Jay","Diamondbacks","TEX @ ARI","LF","4.59","1.33",".97",".26",".06",".04",".62",".33",".05",".03",".29",".62","6.32","9.76","7.79","5227"
"Michael A. Taylor","Nationals","NYM @ WSH","CF","3.98",".97",".60",".20",".02",".14",".44",".52",".14",".07",".31","1.10","6.37","9.90","7.64","11489"
"Leury Garcia","White Sox","KC @ CWS","LF","4.47","1.10",".80",".18",".05",".07",".54",".41",".16",".09",".27","1.05","6.29","9.75","7.68","5913"
"Jorge Bonifacio","Royals","KC @ CWS","RF","4.30",".96",".55",".21",".02",".17",".49",".52",".02",".02",".41","1.13","6.36","9.90","7.53","12174"
"Kyle Schwarber","Cubs","CHC @ PIT","LF","4.25",".91",".57",".15",".02",".17",".49",".55",".02",".02",".49","1.21","6.37","9.93","7.49","16478"
"Brandon Dixon","Reds","CIN @ DET","DH","4.02",".96",".56",".21",".02",".16",".47",".54",".10",".07",".23","1.22","6.31","9.83","7.56","15214"
"Kendrys Morales","Blue Jays","TOR @ OAK","DH","4.43",".96",".59",".20",".00",".17",".47",".57",".01",".01",".44",".95","6.33","9.88","7.47","8610"
"Daniel Murphy","Nationals","NYM @ WSH","2B","4.09","1.11",".75",".23",".01",".12",".49",".55",".02",".01",".33",".48","6.26","9.76","7.52","4316"
"Cameron Maybin","Marlins","MIA @ ATL","RF","4.32","1.00",".70",".24",".02",".05",".44",".47",".15",".08",".51",".68","6.29","9.76","7.51","5223"
"Christian Villanueva","Padres","SF @ SD","3B","4.12",".89",".50",".18",".01",".21",".48",".61",".02",".02",".30","1.01","6.29","9.83","7.41","11738"
"Yulieski Gurriel","Astros","HOU @ SEA","1B","4.47","1.22",".82",".31",".00",".09",".49",".61",".02",".01",".15",".42","6.19","9.69","7.52","19198"
"Denard Span","Mariners","HOU @ SEA","LF","4.37",".95",".65",".19",".03",".09",".50",".45",".09",".04",".54",".82","6.26","9.71","7.42","8347"
"Mitch Haniger","Mariners","HOU @ SEA","RF","4.18",".89",".55",".20",".02",".13",".47",".52",".05",".04",".55","1.16","6.27","9.76","7.34","14274"
"Jason Heyward","Cubs","CHC @ PIT","RF","4.57","1.16",".83",".23",".03",".07",".50",".50",".05",".03",".33",".58","6.17","9.61","7.48","4940"
"Xander Bogaerts","Red Sox","PHI @ BOS","SS","4.23","1.04",".68",".23",".02",".10",".48",".54",".05",".03",".37",".76","6.20","9.67","7.41","12161"
"Rosell Herrera","Royals","KC @ CWS","2B","4.60",".99",".67",".20",".05",".07",".51",".39",".15",".09",".43",".95","6.21","9.61","7.46","11611"
"Adalberto Mondesi","Royals","KC @ CWS","SS","3.84",".89",".52",".17",".05",".15",".45",".50",".16",".08",".20","1.04","6.16","9.58","7.41","13769"
"Elvis Andrus","Rangers","TEX @ ARI","SS","4.52","1.10",".74",".26",".03",".07",".45",".44",".11",".06",".36",".73","6.15","9.53","7.45","8709"
"Albert Almora Jr.","Cubs","CHC @ PIT","CF","4.68","1.32",".96",".28",".02",".05",".53",".45",".04",".03",".17",".74","6.09","9.46","7.52","14109"
"Brian Dozier","Twins","CLE @ MIN","2B","4.22",".84",".48",".19",".02",".15",".45",".55",".06",".03",".45","1.10","6.21","9.68","7.28","9810"
"David Freese","Pirates","CHC @ PIT","3B","4.30","1.04",".74",".20",".01",".10",".49",".52",".01",".01",".51",".91","6.18","9.62","7.34","9549"
"Daniel Descalso","Diamondbacks","TEX @ ARI","2B","4.06",".97",".59",".22",".06",".10",".46",".52",".03",".01",".46",".75","6.17","9.60","7.32","8392"
"Teoscar Hernandez","Blue Jays","TOR @ OAK","RF","4.22",".85",".48",".20",".03",".15",".46",".48",".11",".06",".36","1.23","6.17","9.59","7.32","13066"
"Josh Harrison","Pirates","CHC @ PIT","2B","4.61","1.12",".77",".24",".03",".08",".52",".38",".09",".04",".33",".75","6.12","9.47","7.43","8202"
"Carlos Gomez","Rays","LAA @ TB","RF","4.11",".88",".54",".20",".02",".13",".45",".52",".09",".04",".43","1.17","6.16","9.58","7.28","4881"
"Jose Bautista","Mets","NYM @ WSH","DH","4.30",".79",".47",".16",".00",".16",".51",".51",".03",".02",".61","1.08","6.21","9.66","7.19","1887"
"Yoan Moncada","White Sox","KC @ CWS","2B","4.05",".83",".52",".14",".04",".14",".45",".47",".10",".06",".49","1.26","6.16","9.57","7.27","17232"
"Victor Martinez","Tigers","CIN @ DET","DH","4.16","1.06",".76",".16",".00",".13",".53",".57",".01",".00",".30",".32","6.09","9.53","7.30","393"
"Marwin Gonzalez","Astros","HOU @ SEA","LF","4.26","1.06",".69",".24",".01",".12",".49",".48",".05",".03",".31",".83","6.10","9.48","7.34","5497"
"J.D. Davis","Astros","HOU @ SEA","DH","4.16","1.07",".67",".24",".01",".15",".47",".56",".02",".01",".21",".92","6.08","9.50","7.32","16219"
"Brandon Crawford","Giants","SF @ SD","SS","4.49","1.04",".72",".20",".02",".09",".48",".54",".03",".03",".40",".84","6.10","9.52","7.29","5343"
"Adrian Beltre","Rangers","TEX @ ARI","3B","4.41","1.07",".74",".22",".01",".09",".46",".52",".01",".01",".45",".88","6.11","9.51","7.29","639"
"Ender Inciarte","Braves","MIA @ ATL","CF","4.05","1.06",".79",".20",".03",".04",".41",".50",".14",".07",".39",".45","6.05","9.41","7.33","4922"
"Neil Walker","Yankees","BAL @ NYY","1B","3.94",".86",".55",".16",".01",".14",".52",".50",".01",".01",".55",".80","6.13","9.55","7.16","7539"
"Travis Jankowski","Padres","SF @ SD","RF","4.52","1.01",".77",".15",".04",".04",".50",".27",".19",".10",".50",".89","6.04","9.30","7.33","13768"
"Kevin Kiermaier","Rays","LAA @ TB","CF","4.63",".99",".71",".15",".05",".08",".50",".38",".12",".06",".41","1.25","6.03","9.33","7.27","11038"
"Daniel Robertson","Rays","LAA @ TB","2B","4.41",".93",".65",".17",".02",".09",".49",".44",".02",".02",".66","1.15","6.09","9.46","7.15","14145"
"Ben Zobrist","Cubs","CHC @ PIT","RF","4.36","1.04",".73",".22",".02",".07",".49",".48",".03",".02",".47",".61","6.03","9.39","7.20","7435"
"Logan Morrison","Twins","CLE @ MIN","DH","4.13",".81",".46",".17",".01",".17",".47",".53",".01",".01",".49","1.08","6.08","9.49","7.09","9205"
"Ian Kinsler","Red Sox","PHI @ BOS","2B","4.13",".94",".60",".21",".01",".11",".46",".52",".08",".04",".36",".49","6.03","9.40","7.17","6195"
"Randal Grichuk","Blue Jays","TOR @ OAK","RF","4.12",".85",".43",".22",".02",".19",".44",".54",".04",".03",".29","1.18","6.03","9.41","7.13","10243"
"Stephen Piscotty","Athletics","TOR @ OAK","RF","4.05",".95",".57",".23",".01",".14",".48",".50",".03",".02",".33",".75","6.00","9.35","7.14","13367"
"Gregory Polanco","Pirates","CHC @ PIT","RF","4.39",".92",".59",".21",".02",".10",".48",".47",".07",".03",".46",".97","6.02","9.35","7.12","12907"
"Amed Rosario","Mets","NYM @ WSH","SS","4.72","1.16",".87",".19",".04",".06",".49",".33",".15",".09",".21",".93","5.91","9.12","7.32","15518"
"Adam Jones","Orioles","BAL @ NYY","CF","4.37","1.12",".74",".20",".00",".17",".45",".47",".01",".01",".18",".91","5.93","9.22","7.23","6368"
"Nick Martini","Athletics","TOR @ OAK","OF","4.57",".97",".67",".19",".04",".07",".53",".34",".05",".03",".60",".94","6.01","9.30","7.14","12005"
"Francisco Cervelli","Pirates","CHC @ PIT","C","4.08",".85",".57",".16",".03",".10",".46",".45",".03",".02",".69",".83","6.04","9.37","7.05","5275"
"Andrelton Simmons","Angels","LAA @ TB","SS","4.32","1.09",".79",".22",".02",".07",".42",".47",".08",".05",".36",".39","5.93","9.22","7.20","10847"
"Justin Bour","Marlins","MIA @ ATL","1B","4.52",".90",".63",".16",".00",".10",".48",".53",".00",".01",".62","1.03","5.99","9.35","6.99","9744"
"Scott Kingery","Phillies","PHI @ BOS","SS","4.24","1.01",".66",".23",".02",".10",".45",".47",".10",".06",".26","1.10","5.90","9.18","7.13","17975"
"Martin Prado","Marlins","MIA @ ATL","3B","4.43","1.16",".83",".27",".01",".04",".47",".53",".02",".01",".31",".48","5.86","9.15","7.09","3312"
"Gorkys Hernandez","Giants","SF @ SD","LF","4.05",".98",".66",".20",".02",".10",".41",".47",".10",".06",".35",".90","5.87","9.12","7.07","4146"
"Russell Martin","Blue Jays","TOR @ OAK","C","4.65",".77",".51",".13",".00",".13",".53",".38",".02",".01",".73","1.15","5.97","9.26","6.90","4616"
