"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Zack Godley","Diamondbacks","TEX @ ARI",".45","6.26","26.09","5.06","3.23","1.10",".14",".59","2.85","7.42","22.89","39.03","21.47","14862"
"Jack Flaherty","Cardinals","COL @ STL",".34","6.00","24.80","5.23","3.22","1.00",".10",".91","2.10","7.64","22.33","37.43","20.83","17479"
"Trevor Bauer","Indians","CLE @ MIN",".44","6.36","26.82","5.75","3.50","1.31",".15",".78","2.51","6.95","21.05","36.62","19.78","12703"
"Masahiro Tanaka","Yankees","BAL @ NYY",".49","5.94","24.27","5.60","3.41","1.09",".03","1.07","1.23","6.62","21.23","34.98","19.53","15764"
"Jon Gray","Rockies","COL @ STL",".36","6.05","25.48","5.91","3.92","1.14",".12",".72","1.99","6.89","20.29","35.17","19.00","14916"
"Charlie Morton","Astros","HOU @ SEA",".44","6.22","26.59","5.89","3.97","1.12",".14",".66","2.71","6.53","19.41","34.73","18.34","4676"
"Tyler Skaggs","Angels","LAA @ TB",".42","6.42","27.57","6.45","4.45","1.24",".17",".58","2.53","6.48","19.15","34.71","18.19","10190"
"Danny Duffy","Royals","KC @ CWS",".38","6.00","25.52","5.87","3.79","1.08",".19",".81","2.24","6.21","18.18","32.30","17.02","3542"
"Jameson Taillon","Pirates","CHC @ PIT",".36","6.47","27.28","6.66","4.50","1.44",".12",".60","1.78","5.24","17.35","31.25","16.09","11674"
"Tanner Roark","Nationals","NYM @ WSH",".42","6.35","26.74","5.85","3.88","1.06",".10",".82","2.47","5.16","17.19","30.91","15.95","8753"
"Matt Boyd","Tigers","CIN @ DET",".40","6.16","26.00","6.03","4.12","1.09",".20",".63","2.15","5.29","17.21","30.86","15.99","15440"
"James Shields","White Sox","KC @ CWS",".35","6.17","26.05","5.76","3.42","1.17",".17","1.00","2.37","5.65","17.25","30.81","16.01","7059"
"Dereck Rodriguez","Giants","SF @ SD",".39","5.99","25.09","5.68","3.67","1.10",".16",".75","2.03","5.42","17.42","30.61","16.10","14509"
"Walker Buehler","Dodgers","MIL @ LAD",".37","5.81","24.56","5.64","3.48","1.06",".05","1.06","1.98","5.75","17.17","30.18","15.91","19374"
"Trevor Cahill","Athletics","TOR @ OAK",".38","5.77","24.57","5.04","2.98","1.12",".06",".88","2.70","5.55","16.85","29.94","15.66","6249"
"Ryne Stanek","Rays","LAA @ TB",".30","5.62","24.25","5.02","3.12",".90",".08",".93","2.89","5.88","16.51","29.72","15.49","15947"
"Jon Lester","Cubs","CHC @ PIT",".36","5.74","24.44","5.57","3.69","1.15",".12",".61","2.24","4.94","15.65","28.18","14.50","4930"
"Kolby Allard","Braves","MIA @ ATL",".38","5.94","25.60","6.12","4.27","1.40",".09",".36","2.29","4.31","14.41","27.17","13.40","sa874245"
"Clayton Richard","Padres","SF @ SD",".33","5.90","25.28","5.96","3.98","1.27",".10",".61","2.23","4.52","14.48","26.97","13.40","3551"
"Steven Matz","Mets","NYM @ WSH",".30","5.76","24.90","6.00","3.85","1.16",".08",".90","2.23","4.75","13.84","26.12","12.88","13361"
"Drew Pomeranz","Red Sox","PHI @ BOS",".33","5.46","24.15","5.69","3.65","1.19",".09",".77","2.70","4.94","13.27","25.70","12.55","11426"
"Kyle Gibson","Twins","CLE @ MIN",".30","5.93","25.46","5.91","3.71","1.31",".09",".80","2.34","4.29","13.54","25.64","12.49","10123"
"Bartolo Colon","Rangers","TEX @ ARI",".28","5.93","25.40","6.76","4.17","1.51",".31",".78","1.44","4.29","13.08","24.82","12.04","375"
"Sam Gaviglio","Blue Jays","TOR @ OAK",".31","5.72","24.55","5.81","3.36","1.31",".14","1.00","2.09","4.36","13.21","24.72","12.14","12778"
"Dan Straily","Marlins","MIA @ ATL",".31","5.72","24.88","6.11","3.87","1.43",".15",".65","2.25","4.16","12.53","24.39","11.65","9460"
"Mike Leake","Mariners","HOU @ SEA",".30","6.23","26.62","7.07","4.53","1.58",".08",".88","1.45","3.76","12.53","24.15","11.44","10130"
"Wade Miley","Brewers","MIL @ LAD",".31","5.32","23.88","5.52","3.44","1.08",".07",".93","2.99","4.59","11.83","23.73","11.26","8779"
"Homer Bailey","Reds","CIN @ DET",".32","6.09","26.35","7.04","4.51","1.47",".29",".77","1.72","3.74","11.72","23.42","10.83","8362"
"Jake Arrieta","Phillies","PHI @ BOS",".32","5.39","23.57","5.75","3.55","1.27",".13",".80","2.23","3.86","11.29","22.10","10.46","4153"
"Yefry Ramirez","Orioles","BAL @ NYY",".20","5.15","23.24","5.69","3.33","1.05",".09","1.23","2.62","4.69","10.51","21.54","9.98","15655"
