"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Masahiro Tanaka","Yankees","TB @ NYY",".36","5.65","23.67","5.55","3.37","1.06",".09","1.04","1.70","6.39","18.51","31.72","17.19","15764"
"Clay Buchholz","Diamondbacks","ARI @ SD",".41","6.01","25.12","5.81","3.75","1.14",".15",".77","1.89","5.61","17.96","31.39","16.59","3543"
"Blake Snell","Rays","TB @ NYY",".32","5.86","25.22","5.65","3.37","1.10",".05","1.12","2.51","6.20","17.07","30.81","16.01","13543"
"Ervin Santana","Twins","DET @ MIN",".44","6.10","25.44","6.08","3.85","1.29",".13",".81","1.64","4.92","16.80","29.63","15.40","3200"
"Zach Eflin","Phillies","",".40","6.06","25.16","5.70","3.45","1.11",".11","1.02","1.78","5.00","16.85","29.34","15.38","13774"
"Julio Teheran","Braves","COL @ ATL",".32","5.68","24.26","5.46","3.25","1.13",".11",".98","2.31","5.56","16.06","28.78","14.94","6797"
"Sam Gaviglio","Blue Jays","TOR @ KC",".41","5.87","24.94","6.04","3.81","1.28",".19",".77","1.85","5.00","15.73","28.43","14.55","12778"
"Jon Gray","Rockies","COL @ ATL",".38","5.97","25.57","6.56","4.34","1.39",".15",".68","1.76","5.06","15.42","28.52","14.37","14916"
"Jon Lester","Cubs","CHC @ PIT",".42","5.93","24.89","6.08","4.15","1.16",".15",".63","1.61","4.54","15.73","28.06","14.42","4930"
"Tanner Roark","Nationals","WSH @ STL",".39","6.00","26.07","6.44","4.20","1.16",".09",".98","2.22","5.15","14.93","28.21","14.03","8753"
"Jacob Nix","Padres","ARI @ SD",".31","5.82","24.83","5.98","3.72","1.25",".17",".85","1.92","5.02","15.15","27.55","14.01","17775"
"Steven Matz","Mets","",".31","5.64","24.48","5.82","3.67","1.03",".11","1.00","2.31","5.09","14.14","26.45","13.21","13361"
"Luke Weaver","Cardinals","WSH @ STL",".33","5.96","26.07","6.53","4.30","1.29",".10",".84","2.30","4.86","13.75","26.71","12.91","16918"
"Ranger Suarez","Phillies","NYM @ PHI",".39","5.83","24.96","6.19","3.98","1.17",".12",".92","1.85","4.42","14.06","26.13","12.96","17277"
"Ivan Nova","Pirates","CHC @ PIT",".30","6.13","26.12","6.89","4.41","1.47",".17",".85","1.43","4.07","13.30","25.17","12.14","1994"
"Taylor Cole","Angels","LAA @ TEX",".31","5.10","23.18","5.60","3.44","1.08",".14",".94","2.88","5.23","12.01","24.09","11.59","11964"
"Corey Oswalt","Mets","NYM @ PHI",".29","5.37","23.66","5.88","3.54",".95",".09","1.29","2.20","4.83","12.27","23.73","11.51","13677"
"Francisco Liriano","Tigers","DET @ MIN",".26","5.28","24.19","5.69","3.58","1.19",".12",".80","3.27","4.99","11.39","23.82","11.05","3201"
"Glenn Sparkman","Royals","TOR @ KC",".28","5.83","25.12","6.62","4.15","1.48",".12",".88","1.57","3.27","10.71","21.28","9.69","15200"
"Ariel Jurado","Rangers","LAA @ TEX",".33","5.53","24.53","7.05","4.61","1.29",".12","1.03","1.53","2.56","7.54","17.30","6.86","17030"
