"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Justin Upton","Angels","LAA @ TEX","LF","4.80","1.36",".78",".27",".01",".30",".85",".80",".07",".04",".45",".92","9.60","14.97","11.34","5222"
"Rhys Hoskins","Phillies","NYM @ PHI","LF","4.33","1.07",".51",".20",".01",".35",".77",".86",".03",".02",".62",".90","9.29","14.52","10.76","16472"
"Rhys Hoskins","Phillies","","LF","4.51","1.08",".51",".22",".02",".33",".80",".74",".05",".03",".66",".94","9.24","14.38","10.71","16472"
"Giancarlo Stanton","Yankees","TB @ NYY","DH","4.49","1.11",".53",".19",".00",".38",".79",".79",".02",".01",".52","1.36","9.20","14.35","10.71","4949"
"Justin Bour","Phillies","NYM @ PHI","1B","4.54","1.08",".59",".15",".01",".34",".85",".73",".01",".00",".65",".95","9.01","14.05","10.45","9744"
"Bryce Harper","Nationals","WSH @ STL","RF","4.70","1.05",".58",".20",".01",".26",".76",".70",".05",".03",".83","1.12","8.90","13.85","10.27","11579"
"Matt Carpenter","Cardinals","WSH @ STL","3B","4.66","1.15",".59",".27",".02",".28",".77",".62",".02",".01",".69",".92","8.79","13.64","10.24","8090"
"Kole Calhoun","Angels","LAA @ TEX","RF","4.91","1.32",".82",".24",".04",".22",".79",".68",".04",".03",".41",".64","8.50","13.25","10.12","11200"
"Shin-Soo Choo","Rangers","LAA @ TEX","DH","4.80","1.13",".70",".22",".01",".20",".76",".62",".05",".04",".87","1.03","8.61","13.37","9.99","3174"
"Paul Goldschmidt","Diamondbacks","ARI @ SD","1B","4.70","1.18",".70",".23",".02",".23",".75",".60",".09",".04",".58","1.15","8.48","13.17","9.99","9218"
"Joey Gallo","Rangers","LAA @ TEX","LF","4.25",".85",".35",".16",".03",".31",".69",".78",".05",".02",".69","1.41","8.49","13.26","9.72","14128"
"Charlie Blackmon","Rockies","COL @ ATL","CF","4.83","1.24",".75",".23",".04",".23",".69",".56",".11",".06",".51",".91","8.38","12.99","9.99","7859"
"Nolan Arenado","Rockies","COL @ ATL","3B","4.50","1.11",".62",".23",".02",".25",".69",".76",".02",".02",".56",".77","8.40","13.12","9.81","9777"
"Shohei Ohtani","Angels","LAA @ TEX","DH","4.69","1.22",".73",".21",".02",".25",".70",".74",".02",".02",".44",".91","8.29","12.94","9.80","19755"
"Trea Turner","Nationals","WSH @ STL","SS","4.83","1.28",".94",".20",".04",".11",".71",".49",".30",".12",".36",".92","8.07","12.50","9.80","16252"
"Miguel Sano","Twins","DET @ MIN","3B","4.40",".94",".49",".19",".02",".24",".69",".77",".01",".01",".74","1.33","8.22","12.86","9.43","12164"
"Freddie Freeman","Braves","COL @ ATL","1B","4.40","1.24",".73",".29",".03",".19",".67",".61",".04",".03",".54",".88","8.09","12.58","9.59","5361"
"Javier Baez","Cubs","CHC @ PIT","2B","4.83","1.42",".87",".31",".03",".20",".66",".57",".10",".06",".17",".91","7.99","12.40","9.74","12979"
"Aaron Hicks","Yankees","TB @ NYY","CF","4.58","1.02",".59",".19",".01",".22",".74",".51",".11",".07",".70","1.00","8.13","12.61","9.49","5297"
"Juan Soto","Nationals","WSH @ STL","LF","4.50","1.08",".66",".21",".02",".18",".68",".69",".05",".03",".68",".88","8.09","12.62","9.43","20123"
"Tyler Austin","Twins","DET @ MIN","1B","4.30","1.01",".50",".24",".02",".25",".66",".82",".03",".02",".48","1.26","8.08","12.66","9.39","11850"
"Tyler O'Neill","Cardinals","WSH @ STL","RF","4.44","1.11",".65",".16",".02",".28",".64",".73",".06",".03",".38","1.27","8.03","12.54","9.49","15711"
"Wilmer Flores","Mets","NYM @ PHI","1B","4.55","1.26",".75",".27",".01",".24",".66",".75",".01",".01",".29",".45","7.99","12.48","9.51","5827"
"Ronald Acuna","Braves","COL @ ATL","LF","4.64","1.24",".76",".24",".02",".21",".66",".54",".15",".10",".34","1.32","7.97","12.36","9.59","18401"
"Todd Frazier","Mets","NYM @ PHI","3B","4.35","1.04",".56",".19",".01",".29",".65",".75",".04",".03",".43",".81","8.02","12.53","9.40","785"
"Anthony Rizzo","Cubs","CHC @ PIT","1B","4.50","1.16",".68",".26",".02",".19",".67",".68",".04",".02",".50",".48","7.94","12.39","9.35","3473"
"Anthony Rendon","Nationals","WSH @ STL","3B","4.60","1.24",".77",".31",".01",".15",".68",".75",".04",".02",".42",".72","7.89","12.34","9.33","12861"
"Elvis Andrus","Rangers","LAA @ TEX","SS","4.69","1.33",".90",".29",".04",".10",".69",".63",".13",".07",".33",".64","7.84","12.21","9.45","8709"
"Nick Williams","Phillies","NYM @ PHI","RF","4.24","1.12",".67",".17",".04",".25",".63",".75",".04",".03",".33","1.00","7.84","12.26","9.29","14330"
"Curtis Granderson","Blue Jays","TOR @ KC","LF","4.86","1.14",".63",".27",".05",".19",".69",".57",".04",".02",".53",".87","7.88","12.25","9.30","4747"
"Rougned Odor","Rangers","LAA @ TEX","","4.36","1.02",".58",".20",".03",".20",".63",".72",".10",".07",".46","1.05","7.79","12.17","9.14","12282"
"Randal Grichuk","Blue Jays","TOR @ KC","RF","4.55","1.20",".65",".31",".03",".21",".60",".77",".04",".03",".22",".87","7.73","12.10","9.20","10243"
"David Peralta","Diamondbacks","ARI @ SD","LF","4.81","1.33",".84",".27",".04",".18",".69",".50",".05",".03",".35",".86","7.72","11.97","9.32","2136"
"Asdrubal Cabrera","Phillies","NYM @ PHI","2B","4.43","1.16",".70",".23",".01",".22",".70",".69",".02",".01",".37",".75","7.75","12.11","9.17","4962"
"Eddie Rosario","Twins","DET @ MIN","LF","4.63","1.24",".82",".24",".03",".16",".67",".63",".10",".07",".34",".82","7.69","11.99","9.22","12155"
"Trevor Story","Rockies","COL @ ATL","SS","4.40","1.09",".58",".27",".02",".21",".57",".72",".07",".04",".38","1.19","7.67","11.97","9.05","12564"
"Justin Smoak","Blue Jays","TOR @ KC","1B","4.65","1.18",".71",".28",".01",".18",".63",".65",".01",".00",".53",".74","7.65","11.93","9.02","9054"
"A.J. Pollock","Diamondbacks","ARI @ SD","CF","4.60","1.15",".69",".25",".04",".16",".59",".63",".14",".07",".34",".87","7.58","11.80","9.07","9256"
"Ian Happ","Cubs","CHC @ PIT","CF","4.41","1.07",".63",".20",".04",".20",".58",".67",".06",".04",".45","1.26","7.60","11.85","8.98","17919"
"Nomar Mazara","Rangers","LAA @ TEX","RF","4.57","1.15",".75",".20",".02",".18",".63",".73",".02",".01",".47",".93","7.56","11.84","8.93","14553"
"Ryan Zimmerman","Nationals","WSH @ STL","1B","4.40","1.14",".68",".23",".01",".21",".60",".77",".01",".01",".34",".92","7.54","11.81","8.91","4220"
"Carlos Santana","Phillies","NYM @ PHI","1B","4.24",".94",".51",".19",".02",".21",".66",".66",".02",".02",".65",".58","7.63","11.91","8.81","2396"
"Miguel Andujar","Yankees","TB @ NYY","3B","4.38","1.21",".70",".28",".01",".22",".58",".67",".03",".02",".25",".87","7.49","11.69","8.97","15878"
"Michael Conforto","Mets","","CF","4.48","1.04",".58",".19",".02",".25",".61",".62",".02",".02",".48","1.16","7.55","11.75","8.88","16376"
"Ozzie Albies","Braves","COL @ ATL","2B","4.52","1.24",".79",".26",".05",".14",".67",".51",".14",".08",".27",".82","7.46","11.59","9.03","16556"
"Albert Pujols","Angels","LAA @ TEX","1B","4.59","1.24",".82",".20",".00",".22",".62",".73",".01",".01",".23",".39","7.39","11.58","8.86","1177"
"Wil Myers","Padres","ARI @ SD","RF","4.43","1.04",".59",".23",".02",".20",".63",".54",".11",".05",".42","1.14","7.43","11.55","8.81","10047"
"Maikel Franco","Phillies","NYM @ PHI","3B","4.13","1.10",".65",".18",".01",".27",".59",".72",".01",".00",".24",".52","7.34","11.48","8.73","12179"
"Nicholas Castellanos","Tigers","DET @ MIN","RF","4.47","1.21",".70",".28",".03",".19",".59",".64",".03",".02",".25",".97","7.32","11.42","8.77","11737"
"Carlos Gonzalez","Rockies","COL @ ATL","RF","4.61","1.12",".65",".28",".01",".17",".63",".59",".03",".02",".45","1.03","7.36","11.46","8.70","7287"
"Starling Marte","Pirates","CHC @ PIT","CF","4.46","1.21",".84",".21",".03",".13",".59",".45",".22",".10",".29",".77","7.29","11.27","8.87","9241"
"Jeff McNeil","Mets","","2b","4.59","1.17",".72",".22",".03",".20",".65",".51",".05",".03",".31",".67","7.23","11.22","8.68","15362"
"Daniel Murphy","Nationals","WSH @ STL","2B","4.29","1.29",".83",".30",".02",".14",".52",".66",".02",".01",".33",".45","7.18","11.20","8.64","4316"
"Adrian Beltre","Rangers","LAA @ TEX","3B","4.46","1.16",".78",".22",".01",".15",".61",".68",".01",".01",".47",".84","7.21","11.28","8.53","639"
"Steven Souza Jr.","Diamondbacks","ARI @ SD","RF","4.38","1.03",".62",".20",".03",".19",".54",".63",".08",".04",".44","1.15","7.21","11.23","8.53","5667"
"Whit Merrifield","Royals","TOR @ KC","2B","4.57","1.28",".88",".28",".03",".09",".55",".46",".18",".09",".30",".69","7.13","11.03","8.72","11281"
"Carlos Santana","Phillies","","1B","4.29",".91",".52",".19",".01",".18",".62",".61",".02",".01",".68",".63","7.26","11.32","8.39","2396"
"Yadier Molina","Cardinals","WSH @ STL","C","4.54","1.23",".83",".24",".00",".16",".66",".55",".06",".04",".29",".58","7.12","11.10","8.57","7007"
"Adam Eaton","Nationals","WSH @ STL","LF","4.94","1.29",".93",".24",".03",".09",".63",".41",".10",".05",".47",".86","7.12","11.01","8.63","11205"
"Wilson Ramos","Phillies","","C","4.09","1.12",".70",".18",".00",".23",".59",".67",".01",".00",".31",".67","7.13","11.15","8.48","1433"
"Devon Travis","Blue Jays","TOR @ KC","2B","4.76","1.33",".93",".25",".03",".11",".66",".57",".08",".04",".17",".53","7.06","11.01","8.61","13862"
"Cesar Hernandez","Phillies","NYM @ PHI","2B","4.65","1.15",".85",".15",".04",".11",".65",".38",".12",".08",".59",".85","7.15","11.05","8.57","10556"
"Marcell Ozuna","Cardinals","WSH @ STL","LF","4.33","1.20",".82",".19",".02",".18",".58",".64",".02",".02",".29",".74","7.01","10.96","8.43","10324"
"Tommy Pham","Rays","TB @ NYY","CF","4.39",".93",".56",".15",".01",".22",".52",".59",".12",".06",".44","1.47","7.08","11.02","8.35","2967"
"Gleyber Torres","Yankees","TB @ NYY","2B","4.17",".98",".59",".18",".01",".21",".54",".59",".09",".05",".41","1.14","7.05","10.97","8.34","16997"
"Jake Bauers","Rays","TB @ NYY","LF","4.49",".92",".51",".20",".01",".20",".53",".57",".09",".06",".50","1.33","7.06","10.99","8.29","15194"
"Taylor Ward","Angels","LAA @ TEX","C","4.27","1.17",".82",".21",".01",".14",".55",".57",".05",".03",".46",".79","6.96","10.83","8.32","17548"
"Michael Conforto","Mets","NYM @ PHI","CF","4.45","1.02",".63",".18",".01",".20",".58",".61",".03",".02",".46","1.09","6.99","10.91","8.24","16376"
"Asdrubal Cabrera","Phillies","","2B","4.20","1.09",".68",".22",".01",".18",".60",".64",".02",".01",".35",".76","6.95","10.87","8.24","4962"
"Paul DeJong","Cardinals","WSH @ STL","SS","4.22","1.06",".62",".23",".01",".20",".57",".62",".02",".01",".32","1.01","6.94","10.83","8.23","18015"
"Logan Forsythe","Twins","DET @ MIN","2B","4.51","1.04",".71",".22",".01",".10",".62",".54",".04",".02",".66",".82","6.96","10.83","8.14","7185"
"Hunter Renfroe","Padres","ARI @ SD","LF","4.23","1.01",".55",".23",".02",".21",".53",".68",".02",".01",".29",".99","6.90","10.79","8.16","15464"
"Jose Bautista","Mets","NYM @ PHI","DH","4.25",".84",".45",".18",".00",".21",".57",".57",".04",".03",".63",".98","6.98","10.86","8.07","1887"
"Niko Goodrum","Tigers","DET @ MIN","1B","4.37","1.00",".56",".23",".03",".18",".52",".59",".09",".05",".33","1.14","6.88","10.73","8.18","12092"
"Eduardo Escobar","Diamondbacks","ARI @ SD","SS","4.48","1.09",".63",".27",".03",".15",".53",".63",".03",".02",".34",".87","6.85","10.70","8.14","6153"
"Lucas Duda","Royals","TOR @ KC","1B","4.25",".97",".53",".22",".01",".21",".54",".60",".01",".00",".48",".97","6.90","10.75","8.09","2502"
"Odubel Herrera","Phillies","NYM @ PHI","CF","4.01","1.10",".71",".19",".03",".18",".51",".57",".07",".04",".30",".74","6.82","10.61","8.20","11476"
"David Bote","Cubs","CHC @ PIT","3B","4.61","1.15",".77",".22",".03",".14",".58",".56",".06",".03",".33",".93","6.82","10.62","8.18","14593"
"Maikel Franco","Phillies","","3B","3.98","1.04",".62",".18",".01",".24",".53",".68",".01",".00",".24",".53","6.80","10.65","8.09","12179"
"Mitch Garver","Twins","DET @ MIN","C","4.20",".98",".60",".21",".03",".15",".54",".59",".02",".01",".57",".88","6.87","10.70","8.04","15161"
"Cesar Hernandez","Phillies","","2B","4.61","1.12",".84",".17",".03",".08",".63",".34",".13",".07",".58",".90","6.82","10.53","8.19","10556"
"Wilmer Flores","Mets","","1B","4.38","1.12",".68",".25",".00",".19",".53",".63",".02",".01",".25",".52","6.79","10.60","8.12","5827"
"Amed Rosario","Mets","NYM @ PHI","SS","4.78","1.26",".88",".22",".06",".10",".57",".39",".14",".08",".22",".82","6.71","10.38","8.27","15518"
"Austin Jackson","Mets","NYM @ PHI","CF","4.66","1.26",".89",".26",".02",".09",".62",".41",".06",".04",".38","1.15","6.74","10.43","8.17","9848"
"Jason Heyward","Cubs","CHC @ PIT","RF","4.71","1.22",".84",".25",".04",".10",".61",".46",".06",".04",".33",".49","6.70","10.40","8.12","4940"
"Corey Dickerson","Pirates","CHC @ PIT","LF","4.58","1.26",".81",".25",".06",".13",".56",".45",".04",".03",".21",".79","6.67","10.34","8.16","10762"
"Nick Williams","Phillies","","RF","4.41","1.06",".69",".16",".04",".16",".56",".56",".05",".03",".33","1.17","6.67","10.40","7.97","14330"
"David Dahl","Rockies","COL @ ATL","LF","4.29","1.04",".63",".21",".04",".16",".47",".58",".09",".05",".30","1.05","6.66","10.37","7.98","13744"
"Andrelton Simmons","Angels","LAA @ TEX","SS","4.48","1.30",".95",".25",".03",".07",".53",".54",".08",".04",".24",".21","6.60","10.27","8.08","10847"
"Eric Hosmer","Padres","ARI @ SD","1B","4.32","1.11",".74",".21",".01",".15",".53",".53",".03",".02",".43",".74","6.66","10.36","7.95","3516"
