"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Javier Baez","Cubs","CIN @ CHC","2B","4.70","1.47",".74",".29",".09",".35",".96",".92",".09",".06",".25",".92","10.59","16.54","12.59","12979"
"Anthony Rizzo","Cubs","CIN @ CHC","1B","4.58","1.32",".67",".28",".04",".33",".90",".93",".04",".03",".63",".46","10.40","16.24","12.13","3473"
"Kyle Schwarber","Cubs","CIN @ CHC","LF","4.37","1.16",".55",".17",".05",".39",".89","1.00",".02",".01",".60",".97","10.28","16.10","11.91","16478"
"Daniel Murphy","Cubs","CIN @ CHC","2B","4.81","1.59",".89",".37",".06",".27",".98",".75",".02",".01",".36",".36","10.06","15.66","12.00","4316"
"Ian Happ","Cubs","CIN @ CHC","CF","4.27","1.07",".51",".20",".06",".30",".76",".85",".06",".03",".60","1.24","9.23","14.42","10.72","17919"
"Matt Carpenter","Cardinals","STL @ COL","3B","4.87","1.20",".58",".30",".03",".29",".82",".64",".02",".01",".67",".96","9.19","14.27","10.72","8090"
"Giancarlo Stanton","Yankees","NYY @ BAL","DH","4.78","1.26",".70",".24",".00",".32",".81",".79",".02",".01",".42","1.10","9.03","14.10","10.63","4949"
"Khris Davis","Athletics","OAK @ MIN","DH","4.54","1.04",".46",".20",".01",".36",".72",".90",".01",".01",".46","1.28","8.90","13.95","10.32","9112"
"Rhys Hoskins","Phillies","PHI @ TOR","LF","4.77","1.08",".54",".26",".01",".27",".79",".72",".04",".03",".65",".93","8.87","13.82","10.28","16472"
"Jose Ramirez","Indians","CLE @ KC","3B","4.73","1.26",".75",".31",".05",".16",".71",".74",".10",".05",".58",".40","8.73","13.61","10.30","13510"
"Eugenio Suarez","Reds","CIN @ CHC","3B","4.48","1.15",".65",".21",".03",".26",".68",".79",".03",".02",".57",".91","8.64","13.50","10.13","12552"
"Mookie Betts","Red Sox","BOS @ TB","RF","4.86","1.21",".70",".29",".03",".19",".71",".56",".16",".07",".57",".73","8.63","13.36","10.22","13611"
"Ryan Zimmerman","Nationals","WSH @ NYM","1B","4.42","1.15",".60",".23",".01",".31",".68",".90",".01",".01",".37",".83","8.60","13.49","10.09","4220"
"Ben Zobrist","Cubs","CIN @ CHC","RF","4.48","1.21",".71",".26",".06",".18",".79",".76",".03",".02",".53",".45","8.55","13.36","10.02","7435"
"Charlie Blackmon","Rockies","STL @ COL","CF","4.60","1.36",".84",".21",".07",".24",".71",".59",".09",".06",".32",".69","8.47","13.14","10.23","7859"
"Scooter Gennett","Reds","CIN @ CHC","2B","4.58","1.35",".80",".28",".04",".22",".71",".77",".03",".02",".33",".79","8.47","13.23","10.11","10339"
"Ronald Acuna","Braves","ATL @ MIA","LF","4.90","1.29",".78",".27",".03",".20",".69",".57",".17",".10",".43","1.26","8.47","13.13","10.15","18401"
"J.D. Martinez","Red Sox","BOS @ TB","DH","4.53","1.14",".60",".23",".01",".29",".67",".82",".01",".01",".44","1.18","8.48","13.27","9.94","6184"
"Freddie Freeman","Braves","ATL @ MIA","1B","4.68","1.29",".77",".34",".03",".16",".71",".63",".04",".03",".65",".82","8.47","13.17","9.99","5361"
"Trea Turner","Nationals","WSH @ NYM","SS","4.84","1.27",".87",".18",".05",".17",".68",".48",".30",".11",".39",".81","8.39","12.97","10.18","16252"
"Nolan Arenado","Rockies","STL @ COL","3B","4.29","1.23",".70",".23",".03",".26",".71",".81",".02",".02",".33",".60","8.38","13.11","9.92","9777"
"Matt Chapman","Athletics","OAK @ MIN","3B","4.76","1.08",".53",".26",".04",".25",".73",".70",".04",".03",".49","1.27","8.34","13.00","9.75","16505"
"Anthony Rendon","Nationals","WSH @ NYM","3B","4.62","1.24",".72",".30",".01",".20",".71",".68",".04",".02",".50",".62","8.29","12.92","9.78","12861"
"Francisco Lindor","Indians","CLE @ KC","SS","4.95","1.31",".82",".30",".03",".15",".73",".61",".09",".05",".45",".52","8.21","12.77","9.80","12916"
"Willson Contreras","Cubs","CIN @ CHC","C","4.17","1.14",".64",".22",".05",".22",".63",".76",".04",".03",".51",".78","8.21","12.82","9.66","11609"
"Mike Trout","Angels","HOU @ LAA","CF","4.31","1.05",".61",".20",".02",".22",".63",".56",".11",".05",".77",".81","8.26","12.79","9.66","10155"
"Justin Turner","Dodgers","SD @ LAD","3B","4.51","1.25",".78",".28",".01",".19",".76",".58",".03",".02",".55",".51","8.16","12.68","9.64","5235"
"Trevor Story","Rockies","STL @ COL","SS","4.19","1.20",".66",".27",".05",".23",".66",".76",".07",".04",".23",".93","8.07","12.62","9.62","12564"
"Matt Olson","Athletics","OAK @ MIN","1B","4.44",".99",".46",".22",".01",".30",".65",".74",".02",".01",".48","1.11","8.08","12.63","9.40","14344"
"Paul Goldschmidt","Diamondbacks","SEA @ ARI","1B","4.23","1.11",".62",".23",".02",".24",".64",".69",".06",".03",".47","1.02","8.01","12.49","9.43","9218"
"Bryce Harper","Nationals","WSH @ NYM","RF","4.52",".98",".54",".19",".01",".23",".66",".70",".04",".03",".69","1.10","8.05","12.56","9.32","11579"
"A.J. Pollock","Diamondbacks","SEA @ ARI","CF","4.43","1.16",".64",".28",".05",".19",".70",".55",".16",".08",".25",".81","7.90","12.26","9.47","9256"
"Starling Marte","Pirates","PIT @ MIL","CF","4.64","1.21",".80",".21",".03",".17",".63",".51",".22",".10",".36",".95","7.85","12.16","9.48","9241"
"Alex Bregman","Astros","HOU @ LAA","3B","4.73","1.14",".68",".27",".01",".18",".69",".55",".10",".06",".55",".73","7.90","12.27","9.33","17678"
"Andrew Benintendi","Red Sox","BOS @ TB","LF","4.76","1.16",".73",".27",".02",".15",".67",".57",".11",".07",".55",".82","7.89","12.25","9.34","17901"
"Manny Machado","Dodgers","SD @ LAD","SS","4.41","1.18",".72",".24",".01",".22",".67",".65",".03",".03",".46",".54","7.86","12.24","9.29","11493"
"Michael Brantley","Indians","CLE @ KC","LF","4.84","1.38",".96",".30",".02",".10",".73",".60",".08",".04",".36",".32","7.76","12.09","9.35","4106"
"Jedd Gyorko","Cardinals","STL @ COL","3B","4.55","1.19",".75",".23",".02",".20",".66",".72",".03",".02",".40",".80","7.78","12.16","9.22","10816"
"Jose Martinez","Cardinals","STL @ COL","1B","4.66","1.36",".92",".26",".01",".17",".67",".64",".03",".03",".36",".67","7.74","12.07","9.31","7996"
"David Peralta","Diamondbacks","SEA @ ARI","LF","4.33","1.23",".72",".25",".06",".20",".64",".65",".04",".02",".29",".74","7.75","12.08","9.29","2136"
"Brian Dozier","Dodgers","SD @ LAD","2B","4.63","1.07",".59",".25",".02",".21",".70",".53",".08",".04",".54",".77","7.82","12.14","9.20","9810"
"Miguel Andujar","Yankees","NYY @ BAL","3B","4.56","1.34",".82",".32",".01",".18",".60",".78",".04",".02",".18",".60","7.70","12.06","9.27","15878"
"Aaron Hicks","Yankees","NYY @ BAL","CF","4.67","1.06",".65",".19",".03",".18",".64",".62",".08",".04",".63",".77","7.81","12.15","9.16","5297"
"Paul DeJong","Cardinals","STL @ COL","SS","4.44","1.14",".62",".26",".02",".24",".63",".77",".01",".01",".30","1.07","7.75","12.14","9.16","18015"
"Mike Moustakas","Brewers","PIT @ MIL","3B","4.36","1.09",".62",".21",".01",".25",".65",".73",".01",".01",".35",".65","7.66","11.99","9.03","4892"
"Jose Peraza","Reds","CIN @ CHC","SS","4.69","1.33",".95",".22",".08",".08",".70",".50",".18",".09",".27",".45","7.58","11.76","9.25","13593"
"Carlos Gonzalez","Rockies","STL @ COL","RF","4.39","1.24",".74",".29",".02",".19",".68",".64",".03",".02",".29",".75","7.62","11.89","9.11","7287"
"Edwin Encarnacion","Indians","CLE @ KC","DH","4.63","1.04",".65",".18",".00",".21",".64",".76",".01",".01",".58",".76","7.67","12.02","8.93","2151"
"Christian Yelich","Brewers","PIT @ MIL","LF","4.56","1.24",".76",".26",".03",".18",".67",".47",".07",".04",".42",".99","7.59","11.76","9.11","11477"
"Yadier Molina","Cardinals","STL @ COL","C","4.77","1.31",".87",".27",".01",".16",".71",".56",".06",".04",".28",".60","7.49","11.66","9.03","7007"
"Phillip Ervin","Reds","CIN @ CHC","DH","4.27","1.07",".65",".21",".06",".14",".57",".62",".16",".08",".44",".86","7.53","11.72","8.96","14738"
"Jose Altuve","Astros","HOU @ LAA","2B","4.63","1.30",".92",".24",".02",".12",".59",".56",".12",".06",".43",".64","7.49","11.63","9.04","5417"
"George Springer","Astros","HOU @ LAA","CF","4.85","1.11",".71",".20",".01",".20",".66",".54",".07",".04",".51",".99","7.51","11.67","8.89","12856"
"Wilson Ramos","Phillies","PHI @ TOR","C","4.55","1.23",".79",".25",".01",".19",".60",".73",".01",".00",".31",".72","7.43","11.63","8.86","1433"
"Miguel Sano","Twins","OAK @ MIN","3B","4.29",".95",".49",".19",".01",".26",".62",".68",".01",".00",".48","1.41","7.49","11.71","8.72","12164"
"Tyler Austin","Twins","OAK @ MIN","1B","4.19","1.02",".51",".24",".02",".26",".59",".68",".03",".02",".29","1.28","7.36","11.50","8.68","11850"
"Robinson Cano","Mariners","SEA @ ARI","2B","4.69","1.22",".78",".28",".01",".15",".69",".50",".01",".00",".50",".65","7.36","11.42","8.75","3269"
"Billy Hamilton","Reds","CIN @ CHC","CF","4.81","1.13",".79",".16",".13",".05",".59",".34",".32",".11",".40",".97","7.30","11.24","8.93","10199"
"Juan Soto","Nationals","WSH @ NYM","LF","4.72","1.03",".66",".19",".02",".17",".70",".48",".06",".04",".65","1.03","7.40","11.48","8.67","20123"
"Jesus Aguilar","Brewers","PIT @ MIL","1B","4.25","1.01",".57",".19",".01",".25",".59",".72",".00",".00",".39","1.08","7.33","11.48","8.60","11342"
"Brett Gardner","Yankees","NYY @ BAL","LF","4.89","1.21",".86",".20",".04",".11",".70",".46",".10",".04",".47",".62","7.30","11.32","8.76","9927"
"Mitch Haniger","Mariners","SEA @ ARI","RF","4.80","1.10",".65",".26",".03",".15",".66",".45",".06",".04",".57","1.15","7.35","11.38","8.69","14274"
"Ozzie Albies","Braves","ATL @ MIA","2B","4.37","1.19",".76",".24",".07",".11",".51",".68",".11",".06",".28",".73","7.21","11.26","8.70","16556"
"David Dahl","Rockies","STL @ COL","LF","4.07","1.17",".71",".21",".06",".19",".54",".63",".08",".05",".21",".82","7.21","11.25","8.71","13744"
"Brandon Dixon","Reds","CIN @ CHC","DH","4.05","1.03",".54",".25",".03",".21",".50",".69",".10",".07",".26","1.16","7.24","11.31","8.61","15214"
"Matt Kemp","Dodgers","SD @ LAD","LF","4.20","1.11",".68",".22",".01",".20",".58",".71",".02",".01",".34",".82","7.22","11.29","8.55","5631"
"Mallex Smith","Rays","BOS @ TB","LF","4.65","1.23",".90",".20",".09",".04",".54",".36",".26",".13",".41",".79","7.15","11.01","8.78","13608"
"Carlos Santana","Phillies","PHI @ TOR","1B","4.65",".97",".55",".24",".02",".16",".62",".59",".02",".01",".66",".64","7.28","11.34","8.45","2396"
"Nicholas Castellanos","Tigers","CWS @ DET","RF","4.34","1.15",".66",".27",".06",".15",".56",".62",".02",".02",".35",".90","7.17","11.17","8.55","11737"
"Eddie Rosario","Twins","OAK @ MIN","LF","4.50","1.20",".76",".23",".03",".17",".59",".60",".09",".06",".19",".77","7.10","11.06","8.58","12155"
"Carlos Correa","Astros","HOU @ LAA","SS","4.53","1.02",".63",".20",".01",".18",".56",".68",".03",".02",".50","1.11","7.18","11.22","8.42","14162"
"Cody Bellinger","Dodgers","SD @ LAD","1B","4.31","1.01",".62",".19",".02",".18",".59",".67",".04",".03",".45","1.00","7.17","11.21","8.42","15998"
"Travis Shaw","Brewers","PIT @ MIL","3B","4.15",".99",".55",".19",".01",".24",".57",".65",".02",".01",".42",".79","7.17","11.20","8.43","11982"
"Brandon Belt","Giants","TEX @ SF","1B","4.31","1.03",".59",".27",".03",".14",".57",".63",".02",".02",".58",".76","7.17","11.18","8.38","10264"
"Nick Markakis","Braves","ATL @ MIA","RF","4.58","1.25",".86",".30",".01",".08",".60",".64",".01",".01",".47",".57","7.10","11.08","8.45","5930"
"Ender Inciarte","Braves","ATL @ MIA","CF","4.78","1.26",".95",".20",".05",".05",".66",".40",".18",".10",".38",".64","7.04","10.90","8.59","4922"
"Jed Lowrie","Athletics","OAK @ MIN","2B","4.65","1.07",".64",".28",".01",".13",".62",".57",".01",".00",".57",".95","7.12","11.09","8.35","4418"
"Lorenzo Cain","Brewers","PIT @ MIL","CF","4.45","1.22",".90",".20",".02",".10",".63",".42",".14",".06",".43",".72","7.00","10.83","8.47","9077"
"Asdrubal Cabrera","Phillies","PHI @ TOR","2B","4.45","1.14",".69",".28",".01",".15",".58",".65",".02",".01",".34",".73","7.00","10.94","8.32","4962"
