"Yovani Gallardo",6200,TEX,SP,BAL,,0.864,10.66
"Andrew Cashner",5100,BAL,SP,TEX,,0.586,10.08
"Mike Montgomery",7000,CHC,SP,SDP,,0.993,11
"Robbie Erlin",4200,SDP,SP,CHC,,0.697,10.79
"Brian Johnson",5500,BOS,SP,NYY,,0.828,10.46
"Jhoulys Chacin",8000,MIL,SP,LAD,,0.826,10.53
"Clayton Kershaw",11600,LAD,SP,MIL,,0.386,23.1
"Tyler Clippard",4000,TOR,SP,SEA,,0,8.07
"Felix Hernandez",6100,SEA,SP,TOR,,0.685,13.37
"Zack Greinke",11200,ARI,SP,SFG,,0.371,22.23
"Madison Bumgarner",9600,SFG,SP,ARI,,0.362,18.25
"CC Sabathia",5900,NYY,SP,BOS,,0.671,12.16
"Mike Foltynewicz",10500,ATL,SP,NYM,,0.42,17.78
"Brad Keller",6800,KCR,SP,CHW,,0.953,10.43
"Antonio Senzatela",6600,COL,SP,STL,,0.758,12.16
"Miles Mikolas",9100,STL,SP,COL,,0.559,15.73
"Andrew Heaney",9600,LAA,SP,TBR,,0.262,17.62
"Reynaldo Lopez",6300,CHW,SP,KCR,,0.57,13.21
"Max Scherzer",13000,WAS,SP,CIN,,0.313,26.78
"Jason Vargas",4100,NYM,SP,ATL,,0.696,11.5
"Pablo Lopez",5700,MIA,SP,PHI,,0,10.47
"Nick Pivetta",8500,PHI,SP,MIA,,0.479,18.03
"Tyler Mahle",6000,CIN,SP,WAS,,0.999,8.04
"Hunter Wood",4300,TBR,SP,LAA,,0.515,7.04
