"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Max Scherzer","Nationals","WSH @ MIA",".58","7.34","29.08","5.57","3.58","1.21",".17",".61","1.98","9.33","31.19","50.10","29.46","3137"
"Chris Sale","Red Sox","MIN @ BOS",".60","6.55","26.06","5.06","3.19","1.15",".12",".61","1.76","8.96","29.12","46.61","27.09","10603"
"Clayton Kershaw","Dodgers","LAD @ ATL",".55","6.77","27.48","6.21","4.22","1.26",".12",".61","1.50","7.67","25.45","42.26","23.77","2036"
"Zack Greinke","Diamondbacks","ARI @ SD",".52","6.58","25.90","5.28","3.53",".99",".13",".62","1.41","6.82","24.66","39.74","22.56","1943"
"Chris Archer","Rays","TB @ BAL",".46","6.18","25.44","5.57","3.74","1.10",".06",".68","1.76","7.19","22.79","38.02","21.17","6345"
"Carlos Carrasco","Indians","CLE @ DET",".52","6.39","26.26","6.19","3.92","1.29",".25",".74","1.44","6.44","21.28","36.05","19.70","6632"
"Madison Bumgarner","Giants","MIL @ SF",".40","6.40","25.96","5.35","3.55","1.10",".12",".58","1.97","6.05","21.24","35.59","19.49","5524"
"Dallas Keuchel","Astros","TEX @ HOU",".53","6.77","27.85","6.28","4.33","1.26",".14",".55","1.90","5.62","20.51","35.42","19.08","9434"
"Luke Weaver","Cardinals","CHC @ STL",".38","6.25","26.56","6.17","4.10","1.19",".11",".78","2.22","6.29","18.87","33.57","17.70","16918"
"Marcus Stroman","Blue Jays","TOR @ CWS",".43","6.12","25.76","6.17","4.24","1.08",".17",".68","1.87","5.68","18.05","31.97","16.79","13431"
"Nick Pivetta","Phillies","PHI @ CIN",".37","5.77","24.69","5.70","3.73",".97",".11",".88","2.26","6.29","17.81","31.64","16.71","15454"
"CC Sabathia","Yankees","KC @ NYY",".46","5.95","24.85","5.76","3.74","1.10",".07",".86","1.86","5.07","16.95","29.76","15.60","404"
"Anthony DeSclafani","Reds","PHI @ CIN",".33","5.87","24.67","5.82","3.50","1.08",".09","1.15","1.72","5.65","16.96","29.68","15.62","13050"
"Chase Anderson","Brewers","MIL @ SF",".33","6.13","25.77","5.81","3.78","1.25",".17",".60","2.22","4.72","15.91","28.75","14.67","6895"
"Ivan Nova","Pirates","NYM @ PIT",".40","6.38","26.64","6.53","4.29","1.39",".15",".71","1.55","4.28","15.66","28.28","14.29","1994"
"Mike Foltynewicz","Braves","LAD @ ATL",".21","5.77","25.38","5.83","3.47","1.23",".11","1.03","2.77","5.86","14.96","28.29","14.12","10811"
"Andrew Heaney","Angels","SEA @ LAA",".35","5.76","24.51","5.97","3.96","1.03",".08",".89","1.82","5.12","15.51","27.95","14.34","15423"
"Reynaldo Lopez","White Sox","TOR @ CWS",".30","5.90","25.24","5.38","3.13","1.14",".08","1.02","2.69","5.11","15.23","27.87","14.11","16400"
"Sean Manaea","Athletics","OAK @ COL",".39","5.67","24.58","6.30","3.90","1.25",".25",".91","1.86","5.15","14.47","27.01","13.54","15873"
"Luis Perdomo","Padres","ARI @ SD",".25","6.22","26.93","6.36","4.28","1.28",".16",".64","2.61","4.54","13.82","26.87","12.90","14682"
"Pablo Lopez","Marlins","WSH @ MIA",".20","5.76","24.80","5.93","3.88","1.15",".12",".78","2.18","4.87","14.02","26.23","13.00","17085"
"Jason Vargas","Mets","NYM @ PIT",".31","5.66","24.73","6.21","4.11","1.21",".16",".73","2.16","4.34","12.64","24.61","11.81","8044"
"Andrew Cashner","Orioles","TB @ BAL",".28","6.07","26.33","6.65","4.69","1.36",".15",".45","2.23","3.90","12.41","24.77","11.54","8782"
"Mike Montgomery","Cubs","CHC @ STL",".33","5.69","24.80","5.99","4.00","1.18",".09",".73","2.38","3.83","11.83","23.36","10.98","4869"
"Kyle Freeland","Rockies","OAK @ COL",".30","5.62","24.98","6.26","3.78","1.41",".14",".93","2.39","4.15","11.08","22.67","10.37","16256"
"Wade LeBlanc","Mariners","SEA @ LAA",".34","5.80","24.84","6.41","3.88","1.32",".08","1.12","1.61","3.38","11.26","21.87","10.19","5221"
"Lance Lynn","Twins","MIN @ BOS",".15","5.20","24.12","5.89","3.52","1.26",".16",".96","3.28","4.59","9.05","20.64","8.86","2520"
"Mike Fiers","Tigers","CLE @ DET",".21","5.59","24.54","6.43","3.74","1.38",".15","1.16","1.88","3.56","9.62","19.94","8.81","7754"
"Brad Keller","Royals","KC @ NYY",".21","5.21","23.75","6.07","3.89","1.19",".10",".89","2.65","3.58","8.22","18.73","7.82","15734"
"Yovani Gallardo","Rangers","TEX @ HOU",".22","5.35","24.09","6.33","4.02","1.33",".14",".84","2.33","3.20","8.06","18.31","7.54","8173"
